A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,A15,A16,A17,A18,A19,A20,Class
-0.075848,-0.209158,-2.150704,-0.869254,-2.784023,-0.544419,0.013473,-0.098265,0.995022,0.902653,-3.584894,0.393923,-0.447235,3.113929,-0.346911,0.575118,-1.536232,1.677166,2.209545,0.15078,0
0.426712,0.617313,1.241571,1.190624,-0.256963,-0.373153,2.021879,-1.665773,1.496069,1.350234,1.213859,0.835573,-0.150839,-0.078703,0.036942,-0.228156,-0.320771,0.726774,-1.290847,1.594756,0
-0.112178,0.528595,0.493637,-1.820018,0.889077,-0.257433,-0.058938,-2.612625,0.00596,0.368791,1.084644,-0.001167,-1.698319,-0.462384,0.242814,0.605331,-0.016403,-1.825242,-0.742339,1.075005,0
0.228917,0.605973,0.209111,-0.1956,0.233814,1.393728,-1.030556,0.233336,1.368364,-0.208211,0.004776,0.39991,1.014237,0.31171,-0.095879,1.231925,0.168631,-0.633822,0.019591,0.516156,1
-0.783604,0.896138,-0.776036,-0.953796,0.868264,1.175513,0.462419,0.190113,0.044401,0.208363,-0.224646,-0.133529,0.697993,0.39585,0.680459,0.289408,-0.498431,0.125838,0.172521,0.557952,1
0.165004,1.034217,1.211757,3.02036,-0.202581,1.555736,1.495915,-3.06444,-2.671286,-2.644292,0.935651,-2.132927,0.20047,3.663872,-0.653063,2.043081,-0.198756,0.66668,-1.152191,0.702888,0
-0.938341,1.289029,1.104169,1.985053,0.774272,-0.511356,-0.05038,0.792533,0.749386,-0.863405,-0.786336,0.486377,1.534254,1.208985,-0.029469,-0.274789,0.352995,-0.01917,-0.049737,0.146735,1
-0.349666,0.22709,-0.115599,-0.504917,0.243884,-0.448537,0.476243,0.152968,0.421001,0.289251,-0.085543,-0.022452,-0.658947,0.621347,-0.58134,-0.072493,-0.082774,0.039617,0.010075,0.965123,1
0.600959,-0.263189,-0.74687,-0.932996,-0.258977,0.046084,0.562477,0.614914,0.187744,0.95186,0.682495,-0.338391,0.273908,0.154872,0.234181,-0.349665,0.0379,0.326368,-0.782441,-0.126959,1
-1.113934,0.485237,-0.779276,0.38546,-0.399966,0.073196,0.353803,-0.722972,-0.534181,0.290599,-0.151469,-0.625065,0.715194,0.561439,0.768121,-0.065268,0.303384,-0.008066,-1.103933,0.072582,1
1.19838,0.293128,1.317401,-0.836376,-0.576538,-0.478293,0.169485,0.536572,1.412019,-0.424587,0.67854,0.15514,1.003652,0.424795,1.037748,0.503526,-0.053946,0.60724,-0.193831,0.365152,1
-0.303245,0.485237,-0.115599,-0.116425,-0.240178,-1.441085,-0.307108,-1.029585,0.170803,-1.030573,-0.425061,-1.5077,0.985127,-0.696632,-0.721466,0.021431,0.421377,0.059866,-1.084222,-0.956807,0
0.384327,-0.133115,-0.421512,-0.303626,0.484908,0.989038,0.156319,1.428721,-0.276816,-0.570859,0.527569,0.773051,-0.61859,1.286395,-0.015523,0.544905,1.312358,0.661455,1.098935,-0.520648,1
-0.892593,-0.972927,0.095041,-0.031212,0.354661,1.311071,-0.671136,1.023506,-0.052029,-0.84116,-0.10598,-0.031764,0.391672,0.867038,1.679937,0.366254,-0.031152,-0.15634,0.829099,-0.682438,1
0.16904,0.187068,-0.279574,0.525022,-1.324451,0.149241,0.887008,1.179514,0.440548,0.33374,-0.028846,0.405896,0.207748,1.110709,-1.242124,0.695971,0.262489,-0.044644,0.568099,0.023371,1
0.761752,0.953504,1.888397,-0.107703,-0.085762,0.542689,0.58815,-0.712166,-0.129564,-0.134737,-0.822595,-0.060364,0.823035,0.377676,0.785388,-1.930598,-0.531281,-0.057708,0.381185,0.324704,1
-1.516251,-0.306547,-1.849327,1.962911,-1.086112,0.014344,-2.549204,-2.171616,-1.26653,-0.171811,0.60668,2.084698,-1.979499,1.925863,0.171091,-0.90795,-2.622974,-0.339887,0.585771,0.55121,0
0.435458,-0.138451,-0.718353,-0.639782,0.921303,1.345456,-2.419523,0.739855,-0.172567,0.472598,1.283081,0.33007,3.168404,-3.111131,1.818071,-0.98414,-0.607038,1.564817,-1.710214,1.231402,0
-1.441574,0.304468,-1.518136,-1.822031,-0.189825,0.331087,2.626837,1.892017,-1.922648,0.371487,-1.669744,0.332731,0.809141,-1.73459,-0.167603,-0.230783,-2.405089,0.863291,-0.114307,1.286006,0
0.35338,0.024975,1.19685,-0.502233,-1.092826,0.050052,0.482167,0.034781,0.376044,1.483699,1.221111,-0.809307,0.21701,1.283029,0.542326,-0.291209,2.247586,0.234921,-0.58737,0.214148,1
-0.159945,0.065665,0.041247,-1.1155,2.832712,-0.959028,-0.037214,-0.0699,-0.101547,-1.53545,0.573717,-1.503709,-0.967914,-0.747789,0.057529,-0.43505,-0.001654,-1.496687,-0.760691,-0.402676,0
0.302922,1.170961,1.222775,0.940353,0.478866,-0.158244,-0.245889,-0.645981,0.880348,-0.282358,-0.207506,0.441813,-0.359243,-0.133899,1.77092,1.075605,-0.069366,0.735918,1.429943,-0.097298,1
-0.27297,2.043459,-0.339849,0.453899,-2.393954,0.132048,-2.085117,0.046262,-0.08591,0.552812,-1.225403,0.69789,0.277216,1.530739,-2.280785,-1.762456,2.31932,0.748329,-0.778362,-1.693626,0
-0.145144,1.777974,0.577245,0.320376,-0.28986,1.73626,-0.383469,1.251777,-1.465907,1.135206,-1.409337,0.963945,2.308987,-3.3824,0.954735,2.048335,-0.293955,-1.645615,-1.084902,-1.512286,0
-0.740546,-1.823411,0.713999,-0.96386,0.151906,-1.914545,0.135913,-0.51226,-2.110296,-2.230414,-1.528003,0.995206,-1.659285,-1.010308,0.681124,1.111072,-1.632101,0.69934,-3.292528,0.554581,0
-0.167345,-0.516,0.448916,0.645797,1.003882,-0.306366,-0.386102,-0.132033,-0.061802,-0.399646,0.519658,0.552226,-0.633806,-0.010044,0.434076,1.02109,-0.317419,0.038964,-0.146253,0.024045,1
-1.072895,1.233664,-0.341793,0.186853,2.01229,-0.18205,-0.689568,-2.003452,0.127149,0.724025,-3.317235,-2.201436,-0.863381,0.594422,-2.31731,0.648681,-0.704248,4.14492,-0.048378,-2.141244,0
-0.846171,0.857449,-0.180411,0.35728,-0.067634,-0.262062,-0.007592,1.723177,0.310236,-0.77982,0.794569,-0.814628,0.203117,0.200644,-0.593294,1.441446,-0.159872,-0.61292,0.836576,-0.535479,1
-0.695471,0.593299,-0.520675,-0.398904,1.166355,0.750324,-0.874544,-0.0233,1.457628,1.464151,0.773473,-0.499354,1.470079,-0.085434,0.27934,0.382674,-0.406584,0.878967,0.138536,0.427171,1
0.657472,0.394519,0.017915,-0.05067,0.776286,-0.35067,0.20964,-0.028028,-0.143898,0.088379,-0.92544,-0.807977,-0.959975,0.683275,-1.03426,-0.57889,-0.325464,-0.756622,-0.662815,0.850522,1
-0.110832,-0.093092,0.075598,0.992017,-0.199896,-0.121875,-0.286702,0.575067,1.101226,-0.106427,0.735895,1.47876,-0.129006,0.103041,0.582172,-0.900726,0.049968,0.98609,-0.144893,-0.213921,1
-1.625913,-0.105099,-1.432584,-1.967631,-2.118689,1.438032,-0.221532,1.73736,-1.351884,3.253801,-1.412633,-0.515982,-0.346011,0.140063,0.314538,-1.608106,-0.327475,-0.147195,-0.098675,-0.2301,0
-2.620269,0.12103,0.360772,-0.35462,-1.04113,-3.254915,-0.640197,0.641928,-0.392793,0.122756,-0.038076,-0.119561,0.240166,-1.871235,-0.121115,-2.212368,-1.673667,-0.24844,-0.06469,1.302185,0
-0.266915,-3.014757,-0.415679,-2.452743,0.289538,0.798596,-0.114891,2.195928,0.44967,-1.176846,-0.75601,-0.210685,-0.648362,0.984161,2.326776,-0.151309,-0.053946,-0.02113,-1.252785,-0.659518,0
0.543101,-0.558691,1.461932,0.174105,-0.407351,0.74305,-0.132665,0.162423,0.903805,-0.787235,0.373302,0.201699,-1.082371,-0.185057,-1.074106,1.212221,-0.540667,0.293708,0.835216,0.286953,1
-0.653086,0.181064,0.014674,0.222415,-1.640669,-1.050943,0.215564,0.90937,-0.664492,-1.075062,1.006192,-1.530314,0.726442,1.938653,-0.361521,0.847036,-0.306022,-0.303308,-2.305621,0.250551,0
1.827421,2.130175,0.99658,0.390157,3.254336,0.972507,-0.045114,-0.077329,-0.190811,-1.145165,0.375939,-0.15947,-1.38406,2.20723,-1.491164,0.572491,0.164609,-2.051246,0.63199,-1.020849,0
0.198642,-0.79149,0.172168,-0.432452,0.063284,-0.897531,-0.45193,-0.605459,0.368225,0.445635,-1.030921,0.801652,-0.206413,0.133332,0.015026,0.360999,-1.277452,-0.219046,-0.994503,-0.82333,1
-0.569662,1.998766,0.577245,-0.97057,-0.989434,0.305297,-0.734989,-2.070988,-0.407127,-3.672919,-0.285958,-0.047062,1.00696,1.71181,-1.522377,1.68118,0.810218,-1.174664,-0.221698,-0.501099,0
0.132038,-0.09576,0.376975,0.18484,0.856851,0.467967,-0.094485,-0.237389,0.344117,1.142621,0.124102,-1.108618,1.288139,0.854248,0.926842,0.313053,0.57155,0.680397,-0.180917,0.767604,1
-0.053647,0.241765,0.343272,0.186182,-0.85583,0.068567,0.728363,0.436619,-0.756362,0.950512,1.418889,-0.222657,0.256045,-0.384302,0.726947,-0.071836,-0.17328,0.079462,1.368771,-0.659518,1
-0.015972,0.714034,1.179999,1.338238,-0.069649,-0.075587,-1.873152,0.008442,-1.051517,2.474579,-0.059172,0.679267,-0.170687,1.213024,0.248127,-0.226842,2.627711,0.109509,-0.002839,2.391571,0
0.152894,0.097683,-0.044305,-0.981977,-1.139823,0.906381,-1.640121,-0.16445,-0.21166,0.397102,0.884888,0.731147,-0.555076,0.461816,-0.74803,0.464118,0.762618,-1.743593,1.04524,-1.888448,0
2.294324,0.543938,0.886399,1.006108,-0.011239,-0.908111,0.069427,-0.533196,-0.60064,-0.634896,-2.251212,-0.491372,1.980172,-2.689755,2.252396,0.868054,1.070338,-0.619452,-2.289308,0.111007,0
0.409892,0.4192,0.387345,0.746442,-0.118659,0.705359,-1.807982,-1.64146,1.717599,0.434176,0.292213,1.102958,-0.58551,-0.24833,0.996573,-1.476088,-0.396528,1.555019,0.807349,0.394139,1
-0.056338,1.100922,-0.155134,-0.136554,0.923317,0.305297,-0.023391,-0.036132,0.936382,0.711218,1.580407,-0.130204,-0.138269,0.722989,2.049844,0.648681,0.773345,0.154579,-0.248206,0.140668,1
1.417031,-0.1071,-1.036581,-1.211448,0.80784,-1.312801,-0.247863,-0.107045,0.655561,1.067799,-0.068402,1.214701,-0.132314,-0.034277,0.501151,0.137029,1.705221,-0.547601,-0.172761,-0.127633,1
-0.450582,0.072335,-0.52262,0.702158,-0.044136,1.059793,-0.076711,0.704061,0.15256,-0.185292,0.007413,0.506331,-0.049614,0.832035,0.480564,0.347863,0.373107,0.42304,-0.415409,1.342633,1
-1.041275,0.017638,0.086616,0.796094,-0.622863,-0.572192,-1.769802,0.452152,-0.031831,1.007133,-1.416588,0.714519,-0.355935,0.022939,-0.750687,0.690716,-2.64979,0.053334,-1.835277,1.929122,0
0.436803,0.447216,0.299848,0.183498,0.030387,0.05931,0.630938,0.351524,-0.074182,0.682907,-1.027625,-0.395593,-0.193843,0.206029,-0.72213,0.021431,0.281261,0.359027,0.703357,1.677673,1
-0.542752,-1.249751,1.078244,-0.079522,0.53929,1.188738,-1.241205,-0.227934,-0.138034,-0.18327,-0.740847,-0.296488,0.101892,-1.600638,-0.471763,1.057214,-0.873863,0.037658,1.243029,-0.048761,0
-0.426362,0.218419,0.259016,0.393512,0.52452,1.064422,0.562477,-0.010468,-0.46251,-0.85599,-0.065765,0.838899,-0.612635,0.984161,0.883011,1.784956,0.184051,-0.113883,-0.286268,0.558626,1
0.245063,-1.509232,-0.065045,0.564609,-0.225408,0.847529,-0.402559,0.564262,-0.411037,-0.690843,-1.354618,-0.045731,-0.269927,1.036665,1.322649,-0.584802,0.883963,0.999154,0.834537,0.793895,1
-0.165327,-0.092425,0.263553,-0.246593,0.847452,1.054503,-0.253788,-0.036807,0.126498,0.031757,0.25068,0.840229,0.087998,0.861653,0.323171,1.635204,-1.932447,-0.074691,2.507248,-0.32313,1
-0.077194,3.643704,-0.53623,-0.016451,-3.235188,1.174852,-0.542772,-1.164656,-0.240329,-0.487275,0.784021,-2.428247,-0.049614,1.005701,3.56666,1.219445,-0.17328,0.207487,0.929693,-1.414538,0
-0.195602,0.499912,-1.93812,0.853797,0.043143,0.516239,-0.199151,-0.410281,-0.178431,-0.855316,-0.033461,1.619103,-0.189212,-1.840271,-2.316646,0.671012,-0.298648,-1.285707,-1.858386,0.015281,0
-0.460001,0.213749,0.139762,0.384118,-0.380496,0.060632,-0.446005,0.697307,-0.353048,0.568315,-0.519336,0.606767,-0.261988,-0.073991,0.466618,-0.156564,0.470988,-0.055095,0.080763,0.776368,1
0.029777,0.361167,0.98297,0.625668,0.298266,-0.2085,-0.407825,-0.111097,-0.552424,0.395754,0.350228,-0.139516,0.75886,0.276707,0.170427,-0.100735,0.632558,0.443289,-0.118386,-0.857711,1
0.461696,0.068333,0.115133,-2.41651,-0.361697,1.144434,1.261568,4.142987,-0.322425,0.552138,-1.880048,-0.376969,-1.679795,-0.477866,-0.663025,-0.298434,0.193436,-2.275944,1.289928,0.587613,0
0.59625,1.053561,0.50984,0.17075,0.513106,0.505659,0.741529,1.293649,0.147999,0.972082,-0.388143,-0.57651,0.185915,0.562785,-0.73342,0.523231,-0.304681,0.059213,0.036583,-0.133701,1
-1.310383,-0.908223,-3.499447,0.873256,-0.996819,-0.347364,0.703348,1.513141,0.932473,1.756023,0.058176,-0.761417,-1.118759,1.868648,1.057007,-0.363458,-2.181841,-1.079951,-1.475722,0.929394,0
-0.137743,0.258442,1.406194,0.264686,-0.076362,-0.264046,1.09634,0.88033,-0.119139,-0.070701,-0.88918,0.076654,-0.05623,-0.024853,-0.506296,-0.134889,-0.51318,1.123914,-0.074206,-1.061971,1
-0.174746,-0.051068,1.391287,0.788042,0.486251,-0.941174,-0.101726,0.004389,0.08154,-0.094293,-0.674921,-0.128873,0.297725,1.03128,-0.208113,-0.265594,0.325508,0.811035,0.401576,-0.70064,1
1.04297,0.34916,-0.862884,0.395525,-0.03608,-0.184695,1.571617,0.417709,0.244429,-0.072723,-0.32815,-0.143506,0.919628,0.591056,-0.407345,0.621095,-1.094429,-0.134131,-0.139456,-0.110106,1
-0.009917,0.20908,0.363364,-0.358645,-1.253285,0.321168,0.86331,1.06065,-0.113275,0.936356,-0.784358,1.112935,-0.632483,-1.23917,0.210273,-2.571641,0.942289,-0.384957,0.259521,-0.089882,1
-0.28979,-2.730595,-0.026158,0.286157,1.542326,-1.899998,-1.655262,-2.134471,2.038816,0.496864,-1.294625,1.817979,-2.355949,-2.431275,-1.069457,-1.62584,-0.143111,0.31461,0.025029,1.482177,0
-0.20502,-0.556023,-2.295883,-0.314361,-0.820247,0.289427,0.665827,-0.127306,0.698564,-0.246633,0.012028,0.216997,0.633156,-0.209289,-0.384101,-0.073806,-0.848387,-0.211861,-1.135199,-1.333643,0
-0.618102,-0.560692,-0.364478,0.198931,-1.219716,-0.276609,0.020056,0.694606,1.211339,-0.084182,-0.247061,-0.74878,-0.117097,0.43893,-0.042751,0.402378,-0.587596,0.340085,0.318654,0.847825,1
0.991167,-0.156462,-0.111062,-0.156012,-0.530884,0.624685,-0.81859,-1.072132,-0.125003,0.763121,1.363511,0.941995,0.074105,0.021593,-0.442542,0.295319,0.163938,-0.294816,-1.407753,-0.852318,1
1.386756,1.188305,-0.280222,0.036556,1.254306,-0.71304,0.214248,0.085432,0.198169,1.883421,0.048287,-2.338454,0.080059,-0.945015,-0.064666,-0.141457,-1.148062,0.235574,-2.968996,-0.144487,0
0.347997,-0.713446,0.896121,0.537771,-0.609435,0.707342,0.432138,-0.772948,-0.732906,-0.931485,-0.038076,0.273534,0.291109,0.676543,-0.194831,-0.065268,0.092204,1.616419,-0.075565,0.981302,1
-1.143536,-0.041062,-0.102636,-0.54853,-0.193853,0.2643,-0.100409,1.656992,-0.070273,-0.552659,0.487354,-2.045129,-1.990085,-3.121228,-0.222059,0.839811,-0.921462,-0.032887,-1.953543,-0.111454,0
-0.730455,-0.116439,0.838438,0.03924,-2.527558,-0.038557,-0.953537,-0.683126,0.426865,-0.619392,-1.838515,1.457475,0.047641,0.390465,1.669976,-0.935536,-2.905888,-0.102778,-2.031027,0.210777,0
0.709948,0.171725,0.617428,-0.072812,-0.574524,-0.170808,0.337346,1.384823,-0.114578,-0.457616,0.060813,0.49835,2.126385,1.015125,1.673296,0.994818,0.419366,0.731346,-0.182956,-0.030559,1
-0.096704,1.000865,0.148187,1.611323,1.227451,1.959104,-0.282094,-0.000338,0.228792,-0.28101,-0.073017,-0.856532,0.229581,0.15016,0.600767,-0.131605,-0.118306,0.278032,-0.420167,0.703563,1
-0.081231,-0.363246,0.189667,-0.107703,-0.140143,-0.558305,0.189233,0.206322,1.045844,0.176008,-0.635365,-0.890454,0.995712,0.617981,-1.02629,-0.081031,-0.037856,-1.324245,-0.248206,-0.102017,1
-1.200722,-1.286439,-0.205039,0.921565,1.236179,0.601541,-0.251813,0.182684,-0.581744,-0.091597,-2.027063,0.582157,0.766137,-1.593907,-0.285149,0.228981,-0.867159,1.285905,0.338365,-0.244257,0
-0.854245,0.007632,1.84238,0.767913,-0.618834,2.397518,-0.331465,-0.074628,0.929867,0.762447,2.463156,-0.275203,2.228933,-1.17455,-2.567014,-2.259001,-1.075658,-0.835005,0.315935,-0.281334,0
0.487261,0.345825,0.298552,-0.070128,-0.058907,0.051374,0.84422,0.108395,-0.409734,-0.107775,-0.117187,0.067342,-1.172348,0.570863,-0.866241,0.587598,0.163268,-0.025049,0.791716,1.5988,1
-0.048938,1.466463,0.238925,0.374054,0.234485,-0.11394,-0.78436,-0.215102,-0.228601,0.568989,1.557333,-0.331075,0.31625,-0.003986,-1.233491,-0.390387,0.820944,-0.303961,0.955521,0.590984,1
0.097054,2.447689,1.406194,-0.105019,0.279467,-2.570513,-0.638222,-0.274534,-0.061151,-0.471097,-2.072552,1.178118,0.812449,0.984835,-1.181691,-3.166051,0.401265,-1.906238,-0.26112,0.542447,0
-1.008982,1.357734,-0.77798,0.412299,-0.131415,-1.652026,0.296533,1.698189,0.503097,-0.098338,-0.117187,-0.029768,1.845867,0.354116,0.831875,-0.939477,1.165537,-0.515595,-0.292386,0.020674,0
-0.028754,-1.070316,1.606464,-0.729021,-0.232122,-0.615174,-0.080002,-0.133384,-0.122397,-0.196078,0.242769,0.160461,0.134972,0.210741,0.799334,0.517976,0.041252,-0.64362,-0.781761,-0.840183,1
0.080907,1.795984,-0.354756,0.784687,-1.781658,0.397874,-0.71919,0.774298,-1.559079,-1.904839,-0.980158,-0.526624,-2.059553,-0.570757,0.233517,-0.441618,1.775614,-2.183844,0.643544,2.982105,0
-0.280371,-0.244512,-0.60882,-0.082206,-0.128058,-0.112618,-0.124765,1.765049,0.873833,-0.252699,1.033222,-0.06236,0.898457,-0.077357,1.3698,-0.599908,1.116597,0.448515,0.364193,-0.471437,1
1.701613,-0.407938,-0.194021,-0.051341,0.799784,-0.458455,0.130647,-0.481869,-0.874293,0.363399,0.252658,1.965639,0.160113,0.836747,0.774762,0.504183,0.529314,1.259777,-0.003518,0.339535,1
-0.048938,-1.10767,0.136521,0.585409,-1.066643,-0.115924,-0.630323,0.781052,0.057433,-0.059242,-0.058513,-0.337726,-1.472053,0.72097,0.677803,-0.647198,-0.19004,-0.040072,-0.458229,-0.10741,1
0.332524,0.486571,-0.405958,-0.159367,-0.74371,0.387293,-0.219557,-0.492675,-0.121094,-0.071375,0.039717,1.40493,-0.716506,0.517686,-0.203464,0.71042,0.458921,-0.961071,-0.374628,-0.833442,1
1.343026,-0.492653,-0.225779,0.190879,0.106252,0.610137,-0.611233,-0.0699,0.07307,-0.010709,0.421428,1.226008,1.014237,0.121215,-0.991093,-0.576263,-0.230936,-0.027661,-0.874198,0.534357,1
0.904379,0.006965,-0.124672,0.600171,-0.651732,0.157176,0.661877,0.51361,-0.917948,-0.428631,0.033783,-0.1608,-0.562354,0.319114,0.450015,-1.221904,-0.604356,-0.283059,1.303521,-0.358184,1
0.982421,-0.058406,-0.941307,0.630364,0.42717,-0.061701,-1.332047,1.136966,-1.63466,-1.320423,1.06157,0.626056,-0.690042,1.900285,0.011706,0.91009,1.187661,-1.059703,-0.232573,-0.113477,0
-0.256151,-1.948816,-0.370311,-0.211032,-0.705442,0.850835,-2.141729,-0.815496,0.225534,-0.155633,-1.372418,-0.499354,-0.318885,0.481337,1.467424,1.25557,0.672112,-0.374506,-0.323651,-1.103092,0
0.440167,0.374508,-0.662614,-0.654543,1.743739,0.954653,-0.874544,0.339367,-0.122397,0.144327,0.199917,-0.095617,0.218995,0.259206,-1.006367,-0.084972,0.853794,0.2715,0.269036,0.061122,1
0.933308,-0.139785,-0.924456,0.182827,-0.111274,0.094356,-0.020757,0.932332,-0.029225,0.647855,-0.235195,-0.805981,-0.049614,0.195932,0.522402,-0.490878,0.82966,0.528857,-0.111589,0.403577,1
1.785037,-0.207157,-1.581004,-0.376091,-1.540634,-1.150131,1.312256,-0.1631,-0.639081,2.5494,-1.516796,-2.201436,1.587844,-1.600638,-0.141703,-0.573636,0.629876,-1.166173,-0.191112,0.527616,0
-1.688481,-0.465304,1.888397,-1.691863,-0.218694,0.38002,-0.167553,0.530494,1.690885,1.27676,0.144539,0.850872,-0.324178,-3.486735,2.277632,-0.710252,0.173324,-1.189688,2.130022,0.352343,0
-0.069121,0.139707,0.8689,0.02582,-0.111274,0.472596,0.097074,-0.236714,-0.908174,0.360028,-0.879951,-0.654331,0.315588,1.019164,-0.263234,2.253259,-0.578881,-0.305267,-0.127901,0.58222,1
-0.172055,-0.94291,-0.385218,-0.184864,-0.140143,0.074518,0.877792,-0.303574,0.611256,-0.708369,-0.199595,-0.4794,0.963956,2.070585,-0.196823,-0.361488,-0.141771,1.322484,0.526638,1.331847,1
-0.433763,1.288362,1.161203,-0.706208,-0.980706,0.798596,-0.179402,-0.189439,-2.838085,-0.334261,1.290992,0.23296,-0.024474,-0.166882,-0.022164,-1.652112,0.326178,0.718935,-0.02119,-0.972986,0
0.040541,-0.588708,-0.454567,-1.02559,-0.155585,-0.65022,-0.611891,-0.637201,-0.449479,0.189489,1.32,0.101929,-0.215676,-0.522965,2.567182,-2.092172,0.896031,0.108855,0.365552,0.090783,0
-0.375232,0.779405,1.27268,-0.112399,0.313036,0.147918,-0.525657,0.768895,0.535024,1.341471,-0.136306,0.465758,0.205763,-1.121373,-0.289798,0.29926,-0.405914,0.163723,-0.112948,0.344254,1
1.034224,-0.842186,-0.859643,2.109853,-0.077034,2.412065,-0.06947,0.431216,1.713689,1.690638,-1.323633,-2.129602,1.233226,-0.057163,0.4799,2.138974,-1.470532,1.126526,0.139216,-0.106736,0
0.638635,0.762062,-0.459752,-0.323755,-0.739682,-0.122536,0.68755,0.124603,-0.310045,0.34048,-0.645914,-0.60378,-0.600726,-0.229483,-0.124436,-0.285955,-0.377756,-1.098894,0.602084,0.292346,1
0.039868,-0.035059,0.626502,0.131834,-0.401309,-1.152115,-0.88376,-0.387994,-2.691485,1.216094,-0.264861,-0.225983,0.024485,-0.516234,-1.452646,-0.898755,-0.3677,-1.647574,-0.202667,1.590037,0
-0.817242,-0.457967,-0.866773,1.406677,-0.401309,-0.882322,2.81313,-0.194166,-0.761574,-0.796672,0.126739,0.030094,1.775738,-0.100916,-0.190846,-0.584145,-1.319688,0.349883,0.020271,-0.462674,0
2.130841,1.219656,0.526691,-2.016612,0.070669,0.557898,1.162168,-0.273183,-0.940101,-0.026212,1.752474,-1.622103,-0.08931,2.046353,1.207095,-0.974945,2.508377,-1.533266,0.229615,1.692504,0
-2.508589,-0.301211,0.37503,1.811272,-0.816219,-0.002187,1.0812,0.593302,0.1695,1.184413,-2.191878,-1.203068,-0.205752,-0.601721,1.03642,-0.923057,2.330047,0.39234,-1.913441,-1.841259,0
-0.400797,-0.555355,-0.610116,1.008121,0.339891,-0.321575,0.583542,2.270218,0.443154,0.926245,0.244087,-0.077658,-0.198474,-0.094858,0.032957,0.162644,-0.689499,0.51514,0.628591,1.018379,1
0.865358,0.138373,0.234388,0.847759,-1.27007,-0.670058,-1.453829,1.919031,-0.521801,-0.128671,-0.082246,1.011169,2.022514,-0.049758,1.111464,-0.121753,-2.316594,0.688889,1.440139,2.218995,0
-2.10089,-0.23584,2.743271,0.331783,1.446319,1.833465,0.796824,-1.208555,-2.540324,-0.304602,-0.312328,-0.525959,-0.328148,0.838766,1.851277,0.964605,0.936255,-0.53715,-0.312776,-0.806477,0
0.257173,0.815426,1.255829,1.226857,1.281161,-0.128488,-0.497351,1.025532,-0.682736,0.346547,0.720073,1.442177,0.609338,0.286131,0.196327,0.079886,-0.088808,0.158498,-0.431042,0.703563,1
-1.833127,0.736047,-3.058076,-0.260684,-0.301273,-2.825759,0.500599,-0.171879,-0.049423,-1.352104,1.215177,0.371974,-0.497517,-0.044373,-1.572185,-2.908583,-1.156107,1.560898,-1.947425,0.779739,0
-0.454619,-0.15913,1.063337,0.395525,0.25664,1.723696,0.497307,-0.16445,-0.611065,-0.27764,0.422747,-0.395593,-1.002979,-0.955112,-0.196823,0.047046,0.406628,0.125838,-0.166643,-0.308299,1
-0.195602,1.004867,-0.0806,1.883065,-0.232122,1.5154,-1.229356,0.577094,1.146835,0.063439,1.157162,-0.180089,-0.375783,-0.004659,0.048231,-0.60582,-1.607296,-0.000881,0.053575,-1.723287,0
-0.114196,0.300465,0.374382,0.10835,-0.200567,1.069712,1.369526,0.504155,0.965051,-0.214951,0.369347,-0.772725,-0.033074,0.232954,1.317336,-0.329304,-0.349599,0.292402,-0.098675,-0.133026,1
0.18586,0.574622,-1.166854,-1.336249,-0.115302,0.059971,0.353803,-1.158578,0.669244,-0.01745,0.538117,1.369677,-1.8227,1.746139,-1.352366,-3.33288,0.454898,-1.253047,-5.26838,0.627386,0
-0.063066,-1.547254,-2.380788,-0.163393,-0.034066,2.479514,3.416771,0.647331,0.684882,0.737506,0.290895,-1.140545,1.657312,-1.202148,2.136178,0.101561,0.430763,-0.373199,0.018232,-1.522398,0
-0.304591,-0.431952,2.754289,0.431086,1.026038,1.687988,0.791558,-2.651121,-0.512028,1.406855,-1.54844,-0.732151,-0.347996,1.702386,-0.862921,-0.048848,0.89536,0.469417,-2.975793,0.495932,0
-0.960542,1.068903,1.585724,-0.062748,0.195545,0.195529,0.681625,0.406228,1.059527,-0.187989,0.316606,-0.666303,1.031439,-0.555948,-2.270159,-0.548677,-0.774642,0.455046,-0.352198,1.05613,0
-3.287658,-1.175042,-1.884974,-1.575114,0.421128,-0.209822,-0.022732,-1.078211,-1.565595,-0.465031,-0.527247,0.143167,-0.063508,2.650819,0.067491,0.950155,0.038571,-0.001534,1.65424,-1.418583,0
-0.410216,0.457888,0.232443,0.253279,0.862222,-0.719652,-0.095143,-0.294119,-0.122397,-0.241914,-0.144217,0.3028,0.004637,0.473933,0.352392,-0.551305,0.015106,-1.129594,0.06581,0.460203,1
0.140784,-0.004375,1.353696,-0.702853,0.847452,1.381825,0.903465,0.338692,-0.190159,0.264985,0.274413,-0.025112,0.584198,-0.085434,-1.095357,0.635545,-0.406584,-0.365361,1.115928,0.556603,1
0.524263,0.259776,0.92075,1.654265,-0.497987,-0.80231,0.058236,-0.144189,1.280404,0.747617,-0.763262,0.170438,-0.396292,-0.303527,-0.586653,-0.324706,1.614715,0.208794,-0.100714,0.00045,1
0.594232,0.832102,0.166335,-0.128503,1.156285,-0.076248,-1.018707,-1.700216,0.026158,0.548093,0.22365,0.47374,-0.061523,-0.262466,-0.780572,0.596136,-0.104227,-1.109998,0.069208,0.25864,1
