A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,A15,A16,A17,A18,A19,A20,A21,A22,A23,A24,A25,A26,A27,A28,A29,A30,A31,A32,A33,A34,A35,A36,A37,A38,A39,A40,Class
-1.026108,-1.441784,-1.101073,-1.504675,-1.18819,-1.100485,-1.474889,-1.157574,-1.195986,-1.059557,-1.026108,-1.455037,-1.33948,-1.46809,-1.300468,-1.081985,-1.365164,-1.25949,-1.215483,-1.245638,-1.026108,-1.489921,-1.188219,-1.439848,-1.542454,-1.547978,-1.435826,-1.48275,-1.563927,-1.238428,-1.026108,-1.474586,-1.044591,-1.495138,-1.135622,-0.836958,-1.440968,-1.126834,-1.057181,-0.945858,0
0.591517,0.353678,-0.086611,0.150528,0.10452,0.252418,0.467674,0.190743,0.01148,-0.266868,0.591517,-0.058973,0.029388,0.395699,0.149751,0.512553,0.061953,0.004039,-0.090109,-0.215019,0.591517,0.348178,-0.236886,0.272123,0.01387,0.074669,0.333366,0.070697,0.051636,-0.291576,0.591517,0.657435,0.429481,0.718477,0.57664,0.659857,0.478701,0.417238,0.436883,0.293295,0
-0.691766,-0.916283,-0.970278,-1.170159,-1.035608,-1.060032,-1.210221,-1.003739,-1.107015,-1.108526,-0.691766,-1.046433,-1.134595,-1.115481,-1.115988,-1.081985,-1.221941,-1.152412,-1.175607,-1.202576,-0.691766,-1.13852,-1.045367,-1.148851,-1.317871,-1.277537,-1.176813,-1.282437,-1.338223,-1.106665,-0.691766,-1.072517,-0.859954,-1.037149,-0.880604,-0.613903,-1.05094,-0.937378,-0.933089,-0.890857,0
0.247342,-0.244809,-0.408815,-0.388173,-0.340511,-0.385828,-0.191499,-0.261712,-0.46727,-0.585167,0.247342,-0.540542,-0.600113,-0.244754,-0.34732,0.033562,-0.5314,-0.574187,-0.599628,-0.766213,0.247342,0.050839,-0.258161,2.2e-05,-0.088571,0.102509,0.043623,-0.064208,-0.063196,-0.328347,0.247342,0.02259,0.223656,0.170277,0.24876,0.689206,0.076484,0.227781,0.347537,0.435652,0
-0.554096,-0.716787,-0.632124,-0.735722,-0.539716,-0.561122,-0.655916,-0.582956,-0.704526,-0.738196,-0.554096,-1.056162,-0.70701,-0.91399,-0.721405,-0.382405,-1.017336,-0.844025,-0.812298,-0.829371,-0.554096,-0.615923,-0.534747,-0.661336,-0.6323,-0.553709,-0.759757,-0.63653,-0.657153,-0.723634,-0.554096,-0.284252,-0.024545,-0.287712,-0.042689,0.166788,-0.386674,-0.113241,0.014971,0.040935,0
-1.144111,-1.325006,-0.561941,-1.296145,-0.840642,-0.826308,-1.444927,-0.949444,-0.844338,-0.527017,-1.144111,-1.64961,-1.003944,-1.849483,-1.208228,-0.880304,-1.728337,-1.336587,-1.26865,-1.122193,-1.144111,-1.269169,-0.738387,-1.171526,-0.990845,-0.927554,-1.348025,-1.053508,-0.981849,-0.769598,-1.144111,-1.040775,-0.157727,-0.946939,-0.261275,0.160919,-1.057034,-0.435317,-0.322558,-0.20819,0
-0.047666,-0.658398,-0.453477,-0.601047,-0.514285,-0.565616,-0.301361,-0.334105,-0.331695,-0.06487,-0.047666,-0.827538,-0.516972,-0.719696,-0.608667,-0.313077,-0.77181,-0.698398,-0.674949,-0.599707,-0.047666,-0.273532,-0.461802,-0.306092,-0.415596,-0.374741,-0.399773,-0.448482,-0.447288,-0.499945,-0.047666,-0.300123,-0.006384,-0.239137,0.030173,0.278316,-0.471993,-0.146396,8e-05,-0.085245,0
2.730322,1.01542,-0.083421,0.293892,-0.408326,-0.745404,0.907123,0.009761,-0.458796,-0.202596,2.730322,0.777692,-0.47837,0.683543,-0.629165,-0.861397,0.010802,-0.861158,-1.215483,-1.153772,2.730322,1.528526,0.09137,0.873014,0.120252,-0.295199,1.088456,0.279186,-0.13447,-0.233355,2.730322,1.599121,0.686762,1.696909,0.956564,1.147055,1.033272,0.417238,0.168845,-0.195249,0
-0.101751,-0.142628,-0.641694,-0.318663,-0.336273,-0.372344,-0.296367,-0.469842,-0.653686,-0.845316,-0.101751,-0.710794,-0.597144,-0.518205,-0.577921,-0.401313,-0.792271,-0.706964,-0.732547,-0.780567,-0.101751,-0.323089,-0.625929,-0.389234,-0.608659,-0.525869,-0.342702,-0.47301,-0.522522,-0.591872,-0.101751,0.059623,0.011777,0.128642,0.087422,0.389843,0.052108,0.066743,0.273082,0.202704,0
-0.0575,-0.351856,-0.676786,-0.466372,-0.39561,-0.066705,-0.291374,-0.284335,-0.331695,-0.594349,-0.0575,-0.871317,-0.6595,-0.806049,-0.762401,-0.224842,-0.899688,-0.865441,-0.821159,-0.737505,-0.0575,-0.575377,-0.653284,-0.710465,-0.967205,-1.142316,-0.619276,-0.857283,-1.005607,-0.791048,-0.0575,-0.056766,-0.251559,0.05231,-0.021871,0.219617,-0.161189,-0.151132,0.014971,-0.16613,0
-0.077167,-0.901686,-1.117024,-1.065894,-1.166999,-1.199368,-0.895616,-1.080656,-1.26801,-1.197282,-0.077167,-1.026976,-1.042546,-1.101089,-1.182606,-1.000052,-1.129869,-1.212376,-1.259789,-1.196834,-0.077167,-0.309573,-0.516511,-0.453481,-0.565319,-0.513938,-0.448063,-0.47301,-0.526482,-0.604129,-0.077167,-0.199606,-0.44225,-0.03096,-0.276889,-0.296931,-0.209943,-0.274279,-0.367231,-0.509081,0
0.144089,-0.113434,-0.415195,-0.279564,-0.154022,0.041167,-0.251424,-0.220991,-0.310511,-0.502532,0.144089,-0.409205,-0.368504,-0.1584,-0.132093,0.266755,-0.536515,-0.377162,-0.267333,-0.450425,0.144089,-0.588892,-0.704954,-0.563077,-0.904164,-0.840059,-0.434893,-0.857283,-0.867017,-0.689928,0.144089,-0.210187,-0.351444,-0.114231,-0.318524,0.020042,-0.33792,-0.496891,-0.441686,-0.431432,0
0.316177,-0.235078,-0.549181,-0.44465,-0.535477,-0.475722,-0.236443,-0.352203,-0.488453,-0.474987,0.316177,-0.667015,-0.846569,-0.626147,-0.859765,-0.558876,-0.802501,-1.0282,-1.073703,-1.061906,0.316177,0.127426,-0.41621,0.124735,-0.00977,0.233752,0.210445,-0.064208,-0.106752,-0.515266,0.316177,0.525175,0.374998,0.614388,0.508982,0.460281,0.478701,0.412502,0.258191,0.238293,0
-0.652432,-0.351856,-0.380104,-0.370796,-0.247267,-0.048727,-0.446179,-0.311482,-0.242723,-0.352564,-0.652432,-0.783759,-0.392259,-0.554186,-0.362694,0.109192,-0.77181,-0.501373,-0.333792,-0.306884,-0.652432,-0.764593,-0.461802,-0.634882,-0.506218,-0.342924,-0.808048,-0.603826,-0.494804,-0.533651,-0.652432,-0.469415,0.011777,-0.246077,0.191511,0.565939,-0.441522,-0.013776,0.124172,0.050641,0
-0.136168,-0.225346,-0.258879,-0.249153,-0.302366,-0.43527,-0.076643,-0.162172,-0.318984,-0.190353,-0.136168,-0.905367,-0.555573,-0.734088,-0.588169,-0.073581,-0.828077,-0.779778,-0.661657,-0.591094,-0.136168,-0.742067,-0.641126,-0.797387,-0.915984,-0.895738,-0.667566,-0.738731,-0.748226,-0.41721,-0.136168,-0.252509,0.029938,-0.197502,0.082218,0.137439,-0.411051,-0.046931,-0.069411,-0.075539,0
0.183423,0.115256,0.050564,-0.018902,0.045183,0.220955,0.018238,0.045957,0.0369,-0.061809,0.183423,-0.200039,0.391648,-0.007282,0.313734,1.098688,-0.331911,0.012605,0.158005,0.175411,0.183423,-0.444727,-0.41925,-0.468597,-0.66776,-0.557686,-0.448063,-0.61609,-0.585878,-0.475431,0.183423,-0.310704,0.184307,-0.412618,0.071809,0.407453,-0.636536,-0.217442,-0.238176,-0.175836,0
-0.008332,-0.692458,-0.77568,-0.92253,-0.827927,-0.848782,-0.745804,-0.659873,-0.835865,-0.741257,-0.008332,-1.022111,-0.986128,-1.000344,-1.028872,-0.584086,-0.98153,-1.083881,-1.05155,-1.03894,-0.008332,-0.588892,-0.735348,-0.653777,-0.860823,-0.836082,-0.540255,-0.726467,-0.775944,-0.585743,-0.008332,-0.437673,-0.421062,-0.287712,-0.339342,-0.085616,-0.423239,-0.44479,-0.39205,-0.467021,0
0.44893,-0.707056,-0.903285,-1.000728,-1.247528,-1.496018,-0.685879,-1.026362,-1.276484,-0.949376,0.44893,-0.759437,-0.88517,-0.561382,-0.900761,-0.476943,-0.674623,-1.0282,-1.082565,-1.113581,0.44893,-0.012234,-0.391895,-0.1776,-0.423476,-0.426443,-0.092469,-0.329929,-0.459167,-0.503009,0.44893,-0.141412,-0.496733,-0.003203,-0.36016,-0.208883,-0.240413,-0.515836,-0.580669,-0.699969,0
0.114588,-0.385916,-0.022809,-0.531537,-0.259982,-0.408302,-0.221461,-0.03096,-0.268144,-0.01284,0.114588,-0.846995,-0.564481,-0.777265,-0.711156,-0.306775,-0.843422,-0.822609,-0.803436,-0.728893,0.114588,-0.620428,-0.528668,-0.706686,-0.841123,-0.983233,-0.584155,-0.795963,-0.922453,-0.582679,0.114588,-0.278961,0.014803,-0.246077,0.019765,0.266576,-0.471993,-0.231651,-0.272921,-0.240544,0
-0.514761,-0.979538,-0.549181,-0.99204,-0.802496,-0.974633,-0.82071,-0.691545,-0.886705,-0.481108,-0.514761,-1.279921,-0.938619,-1.137069,-1.059619,-0.558876,-1.058257,-1.118147,-1.073703,-0.921237,-0.514761,-0.886232,-0.714072,-0.842737,-1.014486,-0.951417,-0.812438,-0.873635,-0.819501,-0.570422,-0.514761,-0.665159,-0.197075,-0.620795,-0.365364,-0.167794,-0.776702,-0.525309,-0.615415,-0.518787,0
1.299535,0.39747,0.414239,0.180939,0.240149,0.207471,0.432718,0.245037,0.062321,0.244248,1.299535,0.125871,0.308506,0.50364,0.359854,1.306671,0.005687,-0.133022,-0.014789,-0.062866,1.299535,0.303127,-0.346304,0.139852,-0.549558,-0.537801,0.460678,-0.399425,-0.435409,-0.300769,1.299535,0.424658,0.399212,0.760112,0.488164,1.235103,0.496983,0.180417,0.287973,0.154173,0
0.660352,-0.614606,-0.628934,-1.100649,-1.247528,-1.635353,-0.850672,-1.103279,-1.454426,-0.931012,0.660352,-0.715658,-0.891109,-0.942775,-1.192855,-1.031565,-1.032681,-1.310888,-1.463597,-1.271475,0.660352,-0.138378,-0.355422,-0.434585,-0.711101,-0.935508,-0.347092,-0.632442,-0.783863,-0.509137,0.660352,-0.247219,-0.224317,-0.086474,-0.07912,0.430932,-0.185566,-0.274279,-0.238176,-0.386136,0
-0.131252,-0.259406,-0.587462,-0.292597,-0.336273,-0.129631,-0.376267,-0.460793,-0.433376,-0.790226,-0.131252,-0.671879,-0.701071,-0.403068,-0.526676,-0.224842,-0.649048,-0.629867,-0.564184,-0.708797,-0.131252,-0.21046,-0.382777,-0.260742,-0.250114,-0.120208,-0.294411,-0.244081,-0.209705,-0.371246,-0.131252,0.080784,0.308407,0.32988,0.477756,0.583549,0.204462,0.355665,0.39221,0.222116,0
-0.31809,-0.853028,-0.919236,-1.126715,-1.086469,-1.226336,-1.095365,-0.94492,-1.128199,-0.967739,-0.31809,-1.270192,-1.253369,-1.439305,-1.484948,-1.390809,-1.344703,-1.439383,-1.552209,-1.415016,-0.31809,-0.926778,-0.574259,-1.054371,-1.038126,-1.209927,-0.9617,-0.943132,-1.076882,-0.643964,-0.31809,-0.781547,-0.617807,-0.606917,-0.620382,-0.455417,-0.648724,-0.653193,-0.774252,-0.797031,0
-0.642598,-0.96494,-0.619363,-1.044172,-0.692298,-0.691468,-1.015465,-0.772987,-0.933309,-0.912649,-0.642598,-1.070755,-0.968312,-0.892402,-0.875139,-0.609296,-0.9713,-0.916838,-0.83002,-0.892529,-0.642598,-0.408686,-0.559062,-0.343884,-0.328915,-0.167932,-0.470014,-0.395337,-0.391852,-0.714442,-0.642598,-0.54877,-0.200102,-0.377922,-0.162391,0.125699,-0.441522,-0.122714,-0.019774,-0.017302,0
0.31126,-0.809236,-0.839482,-1.078927,-1.239051,-1.52748,-0.815716,-1.04446,-1.246827,-0.845316,0.31126,-0.701065,-0.807967,-0.58297,-0.782899,-0.464338,-0.75135,-0.95967,-1.016105,-1.059036,0.31126,-0.030254,-0.273358,-0.079341,-0.151612,-0.036689,0.008502,-0.113264,-0.106752,-0.218034,0.31126,-0.157283,-0.293934,0.003736,-0.12596,0.08461,-0.252602,-0.293225,-0.312631,-0.483198,0
-0.696683,-1.509904,-1.088313,-1.695827,-1.539977,-1.702773,-1.624701,-1.510489,-1.666262,-1.166677,-0.696683,-1.532866,-1.280093,-1.583227,-1.443953,-1.1198,-1.4112,-1.42225,-1.374984,-1.257121,-0.696683,-1.097974,-0.914673,-0.978788,-1.069647,-0.959371,-0.97926,-1.061684,-1.021446,-0.745084,-0.696683,-1.236519,-0.941679,-1.266144,-1.088782,-0.707821,-1.197201,-1.103152,-1.052217,-0.890857,0
-0.893355,-1.699669,-1.148925,-1.582873,-1.425541,-1.424102,-1.549795,-1.474292,-1.412059,-0.995284,-0.893355,-1.722575,-1.119749,-1.770326,-1.356837,-0.930725,-1.528848,-1.383702,-1.33954,-1.150901,-0.893355,-0.796129,-0.528668,-0.612206,-0.458937,-0.295199,-0.803658,-0.628354,-0.490845,-0.545908,-0.893355,-0.961419,-0.430142,-0.794276,-0.537111,-0.244102,-0.929057,-0.62951,-0.550887,-0.483198,0
0.163756,-0.565949,-1.043651,-0.866053,-1.086469,-1.212852,-0.70086,-0.963018,-1.238353,-1.139132,0.163756,-1.022111,-1.11381,-1.057912,-1.336339,-1.163918,-1.058257,-1.349437,-1.476888,-1.351858,0.163756,-0.417697,-0.711033,-0.555519,-0.915984,-1.01505,-0.426113,-0.722379,-0.851178,-0.686863,0.163756,-0.157283,-0.569377,0.038432,-0.417409,-0.490636,-0.088059,-0.383217,-0.486359,-0.635261,0
-0.465594,-0.935746,-0.947947,-1.122371,-1.014416,-0.94317,-1.030447,-0.940395,-1.085831,-1.102405,-0.465594,-1.022111,-1.146473,-1.021932,-1.126237,-0.892909,-1.129869,-1.178111,-1.166746,-1.208318,-0.465594,-0.994355,-1.002815,-1.043034,-1.25877,-1.229812,-1.045111,-1.204765,-1.262989,-1.036188,-0.465594,-0.919096,-0.684397,-0.981635,-0.708858,-0.437807,-1.014375,-0.790549,-0.769288,-0.719381,0
-0.416426,-0.016119,-0.475807,-0.014558,-0.022631,0.00521,0.008251,-0.085255,-0.090201,-0.450502,-0.416426,-0.433527,-0.181436,-0.108028,-0.106471,0.102889,-0.372831,-0.188703,-0.178721,-0.212148,-0.416426,0.046333,-0.236886,-0.011316,-0.060991,-0.000895,-0.061739,0.042081,-0.023598,-0.340604,-0.416426,0.371754,0.275112,0.538057,0.477756,0.331145,0.350723,0.497757,0.481556,0.33212,0
-0.829436,-1.047658,-0.673596,-0.905152,-0.611769,-0.426281,-0.940559,-0.691545,-0.640975,-0.676985,-0.829436,-1.114534,-1.199921,-0.74848,-1.059619,-0.798372,-0.838307,-1.0282,-0.914201,-0.993007,-0.829436,-1.039407,-0.680639,-1.005242,-0.979025,-1.003119,-1.124132,-1.02898,-1.037285,-0.82169,-0.829436,-0.940258,-0.26972,-0.738762,-0.209231,0.219617,-0.898586,-0.416372,-0.342413,-0.41202,0
0.5571,0.295289,-0.105752,0.094052,0.032468,0.009704,0.297887,0.208841,-0.030887,-0.220959,0.5571,-0.146531,-0.374443,0.345326,0.006267,0.531461,-0.096615,-0.222968,-0.196443,-0.502099,0.5571,0.100395,-0.194334,-0.102016,-0.273754,-0.418488,0.021673,-0.133704,-0.28494,-0.267062,0.5571,0.461691,0.06626,0.760112,0.233147,0.254836,0.570113,0.175681,0.089426,-0.007596,0
-0.47051,-0.60974,-0.175935,-0.648835,-0.213359,-0.309419,-0.640935,-0.202893,-0.276617,-0.178111,-0.47051,-0.890774,-0.617929,-0.705304,-0.449809,0.014654,-0.848537,-0.599885,-0.475572,-0.542291,-0.47051,-0.69251,-0.495235,-0.532843,-0.447117,-0.243497,-0.566595,-0.456658,-0.28494,-0.303833,-0.47051,-0.53819,-0.082055,-0.12117,0.212329,0.683336,-0.240413,0.109371,0.263155,0.031229,0
-0.037832,-0.132897,-0.494948,-0.210054,-0.137068,0.027683,-0.32633,-0.352203,-0.365588,-0.762681,-0.037832,-0.681608,-0.79609,-0.331107,-0.542049,-0.155514,-0.633702,-0.681265,-0.61292,-0.82363,-0.037832,-0.35913,-0.41925,-0.479935,-0.474697,-0.378718,-0.470014,-0.464834,-0.534401,-0.588808,-0.037832,0.070203,0.259978,0.454786,0.613071,0.94161,0.265404,0.488284,0.625503,0.322413,0
0.409596,-0.069642,0.171789,-0.062346,0.155381,0.08162,0.068175,0.177169,0.168239,0.25343,0.409596,-0.161124,-0.187374,0.273365,0.083133,0.544066,-0.209148,-0.167287,-0.17429,-0.384396,0.409596,0.055344,-0.030206,-0.117133,0.029631,0.086601,-0.136369,0.017552,-0.035478,-0.153685,0.409596,0.461691,0.58385,0.898897,1.164742,1.516857,0.466512,0.876671,0.967996,0.50036,0
-0.34759,-1.05739,-0.983038,-1.196225,-1.234813,-1.284767,-1.11534,-1.053509,-1.107015,-0.823892,-0.34759,-1.231278,-0.861416,-1.158658,-0.91101,-0.256355,-1.068487,-0.972519,-0.847742,-0.792051,-0.34759,-0.787119,-0.641126,-0.793607,-0.837183,-0.748586,-0.733417,-0.771435,-0.760105,-0.542844,-0.34759,-0.945548,-0.405928,-0.828972,-0.459044,-0.091486,-0.916868,-0.64372,-0.605487,-0.596437,0
-0.598347,-1.339603,-1.008559,-1.452542,-1.332296,-1.343198,-1.335064,-1.234491,-1.327325,-1.001406,-0.598347,-1.557188,-0.986128,-1.669581,-1.192855,-0.546271,-1.426545,-1.246641,-1.118009,-0.944203,-0.598347,-0.845685,-0.632008,-0.763374,-0.789902,-0.768471,-0.803658,-0.820491,-0.787823,-0.610257,-0.598347,-0.818579,-0.411981,-0.717944,-0.391386,-0.150184,-0.843738,-0.530046,-0.466505,-0.483198,0
-0.686849,-1.573159,-1.075552,-1.765337,-1.484878,-1.585911,-1.634689,-1.388326,-1.509504,-1.071799,-0.686849,-1.455037,-1.107871,-1.59762,-1.223601,-0.949632,-1.42143,-1.255207,-1.295234,-1.248509,-0.686849,-0.985345,-0.641126,-1.0128,-0.935684,-1.066752,-1.036331,-0.934956,-1.065003,-0.818626,-0.686849,-1.204777,-0.847847,-1.162055,-0.870195,-0.508246,-1.160636,-0.890013,-0.823889,-0.842326,0
-0.013249,-0.166957,-0.609793,-0.240465,-0.480378,-0.394818,-0.12658,-0.320532,-0.335931,-0.542319,-0.013249,-0.73998,-0.70404,-0.654931,-0.81877,-0.42022,-0.822962,-0.903989,-0.852173,-0.694443,-0.013249,0.073364,-0.185216,0.034035,0.049331,0.237729,0.012892,0.013464,0.019958,-0.245612,-0.013249,0.556918,0.52634,0.857261,0.847271,0.912261,0.612773,0.834043,0.809158,0.565067,0
-0.642598,-1.432052,-0.900095,-1.535085,-1.239051,-1.361177,-1.389996,-1.162098,-1.280721,-0.86368,-0.642598,-1.790676,-1.470131,-1.993405,-1.766793,-1.359296,-1.585114,-1.66639,-1.645251,-1.415016,-0.642598,-1.152035,-0.771821,-1.179084,-1.183908,-1.309354,-1.128522,-1.114829,-1.207553,-0.778791,-0.642598,-1.009033,-0.593592,-0.926121,-0.59436,-0.203013,-0.916868,-0.653193,-0.655124,-0.641732,0
-0.71635,-1.466113,-1.104263,-1.574185,-1.417064,-1.464555,-1.494864,-1.406424,-1.517977,-1.12995,-0.71635,-1.450173,-1.309787,-1.403325,-1.392708,-1.075683,-1.298667,-1.370852,-1.304095,-1.237026,-0.71635,-1.061932,-0.932909,-0.944775,-1.077527,-1.003119,-0.93536,-1.065772,-1.061043,-0.791048,-0.71635,-1.188905,-0.978001,-1.217569,-1.125213,-0.836958,-1.154541,-1.103152,-1.082,-0.903798,0
-1.262114,-1.120644,-0.597032,-1.048516,-0.603292,-0.489206,-1.215215,-0.745839,-0.691816,-0.683106,-1.262114,-1.382072,-0.79609,-1.316972,-0.788023,-0.508455,-1.283322,-0.869724,-0.83002,-0.820759,-1.262114,-1.417839,-0.759663,-1.220656,-1.026306,-0.975279,-1.343635,-1.086212,-1.116479,-0.846204,-1.262114,-1.278842,-0.290908,-1.175934,-0.391386,0.049391,-1.148447,-0.458999,-0.307667,-0.217896,0
0.842274,-0.463768,-0.558751,-0.957285,-1.133091,-1.46006,-0.615966,-0.89515,-1.208696,-0.673924,0.842274,-0.598914,-0.867354,-0.870814,-1.208228,-1.1198,-0.99176,-1.323738,-1.494611,-1.234155,0.842274,-0.048275,-0.41621,-0.400572,-0.797782,-1.122431,-0.298802,-0.693763,-0.942252,-0.622514,0.842274,-0.199606,-0.200102,-0.12811,-0.157186,0.372234,-0.246508,-0.406899,-0.387086,-0.45408,0
-0.214837,-0.780042,-0.702307,-0.770477,-0.692298,-0.547637,-0.675891,-0.709643,-0.70029,-0.680045,-0.214837,-1.148584,-1.176166,-1.000344,-1.09549,-0.584086,-0.96107,-1.101014,-1.011675,-1.082002,-0.214837,-0.399676,-0.449644,-0.423247,-0.395896,-0.311107,-0.390993,-0.403513,-0.522522,-0.637836,-0.214837,-0.019733,0.126797,0.316001,0.384076,0.683336,0.07039,0.232518,0.292937,0.082995,0
-0.504928,-1.115779,-0.906475,-1.265735,-1.128853,-1.293756,-1.19524,-1.067083,-1.200223,-0.961618,-0.504928,-0.988061,-0.828753,-0.870814,-0.711156,-0.458035,-0.986645,-0.814043,-0.767992,-0.840854,-0.504928,-0.440222,-0.635048,-0.381676,-0.376196,-0.088391,-0.606105,-0.53433,-0.427489,-0.781855,-0.504928,-0.69161,-0.514894,-0.537524,-0.417409,-0.279321,-0.691383,-0.506364,-0.411904,-0.45408,0
-1.090026,-2.171646,-1.416896,-2.260594,-2.03587,-2.179211,-2.149043,-2.008189,-2.128065,-1.469674,-1.090026,-2.029028,-1.553273,-2.403582,-1.961522,-1.750052,-1.963632,-1.88483,-1.937671,-1.67913,-1.090026,-1.422344,-0.98154,-1.424732,-1.400612,-1.472414,-1.528017,-1.40099,-1.484733,-1.155693,-1.090026,-1.702072,-1.089994,-1.890675,-1.43748,-1.1598,-1.830996,-1.458384,-1.459238,-1.220866,0
-0.013249,-0.439439,-0.510899,-0.679245,-0.446471,-0.408302,-0.461161,-0.302433,-0.420666,-0.422957,-0.013249,-0.881046,-0.75155,-1.014736,-0.86489,-0.558876,-1.073602,-0.993935,-0.954077,-0.929849,-0.013249,-0.624933,-0.67152,-0.73314,-0.919924,-0.943463,-0.628056,-0.742819,-0.807622,-0.579615,-0.013249,-0.26309,0.114689,-0.329347,0.118649,0.260706,-0.465898,-0.032722,-0.05452,-0.075539,0
-0.34759,-0.750847,-0.820342,-0.857364,-0.840642,-0.736415,-0.705854,-0.723217,-0.797734,-0.744317,-0.34759,-1.041569,-0.864385,-1.050716,-0.86489,-0.615598,-1.124753,-1.019634,-1.029397,-0.995878,-0.34759,-0.314078,-0.650245,-0.2683,-0.360435,-0.088391,-0.307582,-0.411689,-0.391852,-0.689928,-0.34759,-0.077927,0.105609,-0.114231,0.165489,0.260706,-0.216037,0.062007,0.034826,0.089466,0
-0.200087,0.081196,-0.265259,0.054952,-0.035347,0.032178,0.173044,-0.003813,-0.043597,-0.367867,-0.200087,-0.360562,-0.157681,-0.036067,-0.111596,0.260452,-0.30122,-0.180137,-0.16986,-0.180569,-0.200087,0.113911,-0.358462,0.109618,-0.03341,0.094555,0.127034,0.062521,0.00412,-0.340604,-0.200087,0.472272,0.172199,0.669902,0.358053,0.202008,0.533548,0.417238,0.382283,0.25447,0
-0.627848,-0.298332,0.257923,-0.296941,0.31644,0.468163,-0.486129,0.036908,0.053847,-0.150566,-0.627848,-0.603779,-0.231915,-0.374283,-0.039853,0.273057,-0.715544,-0.270083,-0.249611,-0.367171,-0.627848,-0.913263,-0.230807,-0.925879,-0.66776,-0.748586,-0.94414,-0.710115,-0.712588,-0.334475,-0.627848,-0.998452,-0.427116,-1.023271,-0.490271,-0.226492,-1.087505,-0.638983,-0.59556,-0.509081,1
-0.986774,-0.128031,-0.035569,-0.266531,0.235911,0.167019,-0.725829,-0.293384,-0.374062,-0.820832,-0.986774,-0.657286,-0.475401,-0.467833,-0.137218,0.033562,-0.77181,-0.338613,-0.258472,-0.50497,-0.986774,-1.525962,-0.616811,-1.541886,-1.30211,-1.444574,-1.545577,-1.306965,-1.342183,-0.671542,-0.986774,-1.474586,-0.974974,-1.425746,-1.224097,-0.807609,-1.306896,-1.174199,-1.017472,-0.793795,1
0.129338,0.523979,0.066515,0.584965,0.663989,0.652445,0.602505,0.403397,0.320761,-0.27911,0.129338,-0.12221,-0.154712,0.280561,0.200996,0.569276,-0.10173,-0.008811,0.113699,-0.062866,0.129338,-0.354625,-0.255122,-0.445922,-0.502278,-0.633251,-0.316362,-0.428041,-0.506683,-0.267062,0.129338,0.281818,-0.145619,0.385394,0.01456,-0.185403,0.314158,0.170944,0.168845,0.011816,1
-0.268922,0.163914,-0.096182,0.015853,0.240149,0.346806,-0.266405,-0.157648,-0.128332,-0.790226,-0.268922,0.028585,0.041265,0.04309,0.072885,0.361293,-0.429098,-0.073058,0.020656,-0.022675,-0.268922,-0.584387,-0.209531,-0.657557,-0.545618,-0.676998,-0.606105,-0.517978,-0.5542,-0.233355,-0.268922,-0.739224,-0.747961,-0.697127,-0.750493,-0.555205,-0.776702,-0.728975,-0.590596,-0.599672,1
-0.637681,-0.66813,-0.067471,-0.705312,-0.23879,-0.14761,-0.985503,-0.601054,-0.51811,-0.474987,-0.637681,-1.036704,-0.567451,-1.057912,-0.624041,-0.130304,-1.21171,-0.835459,-0.648365,-0.657123,-0.637681,-1.255654,-0.565141,-1.266006,-1.172088,-1.365033,-1.159252,-1.123005,-1.191714,-0.564294,-0.637681,-1.416392,-0.838766,-1.57147,-1.161644,-0.608033,-1.477533,-1.216826,-1.052217,-0.83262,1
-0.662265,-0.361587,-0.118513,-0.283908,0.129951,0.270397,-0.561035,-0.207418,-0.166462,-0.54538,-0.662265,-0.803216,-0.620899,-0.532597,-0.429312,-0.042069,-0.73089,-0.531355,-0.404682,-0.545161,-0.662265,-1.070943,-0.528668,-1.092163,-0.994785,-1.078683,-1.027551,-0.922692,-0.930373,-0.51833,-0.662265,-1.035485,-0.68137,-0.877547,-0.651609,-0.197143,-0.880303,-0.700557,-0.550887,-0.450844,1
-0.632764,0.16878,-0.04514,0.193972,0.591936,0.571541,0.078163,0.249562,0.091978,-0.527017,-0.632764,-0.151396,0.124407,0.064679,0.416223,0.506251,-0.188687,0.29101,0.317507,0.140961,-0.632764,-0.940293,-0.431407,-0.918321,-0.726861,-0.764494,-0.917799,-0.742819,-0.760105,-0.487688,-0.632764,-0.866193,-0.699531,-0.808154,-0.766106,-0.484766,-0.868115,-0.69582,-0.600524,-0.50261,1
-0.878604,-0.677861,-0.207836,-0.661868,-0.192167,-0.233009,-0.815716,-0.365777,-0.416429,-0.548441,-0.878604,-0.769166,-0.508064,-0.669323,-0.39344,-0.313077,-0.807616,-0.49709,-0.395821,-0.553774,-0.878604,-1.15654,-0.625929,-1.092163,-1.069647,-1.102546,-1.110962,-1.06986,-1.041245,-0.643964,-0.878604,-1.432263,-0.711639,-1.467382,-0.927444,-0.414328,-1.410497,-0.984742,-0.873525,-0.696734,1
-0.736017,0.266095,0.254733,0.24176,0.837763,0.836728,0.058188,0.557231,0.354655,-0.260747,-0.736017,-0.039516,0.234273,0.280561,0.498214,0.644906,-0.111961,0.346691,0.348521,0.178282,-0.736017,-0.796129,-0.227767,-0.770932,-0.482577,-0.474167,-0.838778,-0.526154,-0.518563,-0.383503,-0.736017,-0.723353,-0.539109,-0.544464,-0.422613,-0.097355,-0.587782,-0.335853,-0.163721,-0.185542,1
