A1,A2,A3,A4,A5,A6,A7,A8,Class
1.063773,1.082477,-0.823208,-0.58686,1.239237,2.368572,-1.207276,-0.765257,0
0.551822,0.735505,-0.55014,-0.58132,-0.59985,-1.055349,1.63229,1.982886,0
-0.207256,-0.182076,-0.358122,-0.421163,1.014085,1.926511,-1.221647,-0.766938,0
0.927198,1.171487,-0.756079,-0.604093,-0.619256,-1.133094,3.266493,4.886324,0
0.163123,-0.351571,-0.374505,-0.436285,-0.499218,-0.332145,-0.094241,-0.386092,0
0.667787,0.230292,-0.590683,-0.521733,-0.573583,-0.858734,0.647539,0.365216,0
2.204056,1.05558,-1.502229,-0.38729,3.720138,1.859835,-1.510303,-0.757006,0
0.44023,1.986957,-0.611361,-0.621346,-0.573668,-0.903203,0.559538,0.34254,0
0.264097,0.270138,-0.593677,-0.502557,-0.574548,-0.876635,0.710151,0.422039,0
0.578263,0.833906,-0.52968,-0.555684,-0.579823,-0.855936,1.14546,0.873103,0
0.920119,0.919769,-0.827417,-0.58649,3.282034,1.314228,-1.549399,-0.750001,0
0.903672,0.382612,-0.687898,-0.55522,-0.598778,-1.007377,1.477088,1.476412,0
-0.46854,-1.015537,-0.258486,-0.244218,-0.542576,-0.633031,0.050442,-0.266743,0
0.943021,0.224464,-0.755701,-0.531677,-0.550596,-0.717759,0.231768,-0.094668,0
0.837049,1.067587,-0.678827,-0.588527,-0.598156,-1.017483,1.469235,1.523014,0
-0.054024,-0.763711,-0.415952,-0.368273,-0.587478,-1.012547,1.089172,1.177027,0
0.863282,0.88519,-0.658015,-0.588685,-0.603346,-0.991155,1.564853,1.500905,0
1.151424,0.370667,-0.75616,-0.551622,-0.583532,-1.010423,0.998772,1.092041,0
0.950307,1.489161,-0.740518,-0.607778,-0.593246,-1.006089,1.110043,1.130115,0
1.726041,0.526333,-0.896976,-0.545402,-0.601287,-1.102049,2.216893,3.197177,0
1.239698,0.659947,-0.722739,-0.581626,-0.555549,-0.728821,0.529364,0.179723,0
0.718587,0.488446,-0.677022,-0.559819,-0.584175,-0.806362,0.745166,0.341259,0
0.528505,1.057214,-0.65709,-0.584403,-0.597878,-0.912585,1.499422,1.341229,0
1.443313,0.814856,-1.270249,-0.477446,2.982538,2.369883,-1.433573,-0.764315,0
-0.317599,-0.86168,-0.334137,-0.3342,-0.620371,-1.122946,3.237263,4.59854,0
0.512682,0.569841,-0.661112,-0.566586,0.50479,1.717101,-1.083813,-0.755361,0
0.950099,1.323968,-0.873949,-0.589033,-0.460899,-0.140365,-0.253586,-0.479258,0
1.472044,1.409881,-0.920147,-0.569254,-0.000924,1.142795,-0.843078,-0.711588,0
1.097085,0.451634,-0.743603,-0.553831,-0.521776,-0.388752,0.052556,-0.29268,0
0.025714,-1.076785,-0.358801,-0.33789,-0.572167,-0.673596,0.593564,0.162895,0
0.845169,0.567014,-0.535426,-0.548972,-0.524499,-0.604819,0.093961,-0.204851,0
0.70901,1.575235,-0.662463,-0.596662,-0.562196,-0.571966,0.485636,0.038148,0
0.501023,-0.321802,-0.639304,-0.499022,-0.572446,-0.799408,0.411745,0.054922,0
0.254312,-0.016575,-0.603107,-0.546522,-0.553898,-0.626495,0.2127,-0.164303,0
0.50477,-0.407663,-0.596126,-0.492398,-0.580787,-0.963697,0.871035,0.778324,0
0.527047,0.422041,-0.6394,-0.540404,-0.613295,-1.03117,2.336117,2.631583,0
0.845377,0.626657,-0.786408,-0.567425,-0.49152,-0.3273,-0.153137,-0.413186,0
0.686316,0.107459,-0.594971,-0.536276,-0.291049,0.345135,-0.649033,-0.652911,0
0.629063,1.646951,-0.620959,-0.61324,-0.542683,-0.558387,0.270396,-0.106503,0
1.021094,0.675757,-0.71693,-0.567191,-0.469605,-0.411054,-0.304551,-0.475892,0
0.654879,0.588402,-0.564489,-0.547164,-0.578279,-0.864187,0.790672,0.507339,0
1.021094,0.329993,-0.554255,-0.506524,-0.558744,-0.620081,0.357897,-0.044157,0
0.19685,0.72184,-0.56275,-0.544872,-0.578064,-0.809204,0.6117,0.245039,0
0.250773,0.031934,-0.433144,-0.507674,-0.595433,-1.056937,1.530733,1.923009,0
0.46792,0.082811,-0.443594,-0.497896,-0.603796,-0.916743,1.556939,1.314953,0
0.716088,-0.248756,-0.629583,-0.530209,-0.612373,-1.104185,2.503096,3.462099,0
0.40567,-1.109776,-0.561411,-0.398249,-0.532776,-0.523021,0.213537,-0.149623,0
-0.307814,-1.051458,-0.313981,-0.275845,-0.573475,-0.659258,0.561764,0.105397,0
1.193062,1.309244,-0.879535,-0.575742,-0.583832,-0.81469,0.891154,0.527952,0
0.505395,1.118999,-0.514571,-0.58702,-0.56492,-0.910885,0.433253,0.270443,0
0.719003,0.075278,-0.634003,-0.513941,-0.558358,-0.857241,0.470719,0.256946,0
0.337382,-0.647849,-0.498633,-0.455301,-0.55274,-0.815022,0.219043,-0.022356,0
0.414414,0.54775,-0.720687,-0.561009,-0.605704,-1.048732,2.094049,2.467912,0
1.374817,1.669605,-0.804603,-0.599914,-0.371996,0.254838,-0.393101,-0.553427,0
0.225165,-0.122516,-0.437935,-0.448965,-0.541568,-0.60651,0.160837,-0.181342,0
0.434401,0.396374,-0.450215,-0.532966,-0.580938,-0.973315,0.945061,0.898043,0
0.73774,0.522468,-0.741708,-0.595956,-0.560953,-0.860664,0.630555,0.410639,0
-0.603242,1.092308,0.138548,-0.394942,2.953569,0.994392,-1.515083,-0.742839,0
1.075224,1.106799,-0.803069,-0.59802,0.081311,1.259131,-0.891222,-0.721906,0
0.746485,1.072842,-0.719795,-0.589239,-0.605619,-1.079693,2.044971,2.634995,0
1.619237,0.100893,-0.802923,-0.536548,-0.385248,0.073895,-0.509391,-0.60299,0
0.821227,0.737996,-0.714708,-0.584874,-0.562068,-0.871325,0.391078,0.161552,0
0.590547,1.205054,-0.531336,-0.56884,-0.561682,-0.642395,0.405979,0.0129,0
0.640097,0.533602,-0.72637,-0.5628,-0.524585,-0.51383,0.076139,-0.239785,0
0.945519,0.60446,-0.825649,-0.556846,-0.553062,-0.627332,0.22355,-0.145249,0
0.55786,0.976064,-0.617811,-0.574094,-0.589729,-1.045336,1.369061,1.674137,0
1.326515,0.557687,-0.804547,-0.548511,0.32662,1.618544,-1.015828,-0.746563,0
0.635517,0.238779,-0.773432,-0.567245,-0.425604,0.041406,-0.367592,-0.543571,0
-0.238069,-1.008127,-0.348015,-0.304529,-0.572232,-0.881955,0.598017,0.3235,0
0.867029,0.510046,-0.779327,-0.564712,-0.577249,-0.869634,0.676935,0.388558,0
0.824974,1.37643,-0.737796,-0.580141,-0.525529,-0.569756,0.098392,-0.210716,0
0.891805,0.561942,-0.719916,-0.543867,0.064885,1.224083,-0.913835,-0.728889,0
0.791871,1.631243,-0.708899,-0.605311,-0.447519,-0.142231,-0.270203,-0.481834,0
0.526631,0.902654,-0.546824,-0.538873,-0.584218,-0.96997,0.894667,0.793913,0
0.513306,1.104372,-0.697912,-0.586775,-0.531554,-0.519855,0.254461,-0.101068,0
0.65821,0.79721,-0.568773,-0.552891,-0.597299,-0.892961,1.13257,0.782078,0
0.777089,0.496187,-0.747043,-0.571529,-0.530332,-0.529223,0.160121,-0.167279,0
-0.248062,-1.139203,-0.157415,-0.239636,-0.593139,-0.872997,1.134932,0.827835,0
0.692562,0.524119,-0.640612,-0.536228,-0.554348,-0.671758,0.324607,-0.060146,0
0.559317,0.26275,-0.625223,-0.559321,-0.521347,-0.376925,0.071177,-0.28248,0
0.480203,-0.101739,-0.538019,-0.512838,-0.559409,-0.715955,0.37475,0.005742,0
1.057736,1.066036,-0.661272,-0.567026,-0.481635,-0.279874,-0.223154,-0.459307,0
0.969878,0.229929,-0.601142,-0.532917,-0.536872,-0.610333,0.024453,-0.281651,0
1.366281,0.928154,-0.82429,-0.57714,-0.516008,-0.392695,0.013183,-0.312826,0
0.146259,0.247629,-0.477042,-0.535364,-0.562668,-0.835173,0.511479,0.265039,0
0.957178,1.678355,-0.799305,-0.620593,1.096619,2.070325,-1.181467,-0.761467,0
0.426281,0.20256,-0.454588,-0.541614,-0.552011,-0.616975,0.218597,-0.152661,0
0.415247,0.090499,-0.643314,-0.520834,-0.583211,-0.975089,0.828807,0.762211,0
0.992363,1.0725,-0.66511,-0.588447,-0.567278,-0.76141,0.55427,0.197419,0
0.460425,0.985147,-0.684442,-0.590049,-0.561982,-0.717256,0.292389,-0.079659,0
0.502272,-0.178989,-0.648172,-0.515197,-0.525379,-0.380073,0.103896,-0.25887,0
0.644261,0.995866,-0.680025,-0.58022,-0.583082,-1.008324,0.953874,1.048284,0
1.281545,-0.038471,-0.699412,-0.509699,-0.47889,-0.42999,-0.310386,-0.481106,0
0.828722,1.493431,-0.794735,-0.620202,-0.53224,-0.442129,0.328148,-0.086287,0
0.803114,1.921094,-0.727967,-0.617145,-0.312234,0.063649,-0.708047,-0.667349,0
1.333802,0.909703,-0.870205,-0.565627,-0.446039,0.0018,-0.283401,-0.503168,0
0.132102,0.444413,-0.514646,-0.536752,-0.577828,-0.940681,0.642612,0.487505,0
1.271552,1.138556,-0.706069,-0.60628,-0.58261,-0.915774,0.718859,0.472976,0
0.860992,-0.051692,-0.64419,-0.556639,-0.415568,0.074849,-0.36838,-0.541278,0
1.070852,0.142683,-0.863123,-0.530443,-0.575041,-0.798883,0.608001,0.253844,0
0.494152,-0.529587,-0.425901,-0.431856,-0.443873,-0.178004,-0.359557,-0.527081,0
1.237408,0.902343,-0.806957,-0.602036,-0.490169,-0.356054,-0.188962,-0.433467,0
0.74128,0.034613,-0.651083,-0.550235,-0.508224,-0.298504,0.018236,-0.320199,0
0.436274,0.877041,-0.548088,-0.554299,-0.581259,-0.906283,0.729548,0.46527,0
1.090839,0.950802,-0.718147,-0.584429,-0.565306,-0.714192,0.639689,0.250586,0
0.634476,0.94893,-0.498761,-0.574171,-0.604353,-0.948951,1.596932,1.466958,0
0.857452,0.930227,-0.752942,-0.572554,-0.576842,-0.908822,0.770699,0.579574,0
0.592004,0.772396,-0.672955,-0.589886,-0.600279,-0.989733,1.200828,1.080538,0
1.092504,0.604526,-0.813562,-0.581511,-0.553683,-0.644,0.413959,0.037273,0
1.179113,0.899948,-0.770691,-0.585196,-0.470356,-0.353983,-0.286498,-0.473247,0
0.735658,-0.394478,-0.84793,-0.491675,-0.561532,-0.707161,0.751288,0.380214,0
0.385267,-0.123426,-0.447535,-0.48399,-0.563998,-0.781811,0.29195,-0.032539,0
0.413581,1.128187,-0.455224,-0.557131,-0.581667,-1.001983,0.95013,1.008797,0
0.897634,0.85998,-0.715206,-0.576734,-0.553812,-0.548966,0.393253,-0.019623,0
1.165373,0.509952,-0.721536,-0.545015,-0.572317,-0.938302,0.767892,0.647677,0
1.054821,0.817939,-0.609185,-0.568302,-0.418721,0.061577,-0.36853,-0.542391,0
0.184567,0.049805,-0.55409,-0.459548,-0.603817,-0.913208,1.597454,1.371472,0
0.546618,0.842417,-0.604235,-0.578442,-0.588914,-0.999208,1.171696,1.178273,0
0.598042,0.784574,-0.480258,-0.552023,-0.574054,-0.952889,0.709228,0.609412,0
1.29716,0.196132,-0.83445,-0.546985,-0.549609,-0.683152,0.324726,-0.011693,0
1.099167,0.344875,-0.799629,-0.58315,-0.572811,-0.907204,0.642921,0.410859,0
0.123149,-0.439886,-0.452145,-0.4263,-0.578793,-0.810979,0.672333,0.300774,0
0.351955,1.85387,-0.57697,-0.604546,-0.566656,-0.893006,0.502132,0.291907,0
0.517262,1.080548,-0.446138,-0.554023,-0.538973,-0.663848,0.147852,-0.170714,0
1.136642,1.183147,-0.726314,-0.587244,-0.482535,-0.360977,-0.253796,-0.462882,0
0.770843,1.1157,-0.781105,-0.578474,-0.570967,-0.852977,0.362073,0.08709,0
0.641346,1.385929,-0.715739,-0.595617,-0.557629,-0.725563,0.416481,0.073812,0
0.617196,-0.059346,-0.580537,-0.527842,-0.600258,-0.866467,1.423125,1.083201,0
0.910959,-0.067894,-0.582185,-0.499184,-0.565263,-0.880086,0.456625,0.221437,0
1.740407,-0.565782,-0.936392,-0.442888,-0.560524,-0.838532,0.494353,0.266865,0
1.009226,0.893481,-0.645796,-0.569769,-0.539295,-0.649253,0.470791,0.115136,0
0.137098,-0.257982,-0.587371,-0.509537,-0.446875,-0.075888,-0.264946,-0.484804,0
0.608451,0.626749,-0.696326,-0.569891,-0.441429,-0.171273,-0.372334,-0.534513,0
0.026547,0.169667,-0.431225,-0.491114,-0.616855,-1.091162,2.770331,3.561887,0
0.290954,0.244563,-0.49161,-0.523429,-0.574891,-0.932747,0.622818,0.465084,0
0.331761,-0.167498,-0.306918,-0.398016,-0.606884,-0.999293,1.957543,2.106836,0
0.515597,-0.307526,-0.577727,-0.469243,-0.562282,-0.641269,0.404286,-0.005474,0
0.644053,1.197844,-0.556054,-0.583353,-0.579265,-0.689426,0.754021,0.30052,0
0.941771,0.360439,-0.828032,-0.555908,-0.525228,-0.583623,-0.003588,-0.291738,0
1.307153,0.502729,-0.817686,-0.573018,-0.57339,-0.887463,0.458606,0.213915,0
1.2245,1.30096,-0.695084,-0.601276,-0.495894,-0.348573,-0.158257,-0.417576,0
0.839548,0.849329,-0.812535,-0.558299,-0.578665,-0.79083,0.608795,0.220447,0
1.311109,0.804821,-0.776942,-0.569055,-0.591359,-1.017223,1.234448,1.34767,0
1.236159,0.680114,-0.724646,-0.572169,-0.557607,-0.676159,0.464891,0.091216,0
0.95343,0.37348,-0.603462,-0.575334,-0.537344,-0.537137,0.223635,-0.140082,0
0.819561,0.938423,-0.594872,-0.567298,-0.574612,-0.832449,0.605933,0.288248,0
1.31902,0.924633,-0.699305,-0.586287,-0.544356,-0.628023,0.20369,-0.150689,0
0.234325,-0.078142,-0.495649,-0.51003,-0.557457,-0.762069,0.373631,0.051563,0
1.418746,0.43835,-0.828742,-0.563336,-0.59732,-0.899021,1.279013,0.982218,0
0.630104,0.845466,-0.674274,-0.559683,-0.483436,-0.219388,-0.071246,-0.36802,0
0.889723,1.247161,-0.765289,-0.56096,-0.492699,-0.294079,-0.133861,-0.407305,0
0.055694,0.072333,-0.447679,-0.512629,-0.428906,-0.159799,-0.39838,-0.543433,0
0.578055,1.435093,-0.513217,-0.584469,-0.520339,-0.456846,0.001074,-0.315934,0
1.168704,1.793742,-0.936776,-0.599568,-0.591895,-0.83255,1.015272,0.617837,0
0.467504,0.168568,-0.46791,-0.505756,-0.603281,-0.985691,1.395528,1.245703,0
1.423326,0.271061,-0.758012,-0.558746,-0.601266,-1.055104,1.69834,2.026624,0
0.757311,0.393162,-0.703314,-0.528725,-0.590265,-0.801401,1.046098,0.641987,0
0.116695,0.262604,-0.488906,-0.488263,-0.515708,-0.59998,-0.077534,-0.321046,0
0.476248,0.627923,-0.644276,-0.589059,-0.600129,-1.001175,1.360194,1.3157,0
0.724416,0.854544,-0.584667,-0.55601,-0.606626,-1.043636,2.145211,2.503751,0
1.072934,-0.057426,-0.709762,-0.513228,-0.574397,-0.885015,0.54601,0.274643,0
1.361908,0.463281,-0.779305,-0.553026,-0.308846,0.369345,-0.578209,-0.629818,0
0.999441,0.343362,-0.674889,-0.567771,-0.572103,-0.933031,0.779551,0.675762,0
0.747317,-0.080719,-0.642715,-0.54336,-0.461221,-0.168998,-0.305416,-0.509974,0
0.876815,0.240149,-0.62904,-0.544705,-0.312706,0.223955,-0.606137,-0.633411,0
0.3226,-0.285639,-0.631466,-0.492798,-0.548794,-0.732507,0.189512,-0.107356,0
0.894095,0.500425,-0.826364,-0.542391,-0.492592,-0.24849,-0.166459,-0.439777,0
1.13227,1.015452,-0.696792,-0.600672,-0.524521,-0.429286,0.147641,-0.21563,0
1.497443,1.117095,-0.900882,-0.565637,-0.490169,-0.488257,-0.218722,-0.424772,0
0.310525,0.67571,-0.557639,-0.563585,-0.580809,-0.842975,0.727888,0.385449,0
0.658835,0.470669,-0.560485,-0.536608,-0.584175,-0.762812,0.715329,0.266272,0
0.967796,0.926877,-0.696276,-0.592983,-0.572532,-0.764793,0.778829,0.408175,0
1.238241,0.782817,-0.810635,-0.565452,-0.589579,-0.852603,0.95341,0.583954,0
-0.337586,-0.841817,-0.395731,-0.3476,-0.570645,-0.718096,0.514121,0.114766,0
1.000482,1.037649,-0.771485,-0.592377,-0.520254,-0.470758,0.035947,-0.280264,0
0.292828,0.971911,-0.524192,-0.574351,-0.37176,0.211091,-0.471301,-0.587299,0
1.467463,0.516396,-0.840397,-0.532659,-0.564598,-0.858777,0.53253,0.297057,0
0.670702,-0.185809,-0.683841,-0.551403,2.312892,2.113544,-1.436762,-0.766727,0
0.968837,0.762457,-0.799662,-0.564118,-0.565563,-0.746148,0.524921,0.142889,0
0.501439,0.486006,-0.718487,-0.56198,-0.584712,-0.800601,0.770079,0.357155,0
0.068602,-0.550336,-0.457111,-0.466606,-0.573583,-0.650133,0.628497,0.163208,0
-0.002392,0.344935,-0.375954,-0.441819,-0.469262,-0.284833,-0.319842,-0.508939,0
0.575973,0.384748,-0.528923,-0.537163,-0.581581,-0.753232,0.762302,0.34131,0
1.893638,0.353928,-0.919645,-0.559643,-0.547208,-0.592216,0.275792,-0.096623,0
0.084217,0.379492,-0.503816,-0.541762,-0.575448,-0.966327,0.703377,0.636429,0
1.116239,1.580458,-0.761555,-0.615987,0.573279,1.664405,-1.04996,-0.746645,0
0.211216,0.583034,-0.508955,-0.550559,-0.571331,-0.875783,0.553189,0.280429,0
0.727539,0.446153,-0.56202,-0.528267,-0.568372,-0.910136,0.518569,0.330175,0
0.425656,-0.126328,-0.420297,-0.443554,-0.424103,-0.123128,-0.427553,-0.557683,0
0.566396,1.11922,-0.586621,-0.587713,-0.571867,-0.846267,0.707923,0.390545,0
0.504979,0.485938,-0.611129,-0.55036,-0.388422,-0.016248,-0.511552,-0.597201,0
0.554529,0.425367,-0.716413,-0.553534,-0.528188,-0.442178,0.101907,-0.253984,0
0.975707,0.878315,-0.753356,-0.556708,-0.568501,-0.906601,0.571147,0.382045,0
0.94656,0.76605,-0.68152,-0.561095,-0.57043,-0.915004,0.495473,0.308483,0
0.568686,0.461812,-0.615134,-0.574397,-0.614131,-1.081982,2.458016,3.094061,0
0.223291,-0.939002,-0.375796,-0.383464,-0.582031,-0.729874,0.829267,0.393927,0
0.966963,0.580606,-0.851461,-0.539737,-0.517595,-0.465669,-0.062384,-0.352947,0
0.937607,0.492344,-0.756766,-0.545137,2.135172,1.890645,-1.318039,-0.762899,0
0.843295,0.152081,-0.796759,-0.558013,-0.559988,-0.798462,0.410681,0.128857,0
0.75398,1.059121,-0.694323,-0.586905,-0.545535,-0.621126,0.200518,-0.155502,0
0.744403,-0.054488,-0.490549,-0.503895,-0.538094,-0.638328,-0.005366,-0.299031,0
0.895552,-0.848706,-0.584003,-0.455412,-0.597063,-0.819167,1.235311,0.827835,0
0.884518,0.242602,-0.662039,-0.533857,-0.590308,-0.909351,1.06896,0.841177,0
0.42524,0.660548,-0.481076,-0.54966,-0.56998,-0.810695,0.624893,0.32316,0
0.723791,0.152453,-0.585705,-0.527884,-0.522033,-0.582871,-0.018436,-0.306725,0
0.8866,1.011992,-0.894701,-0.570773,-0.584519,-0.720362,0.887333,0.440499,0
0.578055,1.575073,-0.612918,-0.571377,-0.580444,-0.896025,0.666877,0.409768,0
0.627189,0.51755,-0.632629,-0.571708,-0.572789,-0.937658,0.656347,0.504283,0
0.926573,1.814166,-0.690133,-0.600495,-0.376649,0.136439,-0.475443,-0.583502,0
0.766263,0.074059,-0.57064,-0.495608,-0.582288,-0.883892,0.962533,0.730152,0
0.089422,0.395916,-0.448619,-0.531954,-0.464866,-0.258232,-0.305715,-0.497009,0
-0.043615,0.570731,-0.457471,-0.493515,-0.541139,-0.682532,0.064835,-0.228156,0
1.049824,1.398057,-0.838323,-0.619505,-0.566292,-0.855579,0.591099,0.307428,0
1.189107,0.147517,-0.812356,-0.531648,-0.604997,-1.032746,1.776492,1.927617,0
0.697559,0.933554,-0.606141,-0.580403,-0.56805,-0.67763,0.533578,0.123242,0
0.211632,-0.142086,-0.566025,-0.465599,-0.582396,-0.961937,0.792201,0.673715,0
1.094795,1.059678,-0.806059,-0.608184,-0.560631,-0.64634,0.332416,-0.066272,0
1.202015,1.683376,-0.801977,-0.601392,-0.588142,-1.023626,1.18058,1.333798,0
0.823725,1.099252,-0.676595,-0.556619,-0.597427,-0.894418,1.231227,0.890893,0
0.143136,-0.022526,-0.495366,-0.527637,-0.574076,-0.912957,0.668526,0.45656,0
0.606578,-0.302124,-0.546951,-0.485745,-0.552525,-0.55874,0.316247,-0.093693,0
1.203056,0.972305,-0.758383,-0.58212,-0.524993,-0.513625,0.012893,-0.297856,0
0.227039,-0.544027,-0.477119,-0.42752,-0.593503,-1.018272,1.278395,1.361473,0
0.153754,-0.42844,-0.335349,-0.440305,-0.598864,-1.040772,1.494257,1.706966,0
0.766055,0.233213,-0.697197,-0.543547,-0.572746,-0.835989,0.649452,0.348024,0
0.468753,-0.468506,-0.582275,-0.44368,-0.567064,-0.635999,0.620377,0.180406,0
0.519969,0.715757,-0.570643,-0.538791,0.391206,1.592135,-1.051068,-0.751192,0
0.18769,-0.58996,-0.335827,-0.398522,-0.412352,-0.046121,-0.373654,-0.527343,0
0.605329,0.825309,-0.481279,-0.534998,-0.611794,-1.047678,2.012177,2.229791,0
0.431278,0.126732,-0.52739,-0.517438,-0.568501,-0.819065,0.391592,0.080958,0
0.689856,0.800654,-0.591536,-0.56339,-0.555184,-0.794385,0.214072,-0.061208,0
0.388181,0.473419,-0.65685,-0.544133,-0.609285,-1.113048,2.514603,3.679337,0
1.013182,1.792526,-0.705257,-0.586476,-0.426633,-0.011809,-0.36434,-0.536302,0
1.120611,1.120992,-0.644504,-0.592573,-0.37414,0.01319,-0.566416,-0.62072,0
0.879729,0.5176,-0.737804,-0.541807,-0.543584,-0.675149,0.210549,-0.105135,0
-0.099411,-0.608493,-0.596197,-0.414985,-0.547229,-0.805855,0.166696,-0.072796,0
0.386932,0.71062,-0.658888,-0.551641,-0.351218,0.158076,-0.588556,-0.633618,0
0.364864,-0.74692,-0.418311,-0.411742,-0.485173,-0.216593,-0.105945,-0.393645,0
0.785625,0.843439,-0.722981,-0.567222,-0.580208,-0.892446,0.850196,0.602101,0
0.334675,1.399846,-0.655609,-0.629644,2.86458,1.550373,-1.487609,-0.755744,0
0.787291,-0.379281,-0.756391,-0.465938,-0.57815,-0.772082,0.96446,0.60412,0
1.205138,0.738275,-0.829737,-0.555327,-0.317209,0.378987,-0.572977,-0.628671,0
-0.230157,0.132234,-0.051433,-0.357984,1.113002,2.231351,-1.182283,-0.762597,0
-0.128558,0.203143,-0.363469,-0.496783,-0.544034,-0.699162,0.156639,-0.15061,0
0.814148,0.659124,-0.727531,-0.567947,-0.365306,0.110328,-0.522226,-0.604752,0
0.81165,0.47271,-0.746009,-0.540603,-0.509768,-0.372702,-0.025628,-0.334399,0
0.452305,-0.293493,-0.411651,-0.475855,-0.560395,-0.883751,0.384721,0.191597,0
0.161665,-0.383647,-0.450659,-0.48054,-0.612094,-0.927933,2.22024,2.172193,0
0.995486,0.047944,-0.600046,-0.519678,-0.535242,-0.419605,0.16993,-0.219585,0
0.957594,0.844752,-0.783351,-0.553669,-0.517809,-0.345805,-0.034882,-0.365674,0
1.167246,0.56013,-0.681343,-0.557813,-0.582267,-0.897078,0.646443,0.366138,0
0.60866,-1.198054,-0.612297,-0.399672,-0.575084,-0.816686,0.861484,0.56498,0
-0.232864,-0.871478,-0.220588,-0.300802,-0.566957,-0.734047,0.339476,-0.040116,0
0.976332,3.020214,-0.600658,-0.652228,-0.458969,0.010871,-0.156363,-0.436879,0
0.940106,0.585103,-0.743266,-0.57115,-0.447583,-0.123652,-0.272728,-0.484691,0
0.911167,1.850512,-0.810971,-0.590942,-0.457704,-0.078857,-0.23983,-0.474069,0
0.496859,0.10169,-0.539193,-0.550778,-0.55572,-0.801547,0.314697,0.032131,0
0.617196,0.261033,-0.673154,-0.549306,-0.581431,-0.948195,0.787955,0.641049,0
0.908044,1.304115,-0.73057,-0.579126,-0.524156,-0.476328,0.129684,-0.214189,0
0.909918,0.049657,-0.580206,-0.482289,-0.579415,-0.898234,0.798463,0.550858,0
0.688606,1.151224,-0.651345,-0.602244,-0.548537,-0.765388,0.257595,-0.019362,0
1.260934,-0.00481,-0.806822,-0.541036,-0.595047,-0.845604,1.14854,0.767353,0
0.602622,0.205835,-0.626457,-0.552787,0.024744,1.179478,-0.861863,-0.715295,0
0.967796,0.692509,-0.764411,-0.574414,-0.602059,-0.960941,1.441639,1.239444,0
0.401922,-0.46153,-0.595372,-0.504119,-0.573218,-0.822921,0.553665,0.217088,0
-0.295739,-0.164047,-0.171122,-0.368384,-0.555313,-0.640467,0.237991,-0.13487,0
0.995486,1.159207,-0.68443,-0.589031,-0.604482,-1.027374,1.58756,1.682454,0
0.585342,0.434067,-0.704074,-0.560514,-0.615225,-1.050455,2.56335,3.076482,0
0.207676,1.190085,-0.338645,-0.562337,-0.556299,-0.62989,0.514361,0.088569,0
0.80353,-0.339246,-0.69652,-0.510183,-0.523599,-0.585087,0.032395,-0.265121,0
0.798325,1.738918,-0.655321,-0.598425,-0.549888,-0.662403,0.258093,-0.094919,0
0.846418,0.659274,-0.718005,-0.573612,-0.535993,-0.529715,0.134662,-0.221594,0
0.628646,1.551929,-0.768306,-0.614628,-0.38394,0.177722,-0.459091,-0.581966,0
-0.056939,-0.342318,-0.247515,-0.399731,-0.586663,-0.958177,0.984073,0.849145,0
1.054613,-0.015449,-0.794417,-0.521371,-0.507195,-0.520732,-0.140653,-0.384859,0
0.497484,1.242975,-0.634773,-0.599496,-0.591874,-0.820318,1.054385,0.659565,0
0.149798,0.344649,-0.565028,-0.542031,-0.567064,-0.88725,0.432457,0.205078,0
0.693603,0.617149,-0.553804,-0.543822,-0.612909,-1.010523,2.192198,2.329202,0
1.160792,1.778414,-0.763007,-0.595328,-0.595883,-0.898655,1.204421,0.914543,0
1.493279,0.845602,-0.890582,-0.560042,-0.50831,-0.333455,-0.063325,-0.36923,0
1.174117,-0.385704,-0.756105,-0.486698,-0.602509,-0.928578,1.528555,1.321071,0
0.452514,-1.416966,-0.478532,-0.332691,-0.586213,-0.792932,0.929178,0.530571,0
-0.443973,-0.33863,-0.286709,-0.406556,-0.588035,-0.998886,1.136462,1.146361,0
0.988823,1.498731,-0.709393,-0.606103,-0.496366,-0.435468,0.064601,-0.234502,0
0.61324,0.51571,-0.593451,-0.545141,-0.606841,-1.027652,1.932091,2.11383,0
0.832053,0.333998,-0.672216,-0.520617,-0.48691,-0.414872,-0.166187,-0.395266,0
0.407335,1.164367,-0.505636,-0.534661,-0.570173,-0.786153,0.384003,0.026837,0
1.056903,0.087081,-0.732661,-0.543889,-0.543112,-0.547585,0.152728,-0.215046,0
-0.147296,0.158442,-0.294864,-0.42503,-0.243123,0.560613,-0.664279,-0.659083,0
0.434817,-0.788444,-0.475539,-0.428551,-0.604461,-0.977404,1.621632,1.504121,0
-0.177484,-0.837031,-0.369002,-0.383907,-0.572317,-0.789353,0.603852,0.240248,0
1.005271,0.448815,-0.703186,-0.559133,-0.595969,-0.944808,1.25975,1.037269,0
0.949058,0.818457,-0.518017,-0.56063,-0.597492,-0.988657,1.166997,1.065388,0
0.614697,0.198984,-0.581724,-0.509346,-0.601373,-0.959465,1.366198,1.17034,0
0.495818,1.175916,-0.520555,-0.567325,-0.589429,-0.90906,0.90277,0.602923,0
0.986325,0.96452,-0.595755,-0.569986,-0.565842,-0.712661,0.418371,0.042174,0
0.828722,1.0558,-0.750528,-0.602004,-0.588314,-0.941498,1.188651,1.08127,0
-0.207672,-0.511907,-0.442268,-0.430217,-0.589794,-0.999526,1.021175,1.016203,0
