V1,V2,V3,V4,V5,Class
-0.100346,1.215616,-1.44467,-0.819867,-0.154591,0
0.721852,0.265993,-0.191725,1.41215,-0.916902,0
1.045135,1.247354,-0.138856,-0.782872,0.167214,0
0.140144,1.781497,-1.433474,-0.77473,-0.350667,0
0.139618,0.358133,-1.170462,-0.71265,0.004122,0
0.95517,-0.027123,-0.427816,-0.253312,-0.448864,0
-0.135152,0.777461,-1.456359,-0.294946,-0.342953,0
-0.567136,-0.94528,0.920023,0.726001,1.674697,0
-0.825762,-1.083112,-0.427158,1.320926,-0.154591,0
-0.770433,-1.068993,-0.390938,-1.511967,2.456176,0
2.578638,-1.05183,-0.706021,-0.451287,0.021946,0
-0.763108,-0.437925,1.529861,-1.408703,-1.072869,0
-0.107385,0.692981,-1.310162,-0.720811,-0.283075,0
-0.566681,0.037998,0.233467,-0.935894,-1.174178,0
1.308446,-0.430284,0.556304,0.477762,0.702362,0
-0.42803,0.17136,1.225576,0.506514,-0.681017,0
-0.481074,0.627,-0.011996,-0.085743,-0.48435,0
-0.01109,0.095447,1.208759,-1.071886,0.405289,0
1.443826,1.59043,-1.362533,-0.103484,-0.47684,0
-0.658026,0.418812,0.638473,0.335352,-0.514315,0
0.545924,0.529465,-1.205931,-0.701745,-0.253094,0
1.143997,1.230923,-0.318547,-0.275792,-0.381854,0
-0.555451,2.055834,-1.428143,-0.784662,0.179551,0
0.647069,0.646457,-1.250212,-1.045668,2.284982,0
-0.079814,0.271281,0.022638,-0.90491,0.121354,0
0.982979,1.104105,-1.299055,-1.025154,1.175704,0
-0.544763,0.015444,1.470589,-1.289412,-0.868906,0
-0.238183,2.231316,-1.573737,-0.083523,-0.43986,0
-0.533403,0.122393,0.13039,-0.91679,0.713764,0
-0.793552,-1.078799,-0.443415,0.305871,1.974359,0
-0.601584,0.02505,2.132732,-1.540641,-0.798023,0
-0.796428,-1.020467,-0.392852,-1.452703,3.558419,0
-0.569387,0.994046,0.669582,0.341306,-0.672257,0
-0.806309,-1.07862,-0.32814,-0.791247,-0.864825,0
2.305072,-0.684237,-0.669882,-0.392313,-0.3437,0
-0.409607,1.537566,0.592593,-0.08235,-0.470672,0
-0.294996,0.899475,0.394945,-0.973515,-0.441011,0
-0.617786,0.635047,0.100966,0.337366,-0.630486,0
2.344609,-0.732562,-1.039314,-0.434665,-0.253482,0
2.218424,-1.717783,-0.679003,-0.369599,-0.250218,0
-0.06789,2.142469,-0.014563,-0.92745,-0.4124,0
0.699133,0.027483,-0.440635,-0.098495,-0.79268,0
-0.528311,-0.124054,1.219172,0.387852,-0.557208,0
-0.79939,-1.060756,-0.418626,-1.178914,-1.613793,0
-0.589667,-0.26556,1.85895,-1.450859,-0.154591,0
-0.288896,0.920141,-0.313128,-0.252926,-0.384538,0
2.351583,-0.880365,-0.715127,-0.392612,-0.236101,0
-0.525712,1.831252,-1.477043,-0.881565,-0.372697,0
0.452839,1.272461,-1.284193,-0.220342,-0.409028,0
0.225608,2.338617,-1.543129,0.108227,0.423736,0
-0.047249,1.752784,-1.415685,-0.255057,-0.414941,0
-0.450986,0.285376,2.28579,-1.43851,-0.665443,0
-0.289607,0.742154,-0.059473,-0.205071,0.28882,0
2.650839,-0.833388,-1.048775,-0.396458,-0.247826,0
-0.807883,-0.863406,0.310175,-1.041296,-0.760211,0
-0.63539,0.030205,0.646924,-1.227242,-0.602925,0
-0.803661,-1.034009,-0.456002,0.164398,3.198407,0
-0.673051,0.121667,1.8465,-1.533008,-0.154591,0
-0.634362,0.454736,1.067393,0.836798,1.679923,0
0.969205,-0.15872,-1.075858,-0.64182,-0.047288,0
-0.199295,1.269364,-1.388622,-0.195987,-0.531404,0
-0.67278,0.289599,0.165098,-0.143678,-0.154591,0
0.134685,1.756317,-1.339168,-0.772409,-0.368003,0
-0.696744,-0.257403,1.4137,-1.60758,-0.154591,0
0.43692,1.901151,-1.384062,-0.803382,-0.375035,0
-0.655608,-0.486793,1.417503,-1.407851,0.491255,0
1.198032,0.671213,-0.502566,0.066031,0.808165,0
0.520124,1.657305,-1.48248,0.325731,0.641622,0
-0.314311,-0.856284,0.646274,1.862238,-1.337398,0
-0.34927,2.643845,-1.47078,0.204812,-0.480014,0
-0.737209,-0.393552,-0.01937,1.807993,-1.258771,0
0.055746,1.195168,-1.42861,-0.784758,-0.154591,0
-0.585663,0.169026,-0.329759,-0.800938,-0.348496,0
1.630944,0.517365,-0.101525,-0.759171,0.101507,0
2.206922,-0.887086,-0.701899,-0.376152,-0.235728,0
-0.649076,0.107401,0.69677,-1.140194,-0.577374,0
0.149573,1.158324,-0.26265,-0.856023,2.08648,0
0.06594,1.731876,-0.048148,-0.825345,0.058509,0
0.360515,0.918253,-1.256885,-0.315822,-0.826815,0
0.592898,0.514061,-1.232746,-0.331678,-0.30679,0
2.086289,-1.766975,-0.353468,0.951227,-0.676713,0
0.305546,0.831461,-0.011255,1.242991,-0.807219,0
3.088467,-0.832242,-1.046692,-0.651435,-0.219037,0
1.554789,0.169123,-1.109557,-0.651758,0.016045,0
-0.053065,0.665453,-0.057467,-1.046332,2.487207,0
-0.852652,-1.13791,-0.544551,0.577354,2.410559,0
-0.484009,1.181689,-1.488892,-0.29277,0.089377,0
-0.571513,-0.023118,1.87126,-1.429006,-0.693553,0
-0.473983,-0.882128,1.153517,1.020766,1.166045,0
0.51416,1.057569,-1.363551,0.259261,-0.58767,0
0.927522,1.314338,-0.266571,-0.280565,0.06455,0
0.055472,0.147984,-1.261486,-0.677099,-0.256003,0
-0.632219,-0.877285,1.247595,0.514052,0.838729,0
-0.090778,1.540773,-1.527065,-0.819543,-0.342411,0
-0.401387,-0.740349,0.196191,2.390235,-1.373152,0
-1.121463,0.223026,0.794749,-1.213963,-0.154591,0
-0.707546,-0.877781,-0.054143,1.678123,-0.154591,0
-0.810708,-0.780859,-0.28158,-1.7265,-0.154591,0
3.104698,-0.94259,-0.041888,-0.784722,-0.29982,0
-0.653411,-0.906443,0.854802,1.002944,1.007843,0
2.440464,-0.809464,-1.064282,-0.656556,0.072385,0
-0.340232,0.981535,-1.288624,-0.287315,-0.31746,0
-0.285471,0.970947,-0.254899,-0.103754,-0.660969,0
-1.094219,0.300949,0.888209,0.227098,-0.154591,0
0.68884,1.825455,-1.366972,-0.241844,0.404601,0
-0.483484,-0.424169,1.334326,-1.30993,-0.676578,0
1.082826,1.730823,-1.404903,0.185667,-0.502125,0
0.182403,1.844404,-1.322687,-0.749341,-0.327143,0
-0.233297,2.583915,-1.566308,0.357989,-0.595468,0
0.806378,0.017331,-0.555424,-0.290237,-0.318267,0
0.504841,-0.428194,1.193936,-1.366258,-0.580767,0
-0.040417,0.700929,-1.424078,-0.830634,0.340964,0
1.059783,1.199512,0.271165,0.145784,-0.429776,0
-0.593992,-0.123292,1.505968,0.879635,-0.154591,0
-0.354568,1.672405,-1.402502,-0.843775,-0.352774,0
0.698933,0.195342,-1.23264,-0.714035,-0.030801,0
-0.839898,-1.034037,-0.220941,0.076634,-0.791486,0
2.068535,-1.111672,-0.743775,-0.357177,-0.256405,0
-0.504521,1.642676,-1.33981,-0.193864,-0.780348,0
2.326818,-0.29074,-0.606941,-0.65982,-0.246739,0
-0.201808,0.876486,-1.375576,0.036764,1.108733,0
-0.481133,0.345113,0.442882,-1.056391,-0.451059,0
0.677748,1.984784,-1.35334,-0.208775,0.469721,0
-0.688877,-0.783633,1.487189,-1.336339,0.379457,0
-0.453723,-0.307726,1.612821,-1.350983,-0.638293,0
3.123999,-0.081911,-0.523892,-0.214786,0.061705,0
-0.606018,0.071405,1.450672,-1.536842,-0.154591,0
-0.439124,-0.260477,1.661768,-1.335733,-0.757435,0
-0.65655,0.075748,0.849926,-1.114383,-0.154591,0
0.459041,0.582267,0.268944,0.137508,0.474669,0
2.075846,-0.398145,-1.057642,-0.440504,-0.211819,0
-0.543945,-0.243733,1.088306,-1.210458,-0.652932,0
-1.070599,-0.800184,0.604642,-0.554296,-0.154591,0
-0.596252,2.421428,-1.458608,-0.054627,1.207665,0
-0.519941,1.194732,-1.304387,-0.757898,-0.324124,0
-0.795516,-0.792596,0.455452,0.617484,-0.154591,0
1.747884,-0.099903,-0.520919,-0.682402,-0.255052,0
1.069789,1.156764,-1.442585,-1.218251,-0.154591,0
-0.232733,0.901483,0.188184,-1.185858,2.916727,0
-0.840743,-1.036466,-0.450497,1.357372,-1.547875,0
-0.589592,0.810978,1.101884,-1.280086,-0.154591,0
-0.65555,-0.30341,1.448082,0.712577,-0.730135,0
-0.273489,1.125352,-0.228296,-0.260934,-0.31716,0
-0.485349,-0.526887,1.722969,1.362706,-1.00903,0
0.667431,1.004209,-1.369628,-1.132308,1.840468,0
2.886027,-0.70232,-0.524684,-0.657184,-0.255669,0
-0.740171,0.047,0.320664,-0.983024,-0.154591,0
-0.731442,-0.750601,-0.273374,1.971188,-1.410856,0
0.293624,0.92884,-1.378523,1.36228,-0.941608,0
-0.294284,0.362766,1.47424,0.396947,-0.935272,0
-0.559017,0.81226,-1.391461,-0.163094,-0.346868,0
0.911652,0.711941,-0.187794,0.563904,0.999264,0
-0.472659,0.364812,-0.329963,-0.162372,-0.154591,0
-0.602967,0.378327,0.329962,-1.124099,0.397195,0
3.007995,-1.783676,-0.793315,-0.437832,-0.294785,0
2.462797,-0.294467,-0.403689,-0.001437,0.218084,0
-0.362056,1.124965,-1.329983,-0.753473,-0.299401,0
-0.84278,-0.951346,0.324023,1.70835,-0.154591,0
-0.812084,-1.060318,-0.345529,1.274627,1.722942,0
0.03716,0.688165,-1.375508,-0.745954,0.022088,0
-0.466995,0.571293,1.135193,0.680808,1.375419,0
-0.201009,1.486167,0.195671,-1.024774,-0.439296,0
-0.303823,2.090658,-1.449359,-0.235258,-0.414421,0
0.944178,0.862945,-0.324952,1.028432,-0.698617,0
-0.449779,0.080431,1.548174,-1.43077,-0.154591,0
0.068896,1.231285,-1.511867,-0.827443,0.108137,0
-0.709073,0.186982,0.623866,0.244624,-1.176558,0
-0.806603,-0.863989,0.397588,2.265322,-0.154591,0
-1.21295,2.28896,-1.602917,-0.934158,-0.424186,0
-0.318799,1.194889,0.37492,-0.061936,-0.472813,0
-0.438257,0.730852,0.439362,0.058947,-0.536605,0
1.701959,-0.872678,-0.79616,-0.439565,-0.236891,0
1.464848,-0.481398,-0.700709,-0.357745,0.124743,0
-0.316275,2.505291,-1.56776,-0.848136,-0.154591,0
-0.589697,0.365332,0.377488,-1.120344,0.379105,0
-0.631574,-0.886238,1.080559,0.571212,0.629087,0
1.701198,0.874271,0.086071,-0.788127,0.087708,0
-0.549925,1.036068,-1.443307,-0.141536,-0.154591,0
1.589748,0.408927,-1.195049,-0.657229,-0.011086,0
0.390371,0.92613,-1.287395,-0.290746,0.051015,0
0.390932,1.270828,-1.43563,-0.247889,0.40457,0
-0.824498,-1.027092,-0.370775,-1.881997,-0.154591,0
1.543112,0.926929,-0.235048,-0.772571,-0.320615,0
-0.517075,-0.035823,0.842188,0.345733,-0.80184,0
1.253439,-0.286964,0.029117,1.364126,-0.888931,0
-0.042479,1.307381,-1.251665,-0.74225,0.041256,0
0.874773,1.138613,-1.522388,-0.775775,-0.329735,0
-0.80406,-0.988602,-0.501711,0.507692,1.683108,0
-0.629678,0.417844,-0.164723,-0.219826,0.112139,0
-0.815163,-0.898545,0.269583,1.707037,-0.154591,0
-0.723568,-0.989668,-0.215644,1.50402,-0.154591,0
-0.450624,0.669071,0.888848,-1.098843,-0.154591,0
2.371695,-0.920794,-0.648191,-0.445825,-0.005122,0
-0.205157,1.539453,0.967973,-1.149068,-0.505519,0
1.787983,-0.692224,-1.036568,-0.428187,-0.051395,0
-0.250585,1.329923,-1.469791,-0.784473,-0.354342,0
0.047537,1.189106,-1.382335,-0.234075,-0.42489,0
-0.762395,-0.156845,0.507476,-0.968386,-0.426291,0
-0.553083,1.65716,-1.461989,-0.813199,-0.653418,0
-0.39586,0.787915,-0.133713,-0.817355,0.053048,0
-0.279373,2.272202,-1.628505,-0.906477,-0.458338,0
2.011532,-0.559694,-0.562063,-0.648743,-0.043274,0
-0.721422,-0.915199,0.141965,1.511636,-1.136966,0
1.954478,0.746764,-1.295551,0.649757,-0.620185,0
0.320879,1.533247,-1.34839,-0.036643,1.511407,0
-0.038958,-0.855189,0.034328,1.902426,-1.074487,0
-0.670693,0.121498,1.0321,-1.280119,-0.553832,0
-0.639682,-0.394876,1.969185,-1.447613,0.73426,0
1.209722,-0.836976,1.586816,-1.137456,-0.466052,0
1.345987,1.865602,-1.312638,-0.75989,-0.316342,0
-0.157392,1.340993,-0.07949,-0.055219,-0.652735,0
0.195579,1.272377,-1.428073,-0.791366,-0.332585,0
1.435193,-0.360939,-0.525673,-0.324697,-0.63345,0
-0.643363,-0.906837,1.30431,0.549998,0.901036,0
-0.1892,1.24007,0.652592,-0.84194,-0.402531,0
-0.780853,-1.059952,-0.262949,2.040691,-1.446417,0
-0.542119,-0.561173,0.719449,1.401982,1.750902,0
3.016553,-0.822826,-1.064394,-0.345224,-0.25904,0
0.726642,-0.180403,0.430313,0.793001,0.95856,0
1.143648,0.741307,-1.271658,-0.694744,-0.308786,0
0.371956,0.935641,-0.245022,1.317888,-0.740639,0
-0.740109,-1.005581,-0.410714,-1.284601,2.775926,0
0.266633,1.302541,-1.227047,-0.735614,-0.344568,0
1.855167,-1.749946,-0.458592,1.327255,-0.894392,0
0.085634,2.292868,-1.423694,0.472431,-0.534678,0
0.052474,-0.841601,0.443349,2.029939,-1.219523,0
-1.094509,0.066335,0.665422,0.143666,-0.154591,0
2.433128,-1.748966,-0.704228,-0.409887,-0.387478,0
-0.704963,-0.563187,0.030901,0.975864,-1.098472,0
0.974184,0.612868,-1.268274,-0.027763,1.965425,0
1.654051,-0.352173,-0.736943,-0.401788,-0.018425,0
-0.741275,-0.959823,-0.368441,2.039877,-1.612474,0
0.466089,-0.748115,-0.55531,-0.267622,-0.441236,0
-0.146599,2.227021,-1.548417,0.509905,-0.691777,0
3.46208,-1.875037,-1.031159,-0.6289,-0.046317,0
-0.680825,-0.106159,0.495427,0.051185,-0.556317,0
-0.567027,0.015722,0.837378,-1.14961,-0.580687,0
-0.409016,-0.945354,0.218881,0.799404,1.139048,0
-0.601807,1.182427,0.118994,-0.856128,0.202486,0
2.027887,-0.677025,-1.041173,-0.640575,-0.078436,0
-0.035452,1.486856,-1.428798,-0.189383,-0.627031,0
-0.323122,1.293127,-0.327386,1.426947,-0.832046,0
1.154552,0.068997,-0.34421,-0.07612,-0.491687,0
-0.508956,-0.106473,1.694319,0.877192,-0.82491,0
2.070208,0.101787,-0.631823,-0.279753,-0.322695,0
-0.713566,-0.321165,1.549995,-1.284062,-0.154591,0
-1.189811,1.353288,0.164781,0.165142,-0.154591,0
-0.560338,0.437361,0.482771,-1.14714,-0.154591,0
0.146788,2.675534,-1.625451,-0.852425,-0.381488,0
3.140854,-0.719951,0.190448,-0.798755,-0.302914,0
-0.496136,1.05054,0.362068,-1.29383,1.992031,0
-0.68024,-0.496714,0.460719,2.060177,-1.201175,0
-0.138101,2.16455,-1.479542,-0.801585,-0.389826,0
0.279438,-0.42552,1.37093,0.326368,0.447209,0
-0.127724,2.048998,-1.735819,-0.919481,-0.403705,0
-0.451806,0.049384,0.838396,0.28861,-0.897145,0
1.669696,-0.714668,-1.015676,-0.471201,-0.218519,0
-0.166665,1.951172,-1.59049,-0.012413,1.480148,0
-0.576624,0.017536,2.096149,-1.351838,-0.656877,0
-0.516513,-0.885516,1.063546,0.892609,1.47325,0
-0.742298,-0.270953,1.792125,-1.461658,-0.154591,0
-0.628019,-0.206151,2.55747,-1.538135,-0.762563,0
-0.166966,1.758495,0.207525,-0.109024,-0.154591,0
-0.779899,-0.912483,0.350105,2.252541,-0.154591,0
0.813764,0.389712,-0.393506,1.390234,-0.847559,0
0.286196,1.281234,-1.274329,-0.325068,-0.417656,0
-0.793274,-0.979746,-0.3781,0.829836,-0.154591,0
1.772811,0.106482,-0.478155,-0.38761,-0.319343,0
0.199228,1.301428,-1.396086,-0.747826,-0.31573,0
-0.620941,0.166485,-1.199545,-0.940954,0.560897,0
2.330423,-0.15319,0.645895,-0.84492,-0.328612,0
0.427014,1.380886,-1.284745,-0.332392,-0.330406,0
3.448181,-1.899356,-0.722341,-0.452094,-0.04109,0
-0.319516,0.882075,1.653391,-1.337459,-0.691803,0
0.427089,1.263036,-1.38715,-0.153552,1.36342,0
-0.617823,-1.078975,-0.248121,2.148074,-1.452146,0
0.747678,1.538413,0.222035,0.140011,-0.454271,0
-0.301039,0.994929,-0.282888,-0.225374,-0.370037,0
3.111672,-1.849819,-1.061327,-0.420007,-0.251828,0
-0.392227,2.533967,-1.354539,-0.780023,-0.425104,0
-0.002406,1.040981,-1.353388,-0.788835,-0.154591,0
0.262103,0.963942,-1.328107,-0.764906,-0.336015,0
-0.750874,-0.334376,1.651105,-1.455978,-1.161926,0
0.112725,0.799386,-1.279809,-0.15718,-0.707432,0
-0.611795,0.400723,1.28927,-1.477087,0.906894,0
-0.504772,-0.874212,1.148229,1.023123,0.977323,0
-0.057371,1.979739,-0.065629,-0.799511,-0.335316,0
2.642217,-0.862503,-1.022345,-0.634182,-0.231591,0
0.181686,0.237268,-1.282213,-0.691759,-0.154591,0
-0.263825,1.90904,-1.631713,-0.847913,-0.410346,0
-0.441459,0.820765,-1.434968,-0.908568,0.323805,0
-0.733162,-0.790009,-1.64922,1.902681,-0.154591,0
0.048361,1.108292,-1.362718,-0.215366,-0.460994,0
-0.721902,-0.971193,-0.272139,-1.276094,-0.154591,0
0.336486,0.756129,-1.183446,-0.682535,0.008671,0
1.941403,0.178923,-1.189613,-0.312989,-0.309317,0
-0.670152,-0.752122,-0.257027,0.27165,-0.154591,0
-0.540124,1.603921,-1.419343,-0.034813,-0.392307,0
1.875041,-0.110877,-0.460309,-0.009797,-0.574702,0
-0.699251,-0.72647,1.04791,0.429326,1.658561,0
0.830557,0.662065,-1.319829,-0.714247,-0.154591,0
0.944902,0.35322,-0.303107,1.284321,-0.820017,0
0.410059,0.704112,-1.199085,-0.688543,0.013973,0
2.903818,-0.869105,-1.043892,-0.656586,-0.038583,0
-1.337599,-2.173774,0.549823,-1.328517,-0.922677,0
-0.748063,-0.699189,0.544351,1.924707,-0.154591,0
-0.19107,1.59867,-1.430263,-0.970832,1.653546,0
-0.749056,-0.466417,0.418177,1.946186,-0.154591,0
-0.112342,1.22716,1.068054,-1.061307,-0.544612,0
-0.022333,1.950288,0.298158,-0.049752,-0.447016,0
-0.035726,2.349483,-1.466597,-0.209652,-0.477226,0
-0.29258,-0.004569,1.473168,-1.250111,-0.535117,0
-0.548668,-0.437962,-0.297903,1.767332,-1.268507,0
0.309962,0.7094,-0.529739,-0.260009,-0.423115,0
0.184359,0.197508,-0.555351,-0.676153,-0.263803,0
-0.291171,1.21892,-1.349907,-0.76398,-0.309134,0
-0.01543,2.414253,-1.743844,-0.089039,0.144235,0
0.414288,0.589975,-1.232541,-0.329579,-0.321744,0
-0.529283,-0.3729,1.9292,0.896035,-1.061583,0
0.576579,1.831687,0.088193,-0.167669,-0.380399,0
-0.587467,1.254082,-0.207614,-0.245011,0.303965,0
1.605992,-0.917981,-0.759541,-0.450207,-0.036647,0
-0.437827,1.346172,-1.28573,-0.753866,-0.306588,0
-0.777941,-1.053893,-0.562222,0.389794,2.807465,0
0.481871,1.154199,-1.324477,-0.237256,-0.462609,0
-0.532249,-0.105106,2.158251,-1.524086,-0.752455,0
-0.832442,-1.105184,-0.590158,0.116044,-0.154591,0
-0.674698,0.449267,0.283225,0.050413,-0.154591,0
-0.774692,-0.424583,1.083646,-1.567375,-0.825081,0
-0.584264,-0.073756,1.34967,1.542725,-0.154591,0
0.911329,1.235678,-1.50554,-0.807806,-0.344911,0
0.995368,1.085968,-0.278132,0.42813,0.516266,0
-0.626466,-0.220078,1.944901,-1.597494,0.843778,0
-0.357293,1.294943,1.068097,0.391362,-0.568218,0
-0.615658,0.206112,1.133373,0.416317,-0.154591,0
-0.597986,-0.329138,1.385753,0.738356,-0.969397,0
-0.743424,-0.211802,1.199408,-1.228265,-0.154591,0
2.962195,-0.879771,-0.657875,-0.725475,0.70051,0
0.003758,2.540452,-1.417707,-0.245667,-0.403534,0
-0.758851,-0.389023,0.755631,1.445159,-1.136601,0
-0.165001,0.782095,-1.231142,-0.261973,0.271935,0
3.00933,-1.781639,-1.015755,-0.470538,-0.246902,0
-0.590055,0.636765,0.180565,-0.016164,-0.463261,0
-0.236908,-0.237876,1.338628,-1.020023,0.707745,0
-0.10543,2.233906,-1.459081,-0.829352,-0.363559,0
-0.05817,1.449662,-1.286211,-0.773341,-0.356887,0
-0.668852,-0.20822,1.538595,-1.344359,-0.154591,0
-0.554373,1.6979,-1.469477,-0.224983,0.129081,0
-1.13539,0.177761,1.570952,-1.458775,-0.154591,0
1.073519,1.344152,-1.326857,-0.286445,0.112168,0
-0.557292,0.887544,0.994532,0.32133,-0.726326,0
-0.857527,-1.124927,-0.441003,1.264835,-1.171782,0
-0.69971,-0.984882,-0.21213,0.106281,-0.154591,0
-0.370078,1.442463,-1.404469,-0.848544,-0.354923,0
-0.179031,0.375798,-1.282634,-0.711293,-0.275066,0
0.118129,0.509815,-1.264376,-0.127679,-0.799993,0
0.265964,1.043715,0.504648,0.153608,1.243639,0
1.857313,-0.519373,-0.539586,-0.666246,-0.240989,0
-0.218602,0.846526,-1.312117,-0.783498,-0.395516,0
-0.752908,-0.936287,0.091608,2.145328,-1.334006,0
0.515233,1.49045,-1.423989,-0.108927,0.425646,0
-0.80614,-0.727365,-0.013272,2.540722,-1.950412,0
0.568233,-0.182073,-1.135311,-0.654546,-0.245029,0
-0.554844,1.924105,-0.136306,-0.082368,-0.652105,0
-0.308009,0.870592,1.743753,-1.314309,-0.6781,0
0.127407,1.134209,-1.302889,-0.174667,-0.480085,0
-0.652451,0.652023,-0.2228,-0.239395,-0.154591,0
-0.075579,-0.036271,0.894288,0.274756,-0.52047,0
0.664275,0.606504,-1.25725,-0.251219,-0.449812,0
-0.711876,0.19187,1.115483,-1.374139,-0.84252,0
-0.452241,1.250924,-1.328458,-0.213821,-0.340353,0
0.276333,1.340957,-1.407649,1.210008,-0.814953,0
-0.362848,1.576625,-1.442131,1.172274,-0.826552,0
0.406266,1.64356,-1.341488,-0.782411,-0.353533,0
0.341651,1.181229,-1.493342,-0.3044,0.256667,0
3.249173,-1.898034,-1.052812,-0.657937,-0.271491,0
-0.70711,-0.335731,1.579003,-1.298044,-0.576164,0
-0.464272,1.353795,-1.435236,-0.207964,-0.335572,0
-0.421545,1.086185,0.437194,0.27898,-0.154591,0
0.95643,0.225507,-1.160706,-0.392852,-0.286515,0
-0.56267,1.4281,-0.206942,-0.851809,0.233931,0
-0.604556,-0.10467,0.990068,-1.143563,-0.562459,0
1.066495,1.333238,-1.32214,-0.285094,0.111788,0
-0.016562,0.799422,-1.256291,-0.734235,-0.291147,0
0.917504,0.435534,0.83118,-0.872312,-0.369198,0
0.387551,1.664844,-1.359064,-0.767413,-0.343291,0
-1.050491,-0.786684,0.373197,2.272902,-1.787809,0
-1.004719,-0.855656,0.528227,1.535521,-1.124116,0
-0.596618,-0.398027,1.131195,1.099223,-0.893707,0
-1.251672,-0.090005,0.299816,-1.182542,-0.601627,0
-0.352218,2.147587,-1.489192,0.675632,-0.727655,0
-0.405719,-2.727749,-2.089691,-1.094037,-0.620951,0
0.497978,0.349396,-1.167059,-0.680372,-0.014063,0
-0.764295,-0.998333,-0.038748,1.34057,1.601921,0
0.684511,1.579613,0.249569,0.117338,-0.425204,0
-0.107979,1.004718,-1.443078,-0.783095,-0.355678,0
-0.365601,0.813954,-1.310335,-0.744705,-0.321605,0
-0.765639,-0.551325,0.363942,1.746691,-0.154591,0
-0.62378,0.179455,0.148257,-0.956487,0.198689,0
-0.684449,-0.818977,-0.213498,0.565911,3.765527,0
-0.604152,0.47233,-0.138192,-0.214164,-0.333588,0
-0.745958,-0.819084,0.097815,1.471643,-1.039215,0
-0.021606,2.348345,-1.711366,0.026385,0.155966,0
-0.531619,0.5284,1.452558,-1.256103,-0.61875,0
-0.654181,0.175135,0.459885,-1.028645,0.247433,0
-0.277891,2.524674,-1.534975,0.522694,-0.598558,0
1.112557,0.538782,-0.365076,1.139861,-0.790156,0
1.112956,0.933257,-0.281688,0.967336,-0.633386,0
0.476532,-0.395733,-1.063456,-0.469433,-0.027496,0
-1.104979,-0.184529,1.668486,-1.553434,-0.154591,0
-0.707628,0.250118,1.317162,0.504773,-0.154591,0
-0.646091,0.302667,1.309447,0.680321,1.778095,0
-0.459681,2.133987,-1.483141,-0.846625,-0.403949,0
0.155915,-0.479339,-1.109215,-0.632957,-0.045361,0
-0.031438,0.426133,-0.298154,-0.267539,0.195344,0
2.319483,-0.66363,-0.731986,-0.428165,-0.241482,0
0.387514,0.600309,-1.22516,-0.89064,2.753764,0
-0.574702,-0.057856,1.591247,0.511268,-0.7573,0
0.061927,2.194013,-1.610291,0.159759,0.314811,0
-0.518506,0.395254,1.268563,-1.311651,-0.798284,0
-0.572653,-0.183319,1.944695,-1.472965,-0.154591,0
3.34121,-0.799524,-0.65096,-0.358737,0.312988,0
-0.694817,0.397214,0.511019,0.152006,-0.154591,0
-0.697434,-0.07522,0.919785,-1.189794,-0.461761,0
-0.096759,1.104565,0.040932,-0.85667,-0.361052,0
0.021997,1.557047,-1.344997,-0.262867,0.111248,0
-0.125442,1.748948,0.16476,0.144858,-0.527712,0
0.676464,-0.018279,-1.142396,-0.415737,0.000488,0
-0.753071,-1.065241,-0.411941,-1.443464,2.317352,0
-0.136338,0.514558,-1.200169,-0.725334,-0.154591,0
-0.438323,-0.060579,1.327651,-1.392085,-0.657706,0
2.107449,-1.092392,-0.757181,-0.340155,-0.260764,0
0.330486,-0.19243,-0.632037,-0.309141,-0.299237,0
0.809173,0.061483,-0.593415,-0.363425,-0.427844,0
2.913063,-1.830669,-0.746454,-0.64188,-0.062168,0
-0.778318,-0.8574,-0.445459,0.692567,1.529552,0
-1.178306,0.146,1.655678,-1.357716,-0.722287,0
-0.434835,0.719019,0.356607,0.072129,-0.528024,0
-0.753889,-0.522838,0.751741,1.476575,-0.154591,0
0.951951,-0.142433,-1.073669,-0.641836,-0.043365,0
-0.527032,1.322082,-1.377898,-0.163037,-0.345758,0
0.504279,0.787734,-1.199548,-0.694074,-0.292206,0
-0.723506,-0.309519,1.313077,-1.498668,-1.089146,0
1.338813,1.443721,-1.270023,-0.728134,-0.313505,0
2.396161,-0.45757,0.347581,-0.928899,-0.356897,0
-0.506064,0.701946,-0.227648,-0.229123,0.068388,0
-0.583344,0.260379,1.926393,-1.3868,-0.657245,0
0.818755,0.705274,-1.281931,-0.704437,-0.286783,0
1.675796,-0.663961,-1.007202,-0.472069,-0.220317,0
-0.397187,-1.002459,0.046758,0.64095,1.888403,0
-0.074684,1.493741,-1.482885,-0.796511,-0.154591,0
-0.787727,-0.758437,0.573434,2.149252,-0.154591,0
1.528215,0.202215,-1.237608,-0.267125,-0.309434,0
-0.768023,-0.910218,-0.302981,0.264527,-0.154591,0
0.221247,1.631775,-1.385859,-1.002976,1.015296,0
0.679096,1.248988,-1.360778,-0.293965,0.07627,0
0.992424,-0.037457,-1.145663,-0.398898,-0.038717,0
0.373565,1.862917,-1.364562,-0.188197,0.855861,0
-0.107044,2.418415,-1.454099,-0.833264,0.414678,0
-0.62496,-0.22827,1.370605,-1.366346,-0.556442,0
0.863319,0.153295,-0.556539,-0.680617,0.042113,0
-0.352814,0.683554,-1.33338,-0.745136,-0.319859,0
2.487873,-0.792893,0.318237,-0.892159,-0.39132,0
-0.087639,0.933305,0.430692,-1.080931,-0.998616,0
