variance,skewness,curtosis,entropy,Class
-1.134921,-0.025389,1.248236,0.37734,0
1.678369,0.270883,-0.6154,1.049665,0
0.967674,0.905033,-0.573042,-0.666228,0
0.077852,0.555514,-0.076669,0.366874,0
1.820958,1.428103,-1.438548,-1.505415,0
0.236217,0.941015,-0.229,-0.876822,0
1.23005,-0.824617,0.189226,0.714119,0
0.254094,0.763255,0.035505,0.898826,0
0.747561,0.119219,0.105298,0.759066,0
0.826739,1.543786,-1.149977,-1.52946,0
1.17174,0.146371,-0.170928,0.730127,0
-1.084424,1.400235,-0.633319,-2.0374,0
0.222212,1.098679,-0.649426,-0.218662,0
-0.654966,1.697205,-0.227807,-2.764505,0
1.869239,1.407632,-1.43516,-1.497416,0
1.637126,0.231373,-0.619184,1.100135,0
1.047062,0.593592,-0.909937,0.139068,0
-0.235714,1.261269,0.170147,-1.517747,0
1.191517,1.205532,-1.341692,-1.352719,0
-0.553479,-0.01869,1.280451,0.901287,0
1.580435,-0.210212,-0.144875,1.143273,0
0.730248,0.838371,-0.331221,0.78123,0
-0.225192,1.243985,-1.184188,-2.675229,0
1.235962,0.840144,-0.682826,0.30161,0
-0.250459,1.067981,-1.051751,-0.636089,0
0.501619,0.219033,-0.361449,0.442603,0
0.047786,0.972752,0.041261,-0.967335,0
1.065854,-1.085982,0.497875,0.640851,0
1.042101,-0.131918,0.172329,1.5607,0
1.621959,-0.417953,-0.207322,1.093993,0
1.176068,0.895863,-0.67707,0.758452,0
1.48588,0.974525,-0.887075,-0.022256,0
1.288324,-0.833446,0.225434,0.926532,0
0.4943,0.705763,-0.197378,0.811398,0
0.556551,-0.253241,0.740119,0.417359,0
1.087847,-0.204921,0.06851,0.8742,0
1.169453,-1.2521,0.563513,-0.029017,0
0.761919,0.27194,-0.14746,0.953624,0
0.515766,-0.161539,0.656586,0.954853,0
1.147318,-1.000621,0.664941,1.118609,0
1.406105,-0.728331,0.071295,1.000414,0
2.249008,0.561854,-0.91451,0.827406,0
0.514815,-0.756558,0.327651,0.18771,0
0.604866,-1.378725,1.551709,0.403813,0
1.008776,0.879296,-0.632112,0.673486,0
0.804991,0.873995,-0.460886,0.766456,0
1.214355,-0.84473,0.263615,0.663634,0
1.313555,-0.403492,-0.269968,0.699959,0
0.178946,0.670498,0.111078,0.412435,0
1.653349,-0.332952,-0.248689,1.098326,0
-0.018026,0.833445,0.096362,0.275752,0
0.914784,-0.769597,0.21369,0.711657,0
0.876075,0.702934,-0.350313,0.288064,0
0.256275,1.426688,-0.621969,-1.355813,0
1.17723,0.111447,-0.020385,0.836643,0
0.121023,0.691292,-0.047239,0.399504,0
-0.287718,-0.506136,1.544351,0.803394,0
-0.078437,1.280666,-0.346335,-0.317745,0
0.887969,-1.110662,1.046586,0.839718,0
1.481552,-0.902563,0.278516,0.830486,0
1.02894,-1.061642,1.073811,0.654397,0
1.083484,0.167882,-0.078851,0.761528,0
0.782083,1.496878,-1.092299,-1.373668,0
-0.631635,1.495106,0.070692,-0.814639,0
-0.250459,1.067981,-1.051751,-0.636089,0
0.213344,-1.50922,1.599452,-0.051158,0
0.617359,0.138616,-0.016207,0.480161,0
1.351947,-0.779824,0.171726,1.017036,0
-0.194845,0.844013,-0.11087,0.248664,0
0.893775,1.171324,-1.168289,-0.087487,0
1.177476,-0.891995,0.290469,0.598987,0
1.733054,0.312489,-0.726972,1.08109,0
0.493913,0.717047,-0.129363,0.830486,0
0.278867,-0.174941,1.011771,0.512176,0
-0.169525,-0.423244,1.467781,0.783078,0
0.048163,-0.331894,-0.036098,0.299763,0
1.382844,-0.248656,0.007073,1.529275,0
1.072681,-1.037302,0.48815,0.53003,0
0.03017,-0.883882,0.392686,0.098434,0
0.662507,-0.775597,0.407402,0.526336,0
-0.798295,1.552956,0.415154,-1.760337,0
0.331371,1.185795,-0.768541,0.311462,0
-0.211335,0.677537,-0.208714,0.233885,0
-0.047199,0.888108,-0.397445,0.004217,0
-0.064533,1.261968,-1.180219,-2.410499,0
0.715609,-0.090295,0.073082,0.764608,0
0.121164,0.80452,-0.589567,0.063972,0
1.060188,0.175296,-0.086,0.827406,0
0.636643,-1.033773,0.890266,0.376111,0
1.16069,-0.989679,0.454936,0.564509,0
1.373378,-0.938544,0.531692,0.92407,0
-0.883138,1.516974,0.289262,-1.735673,0
1.280125,0.974525,-0.80772,0.010407,0
0.115386,0.664498,-0.046821,0.259744,0
-0.342537,0.92126,-0.216272,-0.125054,0
0.769801,0.659555,-0.309146,-0.182952,0
0.911581,-0.89658,0.275939,0.306538,0
1.906645,0.591137,-0.882294,0.538034,0
0.048163,-0.331887,-0.036098,0.299754,0
1.246906,1.573051,-1.235901,-1.50113,0
0.392038,1.237287,-0.70332,-0.259895,0
0.107964,-0.265234,0.186046,0.797852,0
0.021809,1.415046,-0.579007,-1.344719,0
0.426243,1.012262,-0.527708,-1.126174,0
1.116914,0.841201,-0.59414,0.701806,0
0.987627,-0.959714,0.901198,0.763989,0
1.225616,1.419274,-1.27429,-1.55898,0
1.228994,0.700121,-0.792215,0.536187,0
1.814835,1.455954,-1.341901,-1.498035,0
1.167764,-0.957941,0.602692,1.188792,0
0.308849,0.447228,0.207933,0.674714,0
1.150169,0.864484,-0.754035,0.50602,0
1.383055,-0.856713,0.227012,0.941307,0
1.108187,-0.081824,-0.087207,1.234358,0
1.483698,-1.150871,0.477589,0.447527,0
1.667777,0.347414,-0.784649,0.761528,0
0.997797,0.254998,-0.276332,0.535571,0
0.692348,-0.051143,0.379155,0.908677,0
0.454641,-1.08951,1.583924,-0.293129,0
1.535252,0.863069,-0.787829,0.400737,0
1.288817,1.409047,-1.237084,-1.424139,0
0.746787,0.245129,0.147262,0.695036,0
1.076059,1.133229,-1.028263,0.285603,0
0.030181,-0.883882,0.392686,0.098444,0
0.897998,0.911033,-0.419321,-0.500628,0
1.287761,0.595006,-0.747257,0.679642,0
0.471919,-0.458867,0.971989,1.18822,0
1.677665,-0.271934,-0.282694,1.129084,0
-0.311204,-0.560799,1.320234,0.375492,0
1.552354,1.054942,-1.009369,-0.133672,0
0.110734,0.912448,-0.057382,0.310847,0
1.649548,1.130774,-1.11161,-0.169382,0
1.120574,-0.966055,0.331829,0.228343,0
-0.13838,1.125132,0.011251,-1.304105,0
-1.084424,1.400235,-0.633319,-2.0374,0
-0.018966,-0.206685,-0.148653,0.35579,0
-0.490183,-0.312143,1.119373,-0.138623,0
0.856333,1.376951,-1.068254,-0.913151,0
0.205672,1.224946,-0.468443,-0.248182,0
-1.10779,1.624561,0.165157,-1.319484,0
1.193171,-0.857428,0.245116,0.815093,0
0.831313,0.033859,0.102327,0.749829,0
1.091613,0.815804,-0.514383,0.79539,0
-0.400931,1.159341,0.191222,-1.621163,0
1.309227,0.912448,-0.899214,-0.008686,0
0.17359,1.279967,-0.478189,-0.229089,0
0.488388,-1.431274,1.544351,0.368103,0
-1.013833,1.824189,-0.153627,-3.080372,0
1.109348,-0.855315,0.327651,0.683951,0
0.080294,1.318761,-0.391281,-0.224804,0
1.533879,-0.036689,-0.336391,1.278067,0
1.601655,1.095849,-0.91451,-0.043158,0
0.113883,0.188693,0.35251,0.534956,0
1.483663,0.973468,-0.775295,0.389038,0
-0.160928,0.895164,-0.142292,0.206793,0
0.148503,-0.326251,1.208454,0.314542,0
0.158089,-0.21515,1.070446,0.361332,0
1.269814,-1.076096,0.777302,1.108753,0
0.64076,1.052828,-0.382131,-0.989476,0
-0.017227,0.797106,-0.40182,0.298535,0
0.957293,-1.209062,1.20727,0.840952,0
0.690835,-0.287454,0.800767,1.251594,0
1.505305,0.026104,-0.387105,1.156795,0
1.259433,1.40199,-1.238082,-1.371812,0
0.783631,0.212335,0.130969,0.656245,0
1.230683,-0.011634,-0.329828,1.153701,0
-0.146554,1.15404,0.000295,-1.321341,0
0.988014,-0.257826,0.000899,1.136464,0
0.639282,0.281809,-0.242522,0.70242,0
-0.644269,0.238072,-0.647639,-0.382404,1
-0.015348,-0.351999,-0.331817,0.734436,1
-0.739492,-1.546957,1.507563,1.02812,1
-1.506843,-2.51019,3.315518,-0.04254,1
-1.408241,-1.727546,2.015888,1.02812,1
-0.955101,-0.379862,-0.014605,1.222692,1
-0.771339,0.139315,-0.912142,-0.496296,1
-0.46726,0.217618,-0.747257,-0.834922,1
-0.031789,-0.306499,-0.391081,0.637161,1
-0.499392,-1.463011,1.027484,0.827406,1
-1.001235,-1.884852,1.844458,0.256668,1
-0.689347,-1.393537,0.917909,0.85265,1
-0.368845,-0.343181,-0.398241,0.806475,1
-0.281095,0.16541,-1.170657,-0.889725,1
-2.23003,0.791822,-0.167349,-2.613046,1
-0.793614,0.141428,-0.49211,-0.552956,1
-0.425215,-0.647556,0.233186,1.106325,1
-0.792629,-1.867927,1.768283,0.509096,1
-1.412464,-2.531701,2.73422,-0.655182,1
-0.793755,-1.500749,0.944763,0.594677,1
-0.275127,-0.393617,-0.435431,0.865577,1
0.014057,0.245129,-1.370334,-1.35767,1
-1.352007,0.500493,-0.50285,-1.749862,1
-0.738965,-0.378803,0.006075,0.579285,1
-0.890281,-1.538844,1.211842,0.406893,1
-1.091673,-2.109161,1.790959,-0.257419,1
-0.31966,-1.069039,0.137514,0.925299,1
0.218693,-0.125561,-0.937395,0.619921,1
0.25712,0.32166,-1.471159,-1.38043,1
-1.728398,0.928674,-0.396849,-2.658612,1
-1.114652,-0.250068,0.241727,0.671024,1
-0.957071,-1.256327,1.022703,0.987487,1
-0.724255,-1.409048,0.756622,0.648241,1
0.026179,-0.246188,-0.784045,0.842185,1
0.424765,0.396793,-1.462223,-0.700129,1
0.134459,0.497306,-1.545547,-2.328604,1
-2.08459,1.22423,-0.414349,-2.278133,1
-1.287082,0.148485,-0.249483,0.157542,1
-0.878633,-0.585837,-0.04146,0.779383,1
-0.473978,-0.670482,-0.369802,0.598987,1
0.058684,0.001764,-1.087727,0.41305,1
0.168705,0.241242,-1.265726,-0.229708,1
-0.251215,0.196108,-1.110218,-0.820781,1
-1.422458,0.239129,-0.444977,-1.134173,1
-2.334509,1.151927,-0.322271,-1.195737,1
-1.663403,0.241958,-0.145074,0.092278,1
-1.217652,-0.338243,-0.16516,0.541113,1
-0.751387,-0.329426,-0.554954,0.314542,1
-0.378993,0.094163,-1.007977,0.078113,1
-0.456457,0.002122,-0.875145,0.048545,1
-0.879619,-0.148486,-0.43185,0.044879,1
-0.903337,-0.060313,-0.343949,-0.263609,1
-0.594897,-0.578781,0.342158,0.779997,1
-1.248021,-1.493692,2.168426,0.083065,1
-1.86124,-1.333932,2.224501,0.176011,1
-1.063345,0.331188,-0.40182,-0.041921,1
-0.066789,-0.07654,-0.65379,0.288683,1
-0.69181,-1.196363,1.225559,0.650703,1
-1.561106,-2.628344,3.778514,-1.013473,1
-1.566314,-1.744472,2.566364,-0.117055,1
-1.234051,-0.418306,0.229797,0.936998,1
-0.849039,0.222902,-0.639469,-0.661943,1
-0.303736,-0.352704,-0.314117,0.493088,1
-0.938773,-1.526145,1.414885,0.859421,1
-1.634477,-2.453755,3.150262,-0.093676,1
-1.492415,-1.707791,2.037752,0.877276,1
-1.064471,-0.345649,-0.027348,1.063235,1
-0.94377,0.199278,-0.880716,-0.704414,1
-0.660315,0.233487,-0.781678,-1.070133,1
-0.291335,-0.331189,-0.339772,0.354561,1
-0.688221,-1.459142,1.009984,0.516485,1
-1.147343,-1.868626,1.78063,0.099668,1
-0.760114,-1.354385,0.892262,0.707963,1
-0.484313,-0.320961,-0.380541,0.717814,1
-0.467823,0.184108,-1.161512,-1.073228,1
-2.363083,0.80839,-0.20235,-2.770647,1
-0.969423,0.211977,-0.556539,-0.725364,1
-0.624668,-0.681782,0.327651,0.856345,1
-0.947218,-1.917305,1.851027,0.158156,1
-1.520039,-2.517247,2.64551,-0.925436,1
-0.820148,-1.48488,0.9002,0.412435,1
-0.337888,-0.369986,-0.43026,0.76707,1
-0.149231,0.279337,-1.347263,-1.532507,1
-1.518913,0.507192,-0.538647,-1.851422,1
-0.90587,-0.356231,-0.017785,0.467848,1
-1.026184,-1.572712,1.262951,0.286217,1
-1.176586,-2.044272,1.628882,-0.382404,1
-0.367201,-1.009791,0.104323,0.853879,1
0.141644,-0.138958,-0.897821,0.537418,1
0.061081,0.346357,-1.43198,-1.568217,1
-1.872043,0.874711,-0.364434,-2.746031,1
-1.256397,-0.255711,0.284295,0.536803,1
-1.058911,-1.29195,1.092124,0.877895,1
-0.813567,-1.450313,0.800976,0.55712,1
-0.067257,-0.229963,-0.774715,0.776921,1
0.30343,0.402793,-1.449086,-0.81402,1
-0.061338,0.526231,-1.494044,-2.473301,1
-2.219332,1.23623,-0.388099,-2.309511,1
-1.370377,0.130861,-0.286872,0.080589,1
-0.990044,-0.573139,-0.062743,0.643932,1
-0.58983,-0.620404,-0.446368,0.467229,1
-0.081491,-0.000708,-1.086334,0.27329,1
0.057885,0.269111,-1.248039,-0.282083,1
-0.427094,0.22326,-1.086149,-0.908818,1
-1.609808,0.262412,-0.435431,-1.283774,1
-2.442929,1.167096,-0.270565,-1.307152,1
-1.736035,0.25677,-0.193799,0.011645,1
-1.318296,-0.310379,-0.195986,0.426596,1
-0.836124,-0.26347,-0.623756,0.174778,1
-0.419346,0.104407,-1.031466,-0.033921,1
-0.488353,0.010235,-0.862008,-0.001925,1
-0.932896,-0.077597,-0.493104,0.009169,1
-1.137596,0.007763,-0.422703,-0.438445,1
-0.808183,-0.47227,0.264613,0.613764,1
-1.41651,-1.389293,2.052073,0.017787,1
-1.954916,-1.233044,2.08589,0.062115,1
-1.308759,0.36047,-0.429663,-0.300509,1
-0.35278,-0.086068,-0.655183,0.031928,1
-0.980226,-1.151928,1.218596,0.53865,1
-1.731284,-2.592721,3.692985,-0.965478,1
-1.696622,-1.644657,2.45282,-0.125054,1
-1.335151,-0.38339,0.170542,0.853879,1
-0.508471,0.18341,-0.595115,-0.203235,1
-0.141997,-0.506835,0.001108,0.935769,1
-0.733757,-1.776209,1.790564,1.156795,1
-1.303058,-2.499264,3.286482,0.499863,1
-1.057046,-1.494408,1.764499,1.584078,1
-0.612422,-0.284633,-0.14746,1.412908,1
-0.738085,0.232788,-0.851285,-0.490772,1
-0.346203,0.160825,-0.70708,-0.590523,1
-0.077215,-0.446171,-0.120813,0.708577,1
-0.424606,-1.597034,1.182412,0.739364,1
-0.799808,-1.876739,1.820598,0.517718,1
-0.375376,-1.201664,0.734549,1.271925,1
-0.151204,-0.22044,-0.473217,0.928379,1
-0.253612,0.21409,-1.154549,-0.95129,1
-1.996792,0.801691,-0.370598,-2.699227,1
-0.660984,0.037745,-0.434038,-0.226661,1
-0.384064,-0.80522,0.537053,1.04228,1
-0.696279,-2.057669,1.907311,-0.01978,1
-1.171624,-2.376525,2.441075,-0.744457,1
-0.439354,-1.305705,0.694975,0.720275,1
0.02411,-0.216208,-0.598109,0.757833,1
0.109608,0.292036,-1.346659,-1.404474,1
-1.178275,0.363283,-0.430459,-1.352719,1
-0.642017,-0.562554,0.210719,0.55712,1
-0.781122,-1.710962,1.320234,-0.009305,1
-0.76219,-1.909891,1.4672,-0.250039,1
0.041962,-0.917733,0.071295,1.091517,1
0.562075,-0.011992,-1.023504,0.568818,1
0.279466,0.359397,-1.402155,-1.295487,1
-1.639368,0.741029,-0.287668,-2.07311,1
-1.044553,-0.459573,0.455516,0.568203,1
-0.768102,-1.406934,1.091126,0.635314,1
-0.342304,-1.208363,0.474015,0.592215,1
0.397422,-0.174941,-0.781678,0.879123,1
0.689005,0.448984,-1.4823,-0.812782,1
0.162361,0.486022,-1.448482,-2.094631,1
-2.081318,1.066924,-0.259825,-1.828662,1
-1.167261,-0.025747,-0.164367,0.346558,1
-0.651412,-0.711764,0.027939,0.862502,1
-0.001913,-0.489553,-0.57346,0.720275,1
0.407029,0.049387,-1.048154,0.511562,1
0.460553,0.300149,-1.255792,-0.251896,1
-0.23482,0.224675,-1.036224,-0.755503,1
-1.427455,0.353414,-0.407588,-1.291773,1
-2.318075,1.023903,-0.181271,-0.987,1
-1.531089,0.126616,-0.141296,0.195099,1
-0.934339,-0.368223,-0.194396,0.594062,1
-0.325909,-0.175294,-0.702322,0.296687,1
-0.059318,0.082539,-0.983931,0.281908,1
-0.188644,-0.017633,-0.838937,0.297301,1
-0.721862,-0.141429,-0.406792,0.281908,1
-0.801814,-0.113919,-0.261218,0.056592,1
-0.602569,-0.738217,0.737125,0.794157,1
-1.173841,-1.632658,2.421788,0.16616,1
-1.692997,-1.267968,2.214567,0.373031,1
-0.875044,0.326603,-0.509014,-0.010543,1
-0.086235,-0.208095,-0.443186,0.57005,1
-0.760677,-1.493692,1.752778,0.891436,1
-1.341802,-2.675252,3.836586,-0.400259,1
-1.253124,-1.5399,2.319176,0.527568,1
-0.899008,-0.337185,0.127974,1.211599,1
-0.775386,0.257469,-0.606256,-0.565287,1
-0.153083,-0.304031,-0.370002,0.571281,1
-0.744525,-1.488766,1.332767,1.201743,1
-1.381356,-2.402621,3.010652,0.273904,1
-1.249077,-1.798435,2.098818,1.029968,1
-0.887783,-0.410194,0.07111,1.397529,1
-0.748607,0.14707,-0.831185,-0.350408,1
-0.60468,0.229959,-0.734538,-0.98519,1
-0.185074,-0.260649,-0.400627,0.501711,1
-0.514805,-1.416462,0.958086,0.948082,1
-0.929729,-1.879909,1.764314,0.432138,1
-0.530711,-1.403406,0.918512,0.950544,1
-0.33211,-0.367871,-0.319686,0.930841,1
-0.280624,0.191165,-1.132476,-0.757979,1
-2.404044,0.771368,-0.072886,-2.583478,1
-0.944438,0.237015,-0.529497,-0.812163,1
-0.569948,-0.541044,0.20097,0.93515,1
-0.788723,-1.829832,1.696888,0.464153,1
-1.344266,-2.541587,2.705578,-0.727792,1
-0.649019,-1.539202,0.985915,0.716585,1
-0.227916,-0.444054,-0.301986,1.137083,1
0.019085,0.280394,-1.342899,-1.247445,1
-1.495723,0.548457,-0.475404,-2.018307,1
-0.840769,-0.292391,-0.034891,0.390886,1
-0.919278,-1.426689,1.076202,0.468462,1
-0.97252,-2.024159,1.642808,-0.324554,1
-0.151533,-1.01049,0.09237,1.004109,1
0.323066,-0.147071,-0.868368,0.757833,1
0.280521,0.335773,-1.444908,-1.340434,1
-1.922717,0.951242,-0.355484,-3.005238,1
-1.236444,-0.223967,0.303188,0.454302,1
-0.961541,-1.21859,0.98234,1.004109,1
-0.588633,-1.442558,0.793201,0.551579,1
0.114446,-0.277931,-0.707498,0.966551,1
0.438524,0.389378,-1.378086,-0.572049,1
0.07137,0.559042,-1.53501,-2.347078,1
-2.285067,1.256684,-0.425685,-2.465302,1
-1.390611,0.162598,-0.288462,-0.008067,1
-0.868252,-0.567855,-0.055571,0.741211,1
-0.398063,-0.628875,-0.404406,0.508481,1
0.111673,-0.001066,-1.046181,0.469695,1
0.144885,0.26594,-1.167082,-0.097343,1
-0.348456,0.22009,-1.092299,-0.764121,1
-1.448217,0.221845,-0.485347,-1.051659,1
-2.528862,1.17521,-0.338778,-1.206212,1
-1.763272,0.260639,-0.169536,0.116289,1
-1.20421,-0.274404,-0.219851,0.600219,1
-0.672772,-0.303326,-0.59414,0.336087,1
-0.316795,0.070897,-1.016333,0.070733,1
-0.459979,-0.045859,-0.834179,0.195713,1
-0.899853,-0.126277,-0.453328,0.180934,1
-0.966995,0.027518,-0.433045,-0.230946,1
-0.653488,-0.496253,0.223043,0.755371,1
-1.238802,-1.458784,2.122075,0.142762,1
-1.818203,-1.380839,2.318781,0.055973,1
-1.16712,0.336471,-0.368212,0.011645,1
-0.165344,-0.067728,-0.651399,0.20495,1
-0.754519,-1.142059,1.117168,0.756604,1
-1.49699,-2.55287,3.611656,-0.530196,1
-1.461026,-1.777982,2.54508,0.112595,1
-1.172785,-0.430652,0.280117,1.223311,1
-0.498171,0.148843,-0.610828,-0.178619,1
-0.213495,-0.529061,-0.003673,0.916681,1
-0.835631,-1.807963,1.800498,1.015188,1
-1.409367,-2.456925,3.13116,0.343477,1
-1.205336,-1.457012,1.683774,1.433858,1
-0.803045,-0.274757,-0.144875,1.242976,1
-0.950632,0.234203,-0.848082,-0.605902,1
-0.331452,0.161183,-0.744681,-0.509246,1
-0.102207,-0.513193,-0.091385,0.799699,1
-0.472099,-1.674639,1.24942,0.730127,1
-0.857906,-1.924345,1.841882,0.518333,1
-0.481962,-1.197079,0.728584,1.227597,1
-0.29622,-0.235254,-0.446767,0.880971,1
-0.440203,0.248657,-1.175833,-1.078132,1
-1.855539,0.810162,-0.380741,-2.564385,1
-0.60278,0.036688,-0.434835,-0.097962,1
-0.384912,-0.877524,0.558941,1.130941,1
-0.775949,-2.162784,2.047315,0.089207,1
-1.210474,-2.413546,2.450429,-0.461204,1
-0.540494,-1.322989,0.734943,0.894517,1
-0.111086,-0.261002,-0.552369,0.771379,1
-0.111508,0.308961,-1.354435,-1.515271,1
-1.112048,0.340716,-0.438613,-1.16436,1
-0.587894,-0.615819,0.26004,0.813245,1
-0.801497,-1.801606,1.458056,0.249893,1
-0.805544,-1.964553,1.480523,0.102129,1
-0.095067,-0.900091,-0.005275,1.213455,1
0.377927,0.006349,-1.034251,0.509096,1
0.086259,0.374566,-1.384863,-1.404474,1
-1.557903,0.666611,-0.197378,-1.783715,1
-0.993599,-0.461337,0.375186,0.930227,1
-0.785204,-1.481352,1.224956,0.995491,1
-0.402011,-1.275383,0.615225,0.997338,1
0.206095,-0.139674,-0.858225,0.850189,1
0.476388,0.487079,-1.516511,-0.973477,1
-0.056453,0.503663,-1.466192,-2.203618,1
-1.970575,1.0433,-0.314117,-1.574407,1
-1.103743,-0.049371,-0.130359,0.523873,1
-0.677101,-0.705764,0.048224,0.993024,1
-0.157875,-0.50225,-0.542623,0.876662,1
0.160531,0.058199,-1.044974,0.510943,1
0.221684,0.302263,-1.289795,-0.355312,1
-0.450724,0.206335,-1.023296,-0.831875,1
-1.545939,0.359056,-0.407588,-1.287488,1
-2.222429,0.977695,-0.195389,-0.820781,1
-1.480943,0.10122,-0.130956,0.41982,1
-1.004156,-0.36928,-0.161581,0.766456,1
-0.44659,-0.19046,-0.705293,0.475852,1
-0.259721,0.124503,-0.968612,0.254821,1
-0.364664,-0.03386,-0.823433,0.200637,1
-0.893694,-0.126277,-0.448157,0.173549,1
-0.871947,-0.118504,-0.281304,0.047926,1
-0.702332,-0.704707,0.664152,0.700573,1
-1.28944,-1.557184,2.378036,0.116904,1
-1.856736,-1.178739,2.090672,0.314542,1
-0.967171,0.297337,-0.486143,-0.026541,1
-0.193859,-0.224673,-0.413952,0.539266,1
-0.858751,-1.472897,1.768283,0.614995,1
-1.453284,-2.659025,3.755838,-0.679179,1
-1.419889,-1.4422,2.118106,0.33424,1
-1.077632,-0.296976,0.09237,1.030582,1
-0.443303,0.177052,-0.622967,-0.130005,1
-0.040717,-0.496959,-0.07031,0.989334,1
-0.661265,-1.765982,1.729313,1.028734,1
-1.258402,-2.5497,3.314334,0.252354,1
-1.045504,-1.513805,1.719356,1.295351,1
-0.633325,-0.296271,-0.114249,1.319967,1
-0.753111,0.236316,-0.854256,-0.47906,1
-0.300305,0.16824,-0.738902,-0.483392,1
-0.020187,-0.468038,-0.142092,0.922223,1
-0.347424,-1.678167,1.23431,0.921604,1
-0.715704,-1.961025,1.858384,0.606375,1
-0.282879,-1.274326,0.78387,1.303969,1
-0.10996,-0.28957,-0.434238,1.029353,1
-0.247883,0.22926,-1.149791,-0.903295,1
-1.954001,0.805577,-0.335993,-2.537293,1
-0.643389,0.066653,-0.427674,-0.14229,1
-0.398534,-0.903279,0.632122,1.283638,1
-0.673441,-2.121519,1.977499,0.328084,1
-1.090406,-2.511605,2.61608,-0.341171,1
-0.373215,-1.40165,0.786052,1.093993,1
0.029653,-0.283574,-0.519554,1.02504,1
0.073907,0.313904,-1.362767,-1.360146,1
-1.202028,0.387981,-0.461285,-1.320103,1
-0.667388,-0.595365,0.240938,0.804627,1
-0.754413,-1.825945,1.52627,0.350867,1
-0.700608,-2.011819,1.557674,0.052878,1
0.10928,-0.97064,0.050012,1.317491,1
0.557395,-0.021162,-1.010971,0.667329,1
0.256979,0.339301,-1.381475,-1.273918,1
-1.689267,0.70682,-0.191611,-2.035543,1
-1.064717,-0.507534,0.579621,0.937616,1
-0.787667,-1.489107,1.23113,1.123561,1
-0.405534,-1.301836,0.564511,1.054617,1
0.353329,-0.213738,-0.794792,1.056426,1
0.619541,0.447927,-1.479329,-0.730268,1
0.10693,0.499436,-1.438154,-2.130341,1
-2.136284,1.057413,-0.29403,-1.820044,1
-1.215119,-0.02469,-0.153228,0.351481,1
-0.740513,-0.683896,0.043257,0.906215,1
-0.197287,-0.52376,-0.545208,0.842799,1
0.276615,0.029973,-1.066049,0.628539,1
0.357657,0.287093,-1.265726,-0.192808,1
-0.296406,0.200335,-1.011574,-0.713032,1
-1.523347,0.322716,-0.397048,-1.251159,1
-2.393487,1.037659,-0.225818,-0.966097,1
-1.610512,0.145315,-0.165957,0.224648,1
-1.097972,-0.344239,-0.181271,0.596524,1
-0.52406,-0.192224,-0.718221,0.34471,1
-0.257701,0.094521,-1.009369,0.252354,1
-0.328397,-0.025389,-0.8459,0.243122,1
-0.852241,-0.157307,-0.390684,0.233885,1
-0.834927,-0.059955,-0.31372,0.033166,1
-0.658485,-0.645102,0.610049,0.829867,1
-1.274308,-1.618903,2.430143,0.291759,1
-1.798285,-1.293007,2.22153,0.408126,1
-0.866458,0.328017,-0.471625,0.007931,1
-0.058896,-0.202804,-0.481967,0.58421,1
-0.771586,-1.429161,1.643203,0.719661,1
-1.418939,-2.655855,3.761803,-0.619472,1
-1.334377,-1.561769,2.331291,0.295454,1
-0.984132,-0.345649,0.1244,1.108182,1
-0.919841,0.248299,-0.608855,-0.700129,1
-0.296737,-0.354116,-0.310339,0.525105,1
-0.959112,-1.564598,1.523067,1.005956,1
-1.567757,-2.509491,3.301011,0.11198,1
-1.345005,-1.727887,2.073566,1.034891,1
-0.858047,-0.411959,-0.015,1.355058,1
-0.753076,0.148843,-0.876329,-0.551099,1
-0.729252,0.244771,-0.725973,-1.12984,1
-0.299179,-0.272287,-0.402417,0.395809,1
-0.711341,-1.453841,1.022308,0.717814,1
-1.066195,-1.921175,1.948858,0.433985,1
-0.688502,-1.431973,1.011771,0.983173,1
-0.339391,-0.344239,-0.374973,1.063806,1
-0.325346,0.157297,-1.170077,-0.908818,1
-2.467175,0.831673,-0.125984,-3.019998,1
-1.019041,0.143542,-0.469636,-0.79307,1
-0.645113,-0.654272,0.259437,0.85265,1
-0.969775,-1.918004,1.818602,0.187095,1
-1.465213,-2.538757,2.688681,-0.710556,1
-0.750437,-1.540616,1.019523,0.647013,1
-0.246426,-0.437705,-0.421907,0.991796,1
-0.035361,0.236657,-1.370728,-1.342863,1
-1.633808,0.478267,-0.438414,-1.916081,1
-0.966995,-0.444407,0.135936,0.353942,1
-1.026571,-1.597392,1.276274,0.260358,1
-1.124259,-2.119047,1.77007,-0.363311,1
-0.279402,-1.085982,0.164577,1.016421,1
0.203385,-0.173883,-0.869969,0.770765,1
0.187683,0.327301,-1.468977,-1.400142,1
-1.984229,0.909618,-0.307952,-2.908583,1
-1.32104,-0.332247,0.363047,0.353328,1
-1.055251,-1.314535,1.071049,0.589752,1
-0.713945,-1.447842,0.782478,0.118137,1
0.095423,-0.298388,-0.738902,0.739364,1
0.457245,0.346357,-1.424831,-0.623757,1
0.087294,0.499078,-1.534406,-2.339079,1
-2.382402,1.254911,-0.321078,-2.662898,1
-1.491711,0.086067,-0.166353,0.049783,1
-0.926069,-0.689896,0.073686,0.782463,1
-0.461858,-0.704707,-0.336391,0.614995,1
0.10801,-0.032803,-1.066258,0.498016,1
0.193272,0.255713,-1.245649,-0.247563,1
-0.275408,0.216562,-1.11479,-0.948242,1
