Length,Diameter,Height,Whole_weight,Shucked_weight,Viscera_weight,Shell_weight,Class
-1.575026,-1.592329,-1.543155,-1.318905,-1.302677,-1.246856,-1.321484,0
-1.575026,-1.592329,-1.543155,-1.311763,-1.194444,-1.30162,-1.396955,0
-1.533366,-1.592329,-1.543155,-1.327068,-1.320716,-1.233165,-1.393362,0
-1.533366,-1.592329,-1.662734,-1.237274,-1.151602,-1.260547,-1.321484,0
-1.283404,-1.189002,-1.064838,-1.183193,-1.149347,-1.119073,-1.235231,0
-1.283404,-1.289833,-1.064838,-1.106663,-0.941901,-1.018673,-1.145385,0
-1.241744,-1.289833,-1.184418,-1.25258,-1.241796,-1.100819,-1.321484,0
-0.950122,-0.987338,-1.184418,-0.999521,-0.921607,-1.014109,-1.069914,0
-0.950122,-1.037754,-1.184418,-0.96993,-0.912588,-0.968473,-0.998036,0
-0.950122,-0.987338,-1.184418,-1.010746,-0.883275,-1.091691,-1.062726,0
-0.908462,-0.785674,-1.184418,-0.957685,-0.853962,-0.909145,-1.069914,0
-0.866801,-0.886506,-0.586522,-0.924012,-0.858472,-0.808744,-0.998036,0
-0.866801,-0.936922,-0.945259,-0.990338,-0.912588,-0.922836,-1.069914,0
-0.825141,-0.684842,-0.945259,-0.911767,-0.88102,-0.772235,-0.998036,0
-0.825141,-0.936922,-0.945259,-0.921971,-0.878765,-0.991291,-0.962098,0
-0.783481,-0.83609,-0.945259,-0.947481,-0.910333,-0.895454,-0.962098,0
-0.783481,-0.83609,-1.184418,-0.824013,-0.642006,-0.854381,-1.033975,0
-0.74182,-0.83609,-0.466943,-0.876053,-0.8021,-1.091691,-0.90819,0
-0.74182,-0.684842,-0.586522,-0.890339,-0.797591,-0.936527,-0.893814,0
-0.70016,-0.634426,-0.227785,-0.774014,-0.678083,-0.886327,-0.753654,0
-0.70016,-0.83609,-1.184418,-0.977073,-0.953175,-1.036928,-0.962098,0
-0.6585,-0.735258,-0.706101,-0.802585,-0.707397,-0.649016,-0.857876,0
-0.6585,-0.584011,-0.227785,-0.835238,-0.856217,-0.785926,-0.857876,0
-0.61684,-0.483179,-0.227785,-0.715851,-0.759258,-0.489288,-0.73209,0
-0.61684,-0.533595,-0.82568,-0.784218,-0.7322,-0.799617,-0.757247,0
-0.61684,-0.634426,-0.706101,-0.732178,-0.558576,-0.868072,-0.901002,0
-0.61684,-0.735258,-0.82568,-0.779116,-0.567596,-0.251978,-0.861469,0
-0.575179,-0.533595,-0.347364,-0.604628,-0.605928,-0.498415,-0.663807,0
-0.575179,-0.331931,-0.466943,-0.677076,-0.558576,-0.685526,-0.785998,0
-0.533519,-0.483179,-0.945259,-0.745443,-0.572105,-0.799617,-0.89022,0
-0.533519,-0.634426,-0.82568,-0.775034,-0.73671,-0.785926,-0.807562,0
-0.491859,-0.432763,-0.586522,-0.7383,-0.576615,-0.804181,-0.904596,0
-0.491859,-0.382347,-0.586522,-0.601567,-0.443579,-0.753981,-0.688964,0
-0.491859,-0.634426,-0.706101,-0.79034,-0.829158,-0.822435,-0.854282,0
-0.491859,-0.584011,-0.347364,-0.707688,-0.58338,-0.680962,-0.929753,0
-0.450198,-0.432763,-0.466943,-0.442385,-0.145939,-0.27936,-0.710527,0
-0.450198,-0.432763,-0.466943,-0.503609,-0.312798,-0.808744,-0.667401,0
-0.408538,-0.382347,-0.347364,-0.595445,-0.619457,-0.539488,-0.63865,0
-0.366878,-0.331931,-0.586522,-0.310754,-0.175252,-0.676398,-0.494895,0
-0.366878,-0.231099,0.130953,-0.385243,-0.301523,-0.366069,-0.584742,0
-0.366878,-0.483179,-0.945259,-0.795442,-0.745729,-0.744853,-0.89022,0
-0.366878,-0.432763,-0.466943,-0.463813,-0.213584,-0.580561,-0.710527,0
-0.325218,-0.382347,-0.586522,-0.714831,-0.720926,-0.776799,-0.789592,0
-0.283557,-0.231099,-0.347364,-0.366876,-0.177507,-0.51667,-0.498489,0
-0.241897,-0.079851,-0.108206,-0.446467,-0.393972,-0.338687,-0.681776,0
-0.200237,-0.180683,-0.108206,-0.345448,-0.20231,-0.247414,-0.59193,0
-0.200237,-0.231099,-0.108206,-0.380141,-0.179761,-0.471034,-0.613493,0
-0.158577,-0.180683,-0.227785,-0.315856,-0.193291,-0.361506,-0.4338,0
-0.158577,-0.180683,0.250532,-0.293407,0.011901,-0.452779,-0.595523,0
-0.158577,-0.533595,-0.347364,-0.464834,-0.493186,-0.548616,-0.387079,0
-0.116916,-0.180683,-0.108206,-0.121981,0.153957,-0.320433,-0.351141,0
-0.116916,-0.331931,-0.945259,-0.510752,-0.547302,-0.530361,-0.458957,0
-0.116916,-0.029435,-0.108206,-0.121981,0.027685,-0.201777,-0.423018,0
-0.116916,0.02098,0.130953,-0.066879,0.122389,0.008151,-0.311608,0
-0.075256,0.222644,0.011373,0.010671,0.034449,0.177006,-0.063631,0
-0.075256,-0.180683,0.370111,-0.237286,0.045724,-0.398015,-0.602711,0
0.008065,0.071396,0.011373,-0.213816,-0.05349,-0.069431,-0.458957,0
0.008065,-0.079851,0.011373,-0.19647,-0.114371,-0.210905,-0.494895,1
0.049725,0.172228,0.250532,0.042303,-0.141429,0.469081,-0.264888,0
0.049725,-0.029435,-0.347364,-0.361774,-0.396227,-0.183523,-0.379892,0
0.091385,-0.079851,-0.108206,-0.014839,0.153957,0.140497,-0.243325,0
0.091385,0.222644,0.011373,-0.229122,-0.333091,-0.19265,-0.167853,0
0.091385,0.27306,0.011373,0.092302,0.063762,0.441699,-0.139103,0
0.216366,0.373892,0.370111,0.330055,0.832667,-0.023795,-0.149884,0
0.216366,0.222644,0.011373,-0.037288,0.038959,-0.178959,0.259816,0
0.299687,0.474724,0.48969,0.282096,0.420029,0.240898,0.252629,0
0.341347,-0.079851,-0.227785,-0.267897,-0.233878,-0.128759,-0.423018,0
0.383007,0.424308,0.370111,0.747397,0.916096,0.6927,0.403571,1
0.383007,0.424308,0.370111,0.744335,0.692866,0.26828,0.748582,1
0.383007,0.474724,0.250532,0.567807,0.814628,0.679009,0.223878,0
0.383007,0.373892,0.011373,0.479032,0.753747,0.354989,0.008246,0
0.383007,0.52514,0.728848,0.152506,0.217092,0.117679,-0.178635,0
0.424667,0.676387,0.48969,0.582092,0.613946,0.856992,0.367632,0
0.424667,0.52514,0.48969,0.559644,0.805608,0.36868,0.072935,0
0.466328,0.52514,0.250532,0.585154,0.893548,0.409753,0.367632,0
0.466328,0.52514,0.968006,0.454543,0.226112,0.720082,0.267004,0
0.466328,0.474724,0.250532,0.373932,0.627475,0.281971,0.320912,1
0.466328,0.424308,0.130953,0.629031,0.898057,0.359553,0.367632,0
0.466328,0.827635,-0.227785,0.621888,1.022074,0.6927,-0.013317,0
0.549648,0.575556,0.370111,0.62699,0.744727,0.738337,0.259816,1
0.549648,0.625971,0.48969,0.769845,0.539536,0.564918,0.504199,0
0.549648,0.474724,0.130953,0.478012,0.70414,0.583172,0.080123,0
0.591308,0.424308,0.250532,0.582092,1.024329,0.364117,0.080123,1
0.591308,0.52514,0.011373,0.358626,0.478655,0.263716,0.090905,0
0.591308,0.474724,0.250532,0.439237,0.715414,0.364117,0.223878,0
0.674629,0.827635,0.250532,0.623929,0.753747,0.765719,0.403571,0
0.674629,0.676387,0.370111,0.67801,0.958938,0.5923,0.259816,0
0.674629,0.625971,0.609269,0.821885,1.096484,0.7429,0.385602,1
0.716289,0.625971,0.250532,0.681071,0.92737,0.706391,0.500605,1
0.716289,0.676387,0.370111,0.692295,0.877764,0.532972,0.651548,1
0.75795,0.726803,0.48969,0.864742,1.017564,0.720082,0.655142,0
0.79961,1.029299,0.968006,1.025965,1.058152,0.870683,1.07203,1
0.84127,0.726803,0.728848,1.068821,1.191188,0.888938,0.906712,1
0.84127,0.827635,0.848427,1.028005,0.952174,0.825046,1.194221,1
0.84127,0.676387,0.848427,0.642296,0.523752,0.610554,0.791709,1
0.84127,0.928467,0.609269,0.93719,0.963448,1.121684,0.547326,0
0.84127,0.777219,1.446323,1.124943,1.01531,1.107993,1.165471,0
0.88293,0.777219,0.370111,0.916782,1.252069,0.861556,0.511387,0
0.88293,0.878051,0.609269,0.976986,1.0807,0.943702,0.547326,1
0.88293,0.726803,0.250532,0.713723,0.717669,0.615118,0.608421,0
0.924591,0.827635,0.848427,1.114739,1.188933,0.820483,1.122344,1
0.924591,1.180547,1.087585,1.179024,1.464025,1.089739,0.974996,1
0.966251,0.978883,0.370111,1.170861,1.558729,0.774846,0.69108,1
0.966251,0.928467,0.728848,1.405552,1.504612,1.327049,1.222972,1
0.966251,0.928467,0.848427,1.153514,0.604927,1.007593,1.158283,1
1.007911,0.928467,0.370111,0.799437,1.150601,0.50559,0.572483,1
1.007911,1.130131,0.848427,1.647386,1.892447,1.473086,1.38829,1
1.007911,1.130131,0.848427,1.494326,1.576767,1.596305,1.158283,0
1.007911,0.978883,0.609269,1.232085,1.464025,1.162757,0.698268,0
1.007911,0.928467,0.848427,1.04025,1.23403,1.080611,0.791709,1
1.007911,0.928467,0.48969,0.852497,0.848451,1.336176,0.43951,1
1.007911,1.079715,0.250532,0.78209,0.701885,0.227207,1.050467,1
1.049571,0.878051,0.48969,0.969843,0.949919,1.199267,0.96062,0
1.049571,1.130131,1.685481,1.734119,1.385105,1.162757,1.589547,1
1.049571,1.180547,1.087585,1.618815,1.376086,1.295104,1.711738,1
1.091232,0.52514,0.48969,1.357593,1.488828,1.372686,-0.405049,0
1.091232,1.029299,0.848427,1.681059,2.2194,1.422886,1.179846,1
1.132892,0.978883,1.087585,1.42698,1.491083,1.112557,1.45298,1
1.132892,0.878051,1.326744,1.630039,1.058152,1.632814,1.76924,1
1.132892,0.676387,0.968006,1.103515,1.270108,1.034975,0.69108,0
1.216213,1.180547,0.609269,1.591264,1.455005,1.222085,1.161877,1
1.257873,1.63429,2.044218,1.547387,1.712058,1.085175,1.409853,1
1.257873,1.583874,1.326744,2.058605,1.827056,1.651069,2.258006,1
1.299533,1.281378,1.087585,1.588203,1.646668,1.285976,1.86268,1
1.382854,1.180547,0.848427,1.779017,2.102148,1.655633,1.194221,0
1.382854,0.978883,1.446323,2.129013,2.406553,2.016162,1.733301,1
1.424514,1.281378,0.848427,2.060646,2.002934,1.965962,1.898619,1
1.507835,1.281378,0.968006,1.747385,1.504612,2.185017,1.190628,1
1.549495,1.583874,1.565902,2.794311,2.943207,3.120568,2.218473,1
1.591155,1.583874,0.848427,2.293296,1.827056,2.171327,1.255317,1
1.591155,1.180547,1.087585,1.492286,1.380595,1.847307,1.194221,1
1.757796,1.936785,1.924639,3.522874,3.491136,2.367564,2.595829,1
-2.824834,-2.802311,-2.260629,-1.632167,-1.566495,-1.580003,-1.648526,0
-2.741514,-2.751895,-2.380208,-1.625024,-1.55973,-1.602822,-1.648526,0
-2.699853,-2.550231,-2.380208,-1.602575,-1.550711,-1.566312,-1.666495,0
-2.491552,-2.449399,-2.021471,-1.570943,-1.498849,-1.534367,-1.608993,0
-2.283251,-2.298152,-1.782313,-1.551556,-1.510123,-1.506985,-1.555085,0
-2.15827,-2.146904,-2.021471,-1.519923,-1.456007,-1.48873,-1.537116,0
-2.074949,-2.146904,-1.782313,-1.475026,-1.377087,-1.465912,-1.515553,0
-1.991629,-1.894824,-1.782313,-1.495434,-1.437968,-1.461348,-1.501178,0
-1.866648,-1.894824,-1.423576,-1.43523,-1.372578,-1.406584,-1.436488,0
-1.741667,-1.743577,-2.021471,-1.38319,-1.327481,-1.40202,-1.436488,0
-1.700007,-1.844408,-1.303997,-1.402578,-1.316206,-1.379202,-1.425706,0
-1.533366,-1.441081,-1.423576,-1.28013,-1.214738,-1.21491,-1.321484,0
-1.283404,-1.289833,-0.945259,-1.240335,-1.095231,-1.406584,-1.260389,0
-1.241744,-1.289833,-1.423576,-1.212784,-1.11327,-1.233165,-1.235231,0
-1.241744,-1.340249,-0.945259,-1.216866,-1.095231,-1.265111,-1.249607,0
-1.158423,-1.189002,-1.423576,-1.184213,-1.070428,-1.196656,-1.249607,0
-1.033442,-0.886506,-1.064838,-0.981154,-0.745729,-1.16471,-1.091477,0
-0.950122,-1.08817,-0.945259,-1.115847,-1.054644,-1.128201,-1.087883,0
-0.950122,-0.83609,-0.945259,-1.029113,-1.025331,-0.991291,-0.95491,0
-0.866801,-1.08817,-0.82568,-1.04646,-1.054644,-1.009546,-0.972879,0
-0.866801,-0.886506,-0.706101,-0.951563,-0.835923,-1.068873,-0.962098,0
-0.866801,-0.987338,-1.064838,-1.121969,-1.054644,-1.182965,-1.084289,0
-0.825141,-0.83609,-0.586522,-0.939318,-0.890039,-0.858945,-0.965692,0
-0.74182,-0.785674,-0.706101,-0.848503,-0.693867,-0.772235,-1.026787,0
-0.74182,-0.634426,-0.586522,-0.838299,-0.619457,-0.9776,-0.95491,0
-0.70016,-0.785674,-0.706101,-0.935236,-0.923862,-0.881763,-0.854282,0
-0.6585,-0.634426,-0.82568,-0.856666,-0.865236,-0.722035,-0.875845,0
-0.6585,-0.684842,0.130953,-0.805646,-0.743474,-0.822435,-0.782404,0
-0.6585,-0.735258,-0.706101,-0.852584,-0.725435,-0.795053,-0.933347,0
-0.61684,-0.432763,-0.347364,-0.748504,-0.65779,-0.749417,-0.771623,0
-0.61684,-0.785674,-0.82568,-0.933196,-0.779552,-0.931963,-1.016006,0
-0.61684,-0.785674,-0.945259,-0.852584,-0.743474,-0.735726,-1.012412,0
-0.61684,-0.785674,-0.706101,-0.939318,-0.899059,-0.84069,-0.983661,0
-0.533519,-0.584011,-0.586522,-0.843401,-0.808865,-0.753981,-0.872251,0
-0.450198,-0.483179,-0.82568,-0.581159,-0.402992,-0.375197,-0.789592,0
-0.450198,-0.281515,-0.347364,-0.702586,-0.669064,-0.667271,-0.696152,0
-0.408538,-0.584011,-0.706101,-0.759728,-0.691613,-0.744853,-0.782404,0
-0.408538,-0.584011,-0.945259,-0.76381,-0.644261,-0.635325,-0.89022,0
-0.366878,-0.281515,-0.347364,-0.416875,-0.089567,-0.658144,-0.520052,0
-0.283557,0.575556,-0.347364,-0.625036,-0.560831,-0.461906,-0.703339,0
-0.200237,-0.331931,0.011373,-0.569935,-0.502205,-0.626198,-0.577554,0
-0.200237,-0.331931,-0.466943,-0.585241,-0.651025,-0.589689,-0.494895,0
-0.200237,-0.281515,-0.347364,-0.632179,-0.49995,-0.612507,-0.753654,0
-0.200237,-0.180683,-0.347364,-0.627077,-0.49995,-0.580561,-0.775217,0
-0.158577,-0.180683,-0.347364,-0.580139,-0.511225,-0.27936,-0.706933,0
-0.116916,-0.079851,-0.347364,-0.579118,-0.443579,-0.598816,-0.721309,0
-0.116916,-0.079851,-0.347364,-0.553608,-0.441324,-0.557743,-0.620681,0
-0.116916,-0.281515,-0.586522,-0.639322,-0.651025,-0.612507,-0.523646,0
-0.075256,-0.231099,-0.347364,-0.443406,-0.188781,-0.493852,-0.63865,0
-0.033596,-0.079851,0.130953,-0.106675,-0.030941,0.035533,-0.387079,0
-0.033596,-0.281515,-0.108206,-0.590343,-0.585635,-0.434524,-0.588336,0
-0.033596,-0.281515,-0.347364,-0.559731,-0.321817,-0.46647,-0.516458,0
-0.033596,0.52514,0.250532,0.388217,0.737963,0.163315,0.108874,0
0.008065,-0.079851,0.011373,-0.464834,-0.436814,-0.475597,-0.397861,0
0.008065,-0.130267,-0.466943,-0.450548,-0.28123,-0.375197,-0.706933,0
0.049725,-0.079851,-0.347364,-0.432181,-0.362404,-0.489288,-0.351141,0
0.091385,-0.180683,-0.347364,-0.468915,-0.450344,-0.288487,-0.502083,0
0.133045,0.121812,0.011373,-0.331162,-0.211329,-0.388888,-0.354734,1
0.174706,-0.180683,-0.108206,-0.092389,0.284738,0.008151,-0.595523,0
0.174706,0.02098,-0.466943,-0.073002,0.336599,-0.366069,-0.351141,0
0.174706,0.071396,0.011373,-0.0179,0.460616,-0.489288,-0.149884,0
0.216366,0.071396,-0.108206,-0.029125,0.305032,0.04466,-0.458957,0
0.216366,0.222644,0.250532,0.022915,0.160721,0.13137,-0.113946,0
0.216366,0.172228,0.250532,0.005569,0.232876,-0.037486,-0.160666,1
0.299687,0.222644,0.130953,0.144343,0.47189,-0.028358,-0.03488,0
0.299687,0.373892,0.48969,0.13822,0.273464,0.336735,-0.124727,0
0.299687,0.323476,0.370111,-0.384223,-0.105351,-0.037486,0.044185,0
0.299687,0.071396,0.130953,0.047405,0.318561,0.072042,-0.243325,0
0.341347,0.474724,0.250532,0.26679,0.438068,0.537536,-0.063631,0
0.341347,0.424308,0.848427,0.36883,0.395226,0.519281,0.184345,0
0.383007,0.52514,0.250532,0.425972,0.821392,0.208952,0.080123,0
0.383007,0.323476,0.250532,-0.150552,-0.076038,-0.188086,-0.106758,0
0.424667,0.52514,0.130953,0.338218,0.48091,0.441699,0.187939,0
0.424667,0.424308,0.48969,0.488216,0.886783,0.304789,0.134031,1
0.424667,0.27306,0.011373,0.03414,0.187779,0.094861,-0.121133,0
0.424667,0.625971,0.609269,0.082098,0.341109,0.149624,-0.00613,0
0.424667,0.474724,-0.108206,0.159648,0.293757,0.149624,0.152001,0
0.424667,0.27306,-0.227785,-0.048512,-0.1978,0.31848,0.044185,1
0.424667,0.373892,0.130953,0.037201,0.250915,0.126806,-0.135509,0
0.466328,0.474724,0.250532,0.582092,0.528262,0.31848,0.187939,0
0.466328,0.474724,1.326744,2.102482,2.641057,2.239781,1.45298,0
0.466328,0.373892,-0.108206,-0.030145,0.081801,0.099424,-0.135509,0
0.466328,0.424308,0.011373,0.270872,0.571104,0.008151,0.101686,0
0.466328,0.424308,0.130953,0.354544,0.846196,0.154188,-0.067225,0
0.466328,0.424308,0.370111,0.206587,0.115624,0.596863,0.187939,0
0.507988,0.52514,0.130953,0.213729,0.535026,0.017278,-0.027693,0
0.507988,0.575556,0.48969,0.258627,0.451597,0.50559,0.187939,0
0.549648,0.625971,0.250532,0.340259,0.548555,0.469081,0.008246,0
0.632969,0.676387,0.48969,0.403523,0.566594,0.628809,0.126843,0
0.632969,0.474724,0.728848,0.740254,1.518141,0.537536,0.008246,0
0.632969,0.575556,0.250532,0.558623,0.839431,0.7429,0.080123,0
0.632969,0.575556,0.370111,0.383115,0.688356,0.601427,-0.09957,1
0.674629,0.625971,0.609269,0.711683,1.134817,0.428008,0.382008,0
0.674629,0.676387,0.011373,0.589235,0.882273,0.697264,0.252629,0
0.674629,0.726803,0.728848,0.723927,1.004035,0.510154,0.561701,1
0.674629,0.676387,0.609269,0.463726,0.33209,0.354989,0.84921,0
0.716289,0.777219,0.48969,0.379034,0.776295,0.286534,0.019028,0
0.716289,0.777219,0.130953,1.023924,1.910485,0.409753,0.342475,0
0.716289,0.625971,0.609269,0.455563,0.62522,0.560354,0.202315,0
0.75795,0.52514,0.728848,0.464747,0.55081,0.834174,0.223878,1
0.75795,0.575556,0.250532,0.192301,0.460616,0.017278,0.019028,0
0.75795,0.676387,0.370111,0.404543,0.395226,0.633373,0.331694,0
0.79961,0.625971,-0.108206,0.389238,0.776295,0.18157,0.062154,0
0.79961,0.424308,1.446323,0.05965,0.311796,-0.256541,0.01184,0
0.79961,0.726803,0.48969,0.579031,0.920606,0.583172,0.302943,0
0.84127,0.777219,0.848427,1.113719,1.687255,0.82961,0.669517,0
0.84127,0.726803,1.087585,0.770866,1.026584,0.998466,0.338882,0
0.924591,0.878051,-2.978104,0.668826,0.686101,1.162757,0.356851,0
0.966251,1.079715,0.609269,1.102494,1.22952,1.468523,0.856398,1
1.007911,0.726803,0.728848,0.623929,0.760511,0.669882,0.475448,1
1.049571,0.928467,1.207164,1.29637,1.272363,1.445704,1.334382,0
1.091232,1.079715,0.48969,0.982088,0.873254,1.719524,0.762958,1
1.091232,1.029299,0.848427,1.196371,1.033348,1.75147,0.899525,1
1.132892,1.230962,1.087585,1.055556,0.841686,0.820483,1.70455,1
1.174552,1.180547,0.48969,1.09025,1.215991,0.898065,0.727019,0
1.174552,0.928467,0.728848,0.956578,1.100994,1.007593,0.86718,0
1.216213,0.978883,1.565902,1.093311,1.119033,1.112557,0.820459,0
1.341193,1.331794,1.80506,1.783098,1.373831,1.687578,1.686581,1
1.341193,1.130131,0.609269,1.408613,1.53167,1.71496,1.158283,1
1.382854,1.331794,0.370111,1.275962,1.193443,1.185576,1.086406,0
1.382854,1.230962,0.728848,1.47902,1.962347,1.532414,0.939057,0
1.424514,1.533458,1.087585,1.859628,2.370475,1.742342,1.427823,1
1.466174,1.583874,0.968006,1.882077,2.415572,1.413759,1.488918,0
1.466174,1.684706,1.207164,2.94737,3.317512,2.166763,2.868963,1
1.466174,1.180547,1.207164,1.668814,2.232929,1.15363,1.154689,0
1.507835,1.432626,0.728848,0.796376,1.263343,0.50559,0.446697,0
1.549495,1.533458,0.968006,1.680038,1.69402,1.829052,1.535639,1
1.591155,1.432626,1.207164,2.399418,3.098792,2.066362,1.930964,1
1.591155,1.281378,1.207164,1.727997,2.388514,1.208394,1.302037,1
1.632815,1.735122,1.326744,2.600436,3.008598,2.732657,2.146596,1
1.632815,1.432626,1.446323,2.383091,2.453904,2.632256,2.031592,1
1.632815,1.583874,0.130953,0.73107,1.495593,0.126806,0.213096,0
1.674476,0.978883,1.087585,2.345337,3.006343,2.235218,1.521263,1
1.716136,1.684706,1.087585,2.144319,2.577921,1.819925,1.751271,1
1.757796,1.785538,1.087585,2.643292,2.672625,3.371569,1.877056,1
1.841117,1.583874,1.80506,2.249419,2.420082,2.536419,1.877056,1
1.882777,1.63429,1.685481,2.871861,3.380648,3.093186,2.200504,1
1.924437,2.188865,1.685481,3.420834,3.775247,3.033859,3.160066,1
2.132739,2.239281,1.80506,3.731034,5.089825,2.901512,2.495201,1
-2.824834,-0.331931,-0.466943,-0.743402,-0.73671,-0.694653,-0.63865,0
-2.324911,-2.046072,-1.901892,-1.535229,-1.467281,-1.520676,-1.562273,0
-2.283251,-2.247736,-1.782313,-1.551556,-1.487575,-1.520676,-1.555085,0
-2.283251,-2.19732,-1.782313,-1.520944,-1.444733,-1.511548,-1.537116,0
-2.074949,-2.146904,-1.184418,-1.461761,-1.374832,-1.379202,-1.461645,0
-1.824988,-1.94524,-1.782313,-1.471965,-1.422184,-1.461348,-1.443676,0
-1.783327,-1.844408,-1.662734,-1.476046,0.341109,-1.511548,-1.4293,0
-1.741667,-1.793993,-1.423576,-1.410741,-1.374832,-1.365511,-1.396955,0
-1.741667,-1.793993,-1.662734,-1.457679,-1.413165,-1.433966,-1.440082,0
-1.658347,-1.844408,-1.543155,-1.40768,-1.365813,-1.356384,-1.069914,0
-1.616686,-2.046072,-1.064838,-1.365844,-1.273364,-1.356384,-1.404143,0
-1.575026,-1.642745,-1.184418,-1.28013,-1.18768,-1.278802,-1.371798,0
-1.533366,-1.592329,-1.184418,-1.326048,-1.271109,-1.347257,-1.321484,0
-1.491705,-1.541913,-1.064838,-1.294416,-1.203464,-1.310747,-1.321484,0
-1.491705,-1.541913,-1.303997,-1.282171,-1.147092,-1.310747,-1.357423,0
-1.450045,-1.390665,-1.543155,-1.25258,-1.169641,-1.319875,-1.249607,0
-1.450045,-1.541913,-1.184418,-1.327068,-1.235032,-1.370075,-1.339454,0
-1.366725,-1.390665,-1.303997,-1.291355,-1.226012,-1.329002,-1.256795,0
-1.325064,-1.390665,-1.303997,-1.308701,-1.255325,-1.265111,-1.299921,0
-1.325064,-1.390665,-1.303997,-1.291355,-1.248561,-1.306184,-1.285546,0
-1.325064,-1.441081,-1.303997,-1.256661,-1.194444,-1.201219,-1.285546,0
-1.283404,-1.189002,-1.184418,-1.192376,-1.219248,-1.050619,-1.17773,0
-1.283404,-1.289833,-1.303997,-1.248498,-1.126799,-1.329002,-1.27117,0
-1.241744,-1.189002,-1.064838,-1.256661,-1.18768,-1.274238,-1.278358,0
-1.241744,-1.189002,-1.303997,-1.204621,-1.088466,-1.237729,-1.217262,0
-1.241744,-1.340249,-1.184418,-1.246457,-1.201209,-1.278802,-1.174136,0
-1.241744,-1.340249,-1.064838,-1.188295,-1.124544,-1.269674,-1.15976,0
-1.241744,-1.289833,-1.423576,-1.278089,-1.248561,-1.210347,-1.249607,0
-1.241744,-1.390665,-1.303997,-1.246457,-1.194444,-1.292493,-1.213668,0
-1.200083,-1.340249,-0.706101,-1.168907,-1.124544,-1.160146,-1.174136,0
-1.200083,-1.390665,-1.423576,-1.261763,-1.230522,-1.265111,-1.213668,0
-1.158423,-1.289833,-1.303997,-1.247478,-1.18317,-1.30162,-1.235231,0
-1.158423,-1.08817,-1.064838,-1.075031,-0.935136,-1.087128,-1.188511,0
-1.158423,-1.289833,-1.184418,-1.226049,-1.158367,-1.265111,-1.246013,0
-1.116763,-1.08817,-1.064838,-1.025031,-0.869746,-1.123637,-1.077101,0
-1.075103,-1.037754,-0.82568,-1.111765,-1.10876,-1.105382,-1.037569,0
-1.075103,-1.138586,-1.064838,-1.135234,-1.101995,-1.078,-1.105852,0
-1.075103,-1.390665,-0.945259,-1.082173,-0.968959,-1.091691,-1.127416,0
-1.033442,-1.189002,-0.945259,-1.145438,-1.077192,-1.096255,-1.166948,0
-0.991782,-1.239417,-1.184418,-1.15156,-1.050134,-1.187528,-1.17773,0
-0.950122,-0.735258,-0.706101,-1.017888,-0.912588,-1.004982,-0.494895,0
-0.825141,-0.83609,-0.706101,-1.010746,-0.840433,-1.237729,-0.998036,0
-0.825141,-0.886506,-0.945259,-1.067888,-1.052389,-1.100819,-0.95491,0
-0.825141,-0.987338,-1.184418,-1.077071,-0.996017,-1.055182,-1.141791,0
-0.783481,-0.684842,-3.336841,-0.817891,-0.689358,-0.863508,-0.89022,0
-0.783481,-0.936922,-1.064838,-0.91993,-0.831413,-0.918272,-0.965692,0
-0.74182,-0.936922,-0.706101,-0.939318,-0.892294,-0.995855,-0.854282,0
-0.70016,-0.684842,-0.466943,-0.797483,-0.666809,-0.89089,-0.854282,0
-0.61684,-0.785674,-0.82568,-0.777075,-0.682593,-0.836126,-0.854282,0
-0.575179,-0.634426,-0.82568,-0.874013,-0.88102,-0.959345,-0.811155,0
-0.575179,-0.432763,-0.586522,-0.812789,-0.790826,-0.662707,-0.821937,0
-0.575179,-0.785674,-0.945259,-0.932175,-0.006138,-0.941091,-0.926159,0
-0.533519,-0.483179,-0.82568,-0.740341,-0.617202,-0.744853,-0.926159,0
-0.533519,-0.584011,-0.82568,-0.935236,-0.910333,-0.945654,-0.897408,0
-0.533519,-0.432763,-0.347364,-0.714831,-0.691613,-0.694653,-0.703339,0
-0.491859,-0.684842,-0.706101,-0.985236,-0.977979,-0.982164,-0.904596,1
-0.450198,-0.432763,-0.945259,-0.852584,-0.831413,-0.868072,-0.746466,0
-0.450198,-0.533595,0.968006,-0.71177,-0.693867,-0.690089,-0.635056,0
-0.450198,-0.533595,-0.466943,-0.889319,-0.867491,-0.84069,-0.89022,0
-0.408538,-0.533595,-0.945259,-0.663811,-0.477402,-0.817872,-0.710527,0
-0.408538,-0.281515,-0.466943,-0.791361,-0.815629,-0.84069,-0.635056,0
-0.408538,-0.483179,-0.706101,-0.68728,-0.669064,-0.644453,-0.63865,0
-0.366878,-0.533595,-0.586522,-0.727076,-0.689358,-0.626198,-0.768029,0
-0.366878,-0.432763,-0.945259,-0.750545,-0.626222,-0.886327,-0.746466,0
-0.241897,-0.533595,-0.466943,-0.678097,-0.655535,-0.694653,-0.642244,0
-0.241897,-0.281515,-0.227785,-0.645444,-0.635241,-0.589689,-0.566773,0
-0.241897,-0.130267,-0.466943,-0.562792,-0.610438,-0.393451,-0.516458,0
-0.200237,-0.281515,-0.108206,-0.479119,-0.292504,-0.699217,-0.59193,0
-0.200237,0.121812,-0.108206,-0.310754,-0.258681,-0.356942,-0.232543,0
-0.200237,-0.331931,0.130953,-0.508711,-0.542792,-0.393451,-0.387079,0
