cv1,cv2,cv3,cv4,cv5
6856,1769,2243,3582,1886
3035,1519,7453,6468,5368
3766,2796,3967,1960,7254
1403,3411,4798,158,4905
2600,97,6859,867,3985
4111,3449,1236,3572,5416
1696,3497,5915,7090,307
4904,4768,864,3797,1597
2289,4764,1786,5713,2456
1625,333,5064,5401,5717
1457,4734,5174,4592,316
3069,1537,1756,6018,301
5874,6959,994,5074,1168
61,324,6991,6758,3755
4247,1706,7309,6352,6805
2062,3761,6020,721,1546
1775,1079,1388,534,1466
6569,3574,2104,628,7344
275,2238,2152,7209,317
27,2436,5867,2979,2583
2973,2620,4132,6622,6295
550,412,1865,5860,6306
4652,1634,1402,2872,1184
7210,1561,1833,2995,2055
4979,5510,1452,4119,938
1129,2477,7347,6940,3473
5813,3386,3418,3271,5372
6105,4507,7297,4316,4325
4181,7291,2970,4062,2869
5960,4772,3695,1881,6006
6764,6458,2312,4947,823
7149,3024,5918,486,3584
3764,5642,7339,6402,4733
212,3400,1691,1119,4486
5049,6436,4169,4080,2876
3236,2067,3616,6484,2467
5548,2278,1644,1802,7402
6683,5143,537,5645,2354
1161,5398,3825,4534,1252
6432,6379,2174,6857,1632
5779,1053,2848,5577,7361
5452,5176,2976,3066,4213
1223,5533,2086,4497,4957
151,3072,3829,5227,6066
7069,4681,714,1501,484
3159,402,6519,4700,2353
835,4773,7173,490,4238
5691,2498,3036,6269,7261
6831,2792,5021,6854,4970
2671,7283,3409,3788,2000
3118,2539,4834,5223,3614
2702,4863,973,2832,3527
5094,5203,4374,6237,7166
154,964,7293,1107,3265
795,1039,6980,4005,790
3773,2264,4745,3474,6160
3491,3982,5045,893,4967
165,6695,2280,1307,968
1543,7455,2705,7141,4995
2009,2155,2772,3191,378
3566,3108,5141,6476,2234
5367,5028,4438,5197,3475
3637,6498,6560,7326,3275
4961,1033,3232,6479,4776
5285,2639,6585,3402,1320
5910,3669,3470,7140,2568
1579,2024,4767,5778,1209
2622,245,5265,941,5579
1214,2826,7235,4203,4110
6139,1820,5934,2683,5293
2338,6111,3732,1909,5565
6876,7365,7152,2197,6864
2173,5821,3012,5446,6462
2063,2741,4234,5837,1940
4198,5719,56,2679,7046
2492,7403,3972,3056,7067
5260,5157,1279,3834,955
2886,4709,5215,1738,187
6842,3283,6082,6376,5342
2150,4432,7419,728,1097
1135,7000,4481,2129,2485
2825,360,648,697,1663
3700,1531,6812,1207,4545
4282,905,5119,1326,520
5668,6530,7068,713,4684
5207,5014,5311,6589,6378
2151,5345,4342,7341,323
3193,5102,3523,4953,4391
4617,6759,6118,3893,5724
3980,5767,5482,2885,4390
5205,5731,19,7057,6251
4090,2785,4504,3505,1351
2361,3136,6321,3174,3399
2315,2968,287,3138,1995
6770,5112,466,444,7405
3708,6445,498,3743,2214
1293,164,1488,6256,2262
6967,392,2831,1559,2891
4576,7482,341,6893,6264
7304,2740,2551,796,423
5880,3601,5198,2450,230
3030,2774,3388,3261,126
5838,6599,3770,5814,5678
5466,5370,6687,7478,2114
1139,3063,3053,2963,3904
6813,551,844,3324,3438
1770,6578,4997,7315,6905
995,4808,6438,4866,1456
4158,7101,5300,6783,5535
303,5480,6501,2411,7202
464,298,4613,5032,3631
17,734,6540,7281,1764
6032,3217,4760,1580,543
5190,5003,4126,4133,5681
592,5494,4903,952,4467
2452,3373,6457,1528,6938
7050,5002,3686,2800,4782
1009,4855,71,932,2416
6040,4454,6841,5057,1824
1189,6,6167,6827,4548
4074,3353,1611,6605,2545
5690,6845,567,3494,3667
2082,1240,6262,1429,1989
2851,5397,634,6653,2944
2939,7390,4277,4722,6888
4378,6292,4936,6447,2228
2428,1070,1884,1339,7099
434,1879,6874,4902,4063
855,1721,4493,91,3636
41,3657,3460,1022,953
6771,799,4898,5145,5606
273,7021,2395,3054,125
6919,465,2013,4607,5023
1681,3976,3098,627,5430
5817,5488,6509,1860,7114
2111,467,2854,6094,2534
1558,7246,4658,1581,1385
396,4360,665,6628,6936
6935,5239,49,3702,1839
615,64,1980,4024,1623
3630,6209,3308,1576,3718
3235,1549,4294,1059,457
4875,5793,3250,390,2048
1932,7342,101,5631,4019
7463,5798,399,80,1174
5248,381,4142,6132,6399
3184,570,185,4703,6089
6428,6177,4521,861,5447
5725,3706,4301,2577,5655
4644,3880,3357,6207,3784
664,3087,621,3988,850
4380,2495,4821,6315,4249
1647,5251,6080,1605,5079
6562,4849,1745,2717,5857
6784,4520,5459,5600,966
1308,2858,2512,3111,1944
2993,2125,309,489,297
2564,7059,1418,604,6175
168,2624,6417,4089,4816
2606,6192,876,1515,7081
3720,4283,1566,3422,1948
3882,3077,1997,2069,5684
4292,2951,3254,6558,2294
3019,5082,3842,818,5640
4804,5183,6282,7211,3304
365,1711,2092,5233,531
515,2458,2812,1153,5554
5315,560,3879,3002,1807
5424,4632,4509,5182,865
411,58,1124,4022,6838
3671,5852,6526,7186,5363
3589,2518,1548,85,1357
5675,6506,7111,4272,6705
5220,6776,3496,2475,1600
4781,462,6644,2134,3109
4572,314,2883,7042,5238
3064,6151,2162,2324,5334
2136,6107,32,4157,2360
6656,4633,1478,3097,4225
522,3014,3216,208,4911
5108,6466,330,2306,1574
6660,3563,375,6516,1687
1921,3229,554,4698,2530
4899,7177,6978,779,5858
2079,2116,4472,578,202
7244,3565,4651,4065,3780
5591,4229,6470,1147,2591
6710,2937,5441,5323,1985
7298,738,1462,6618,7084
5289,2222,1356,7356,845
6957,6241,6878,13,3721
5202,6581,3094,5126,762
6751,3356,6797,2528,6469
4714,4977,1730,6454,2370
6236,5110,644,5502,3006
5877,3712,7332,3018,2821
1710,95,6141,1801,1943
6398,3471,6659,2824,1856
2900,717,4712,5989,1460
6625,3395,1182,4411,656
3482,6830,2882,3674,4448
2073,6821,4580,5866,3042
7467,184,4508,5415,1934
2010,7420,5061,2096,1635
6136,4608,961,6198,195
3920,7267,1620,5196,7250
142,5614,3249,3734,6367
3792,7355,3252,6815,5428
3091,7199,2419,7366,3957
1806,6930,1018,4557,4505
2911,5944,2260,1180,4231
2928,6762,5777,5623,989
4648,4140,5275,3055,2704
5237,3969,5971,2196,280
514,5243,6814,3909,4619
1371,6824,3364,4750,4623
730,1857,3444,88,2762
4641,6701,788,1130,3723
4819,1970,1287,6172,1359
2766,2118,1390,831,4268
6211,4319,7027,2541,6246
7040,6413,2693,1244,7206
2860,7115,2889,6322,2302
2807,591,2081,4540,1982
6753,6067,4096,4051,2713
1986,1228,5058,6951,7172
708,2185,3516,4453,7234
4021,7317,1827,6372,4695
3804,1295,7277,6135,47
1494,10,4694,4927,5496
3116,433,4853,3251,5919
5999,3298,2955,4152,6916
5413,4907,3748,4532,6706
5151,6518,2933,1050,2923
1281,6684,6011,632,4270
6969,5782,7245,7422,4461
3123,5806,4452,3032,1071
2601,2286,1645,1534,7127
3082,6861,856,291,1064
4778,1237,2142,4627,2978
7438,3483,4371,7007,6423
2830,4958,2144,22,7282
6407,2726,6747,6904,4731
5166,2983,407,1599,7436
3182,1210,5307,218,1689
321,2929,873,7348,2023
3551,2356,5162,3119,1381
2754,4232,3162,337,4872
613,4455,663,6057,2424
3370,3778,7336,2037,1477
5109,3541,4730,7358,3543
6582,3047,3372,7193,1298
4134,2759,3431,975,956
5390,3922,618,2675,4480
3445,526,3836,4026,6421
1788,150,2398,2011,582
4787,6728,1149,4484,6641
3933,415,2874,839,5604
4660,2750,684,1753,1750
6574,253,6205,6840,524
7213,3481,3198,763,1789
6083,4196,2126,5336,4656
6696,7302,3045,5913,5356
141,4943,2455,1602,5939
6950,3242,7388,2873,340
741,6948,3628,919,7480
6433,6299,3211,5422,598
5687,3987,506,5515,1382
5758,1742,3141,3953,7071
2060,6613,600,3526,4037
5269,4705,1481,5585,1113
2971,6150,33,2408,3757
2753,4076,2138,6335,733
2930,4206,843,4244,25
2307,3715,4018,5646,2425
4072,5792,123,1993,1538
5508,2314,6104,5625,4618
6984,7312,1114,6049,5833
609,1316,3549,6976,6955
5167,6031,981,2829,6119
6227,2392,2391,7160,1017
4668,2572,3248,6482,589
244,1888,1796,5168,7105
789,5091,2090,1001,5975
4766,594,4271,2190,4366
7330,5444,5822,3044,2959
7238,1652,1435,7088,4550
6412,3540,4017,5258,5734
3256,5862,5820,7120,5603
3258,5440,4883,874,1027
6316,2158,1422,3338,1776
167,4806,918,1532,6225
3679,2422,4053,6448,6088
2938,334,2906,5589,1862
4446,5087,7383,1743,4079
1175,1140,4207,678,2257
6194,2252,24,2131,5170
6931,3538,2253,5187,2692
1670,7363,6467,130,4856
3741,2046,2203,1232,1866
7226,3569,4388,4144,2908
4786,4639,4265,3638,4046
6522,7216,5828,3068,3015
7103,5718,120,3868,2334
4566,5282,5686,7143,2390
4095,4500,825,1164,6920
3426,2862,743,2554,5707
2094,2444,5065,5383,7044
2598,3263,4514,810,5895
6319,2790,6254,472,2631
985,4506,2210,4182,4276
4680,109,2193,759,979
2795,6897,5078,2170,1853
2580,5983,5125,7074,387
3441,4757,5787,6268,425
2443,1197,35,826,928
3289,155,4577,1795,6003
2460,1159,3199,397,1370
63,4993,3414,6802,4690
5148,7301,668,5355,2052
148,1957,504,4107,267
7056,5417,3697,6657,2145
1583,585,458,654,3404
6204,6555,4060,5940,1520
6397,7333,492,131,4490
6171,4001,2786,4810,4209
1863,2057,2965,7214,6692
29,4235,4788,1203,127
6866,2919,5657,6781,7136
3923,4887,4149,3675,2430
2121,1305,5443,428,5697
2778,1682,2212,3178,1814
4082,235,6247,2783,6681
848,5153,7184,608,6494
4723,6646,3179,2468,7188
5917,624,261,270,2573
4988,4337,7097,114,4799
4543,1344,2368,878,5325
2610,7391,1069,761,3595
3691,2163,5309,2491,7029
1363,2629,2708,4259,4941
2746,5373,2148,4058,6510
5576,913,3634,6901,3927
6810,1242,1966,1713,2579
1716,2268,1458,4622,1274
6325,2293,5312,221,268
2304,2917,4811,1901,102
5067,5746,5263,6390,3696
1350,803,1694,1571,5050
1030,4807,5800,1329,7287
2818,2686,7327,3281,4587
6616,4109,2431,5590,4447
5144,2423,7329,3270,2986
2365,7179,4547,3367,2637
6910,6130,2517,6614,5261
6542,5759,4563,1231,2685
6632,3273,4949,3571,1073
345,2195,1758,2404,1355
1314,2809,3253,7406,6680
5896,7448,3048,4525,6224
1680,602,139,4035,3296
2128,1008,5449,4289,5952
7340,7439,967,5732,6070
3642,436,4537,3267,1162
2478,3806,1173,983,5505
1954,1540,1741,7295,3241
7133,4794,6142,1260,3290
5405,3342,5733,7078,914
1364,7117,5870,2961,1185
6790,463,660,5343,7325
1603,2058,5790,4611,4002
6039,5115,7187,2791,1386
3819,327,3008,461,7265
7180,3724,251,1825,2966
7292,802,6900,6850,7182
6911,6702,175,3433,7005
1461,4347,1627,4273,3852
1227,4216,388,6730,2465
7442,3941,136,4450,4397
3823,5605,6755,4242,1732
1285,437,3366,593,1271
4780,1081,2016,547,2318
2815,5593,562,2586,6707
2153,4530,3911,6475,5357
3517,2230,1181,2083,666
3892,351,2469,4515,5602
977,7387,1693,880,4868
5052,311,1726,4478,2618
4430,4529,2909,6424,5676
6359,3186,4978,3561,542
898,3189,2804,1542,2982
5929,1115,4655,6444,6440
6284,7168,1790,75,976
3811,3424,6043,2471,3939
5313,7311,7189,6671,4465
326,2570,5748,4726,6121
3343,3928,3847,479,2177
4581,422,294,735,5099
5081,4981,6732,2352,3733
1554,6076,5506,4123,1964
1859,6185,3305,7454,862
1990,1015,6156,5553,1126
7349,1757,1530,2339,4546
6106,5863,4228,7061,4313
7270,5040,4865,5394,527
1170,1084,5711,1384,3678
6348,1428,7464,5816,4357
7181,5955,4973,6338,581
5827,3292,1345,4549,2019
6137,1606,7205,405,1012
455,6033,3586,1090,3736
2628,3034,2213,6087,6014
2341,5766,3187,821,1407
5765,5966,541,4427,3851
7026,5696,1261,6215,5096
3818,6034,1700,196,5071
6511,1463,5135,5594,6934
4008,385,4792,5127,4931
6697,583,3581,5581,6848
6682,2863,509,1969,5249
698,5468,6456,891,6737
5512,2768,6108,5262,1349
4956,4372,7063,1991,5601
3147,5745,4161,3692,2984
6571,1186,6277,7201,2712
4717,4004,2998,3000,149
7106,732,4719,4915,3428
1557,639,7252,6596,1049
283,2969,140,2880,2715
2488,1729,6053,5638,2032
4116,1906,5875,565,3740
6186,7386,4599,3962,3596
4458,3860,5906,1455,2524
942,448,584,2255,4006
3894,6647,4262,6258,6832
5861,442,5308,2544,1920
1704,4744,4724,559,5517
7109,4011,1108,3269,2176
917,2169,6862,549,676
2956,6382,4739,3436,5772
6799,607,3655,1014,635
2515,1484,3368,1659,5667
4445,4103,3756,1698,6603
7014,7070,7174,4237,2565
2229,3898,4029,1896,1864
2308,1,1498,69,4335
3722,4682,6063,6422,5976
3228,1668,374,3307,3396
5221,5098,1163,6491,3420
468,5240,1684,3387,6602
2644,3476,4302,4796,1690
379,6626,1869,5775,858
6798,3862,1106,5729,3968
3459,159,3673,4594,7290
5292,5661,4946,1468,6576
430,642,1414,2853,6584
832,3966,276,5402,637
1469,3132,6337,6676,7169
3812,5788,4886,3524,948
5694,6008,3534,1506,6112
248,5029,4974,2497,518
7334,4926,7183,2075,5559
3214,7237,7266,667,5570
3327,6552,6090,536,727
860,6022,3912,3790,4567
5358,4240,6452,5362,2603
328,6620,686,725,6481
1737,1411,3871,5650,2855
5210,6979,1955,2738,5155
6383,6504,7460,1224,895
1404,44,5834,104,2295
1658,3947,2044,3992,783
739,6420,4367,3645,1436
5977,5,6527,5621,2975
4025,2511,1183,2884,5836
3469,6415,7313,2414,3206
81,4437,418,6941,6191
6549,2384,1060,5046,4861
4625,5211,3621,2757,1931
1959,4395,5639,4422,5039
1984,5809,1395,869,52
6658,5337,5346,1111,6879
1987,1248,3639,4630,2653
1044,7019,1230,7185,731
6731,3246,2407,571,2948
1467,7043,1401,3861,6249
6243,688,997,4088,5432
2936,1300,911,4365,4370
6648,3727,1408,5324,5789
4765,5230,2342,285,4873
7350,3128,2194,2405,2663
7122,2645,2771,689,3363
1504,3212,4565,599,4364
2123,2088,5636,5175,6072
700,6928,5048,4138,7129
4260,7346,6889,3531,4743
4867,6896,4803,1905,7175
2022,1624,2034,1781,3467
1100,4219,3040,2646,2651
5653,4736,4084,3827,3684
875,4795,4635,6700,2205
4171,877,4701,1118,4317
1176,5189,5842,4143,1471
6073,4211,3943,2903,3688
5715,6843,6713,3593,6328
3648,7449,3895,2181,5540
6568,4858,6214,4,1950
4409,1527,3284,3377,2105
6463,4410,3301,2894,3854
5377,5252,4435,7054,3131
4882,872,2400,5692,6548
5747,356,4165,456,2935
4489,2972,5869,1722,1701
4891,338,7296,4934,2584
2285,926,6159,3931,4659
2070,4763,2953,6575,1177
3294,2725,1945,6883,7008
1524,4312,2647,3855,5088
3017,2555,278,787,2245
31,2254,3360,3122,7060
4829,496,4248,1660,1653
6283,250,6591,265,3890
152,6278,5063,4336,974
1771,3272,1654,6459,3993
7275,4831,4303,6281,5493
3168,2566,6487,4805,7236
6217,4820,7098,450,1042
3171,3501,5972,6465,5216
5584,2042,5469,6570,5206
5035,4637,1908,1783,3833
1893,3114,2274,4164,1773
264,4824,7288,342,6968
625,2794,6760,5001,6766
5434,3809,403,6252,5886
5859,7446,6260,675,2590
7357,2348,348,1526,4562
5818,3076,1517,3515,3710
836,5060,308,469,1430
1832,3627,1999,3071,76
2723,6524,6551,991,7130
200,2208,2047,3185,1031
6765,3295,1887,5951,1323
2364,3166,1330,5121,2409
1187,5685,6117,1482,3763
481,2263,866,1673,5680
6998,2822,4108,1843,4369
6195,7198,4379,2758,5374
633,5978,6460,2100,4118
5329,2625,4246,687,3043
4541,5083,6291,2317,4571
3583,4091,2305,7108,1575
7331,3079,6471,897,6946
579,5654,2581,4178,2261
1470,2357,4326,1855,3864
4015,4774,1604,5420,4146
3245,8,1225,5371,7407
1378,3200,426,4124,5212
3051,1337,3837,2459,842
6162,6778,2997,473,6189
3705,4488,3499,5284,4847
3405,2902,7228,7260,847
6036,4930,3817,1595,1667
3661,2719,1885,1900,4363
4439,7253,2735,6430,6800
1560,2535,4918,2080,1662
544,5462,4223,1666,3956
7380,5542,4176,3432,7004
2987,4067,7276,6977,6673
7284,6635,7404,742,3011
1544,6276,5500,1925,1277
357,4718,7132,5804,3576
5666,5892,1396,1205,5970
1120,4122,1878,1765,1582
6654,798,1621,5077,982
2183,401,6649,5622,5254
950,3413,2960,7243,3791
6645,1262,1708,2957,5142
7239,3314,4761,2506,737
2662,1432,6693,7006,6738
5186,5695,4254,5839,7164
6533,1019,6303,3654,1739
4487,3954,1051,5366,5123
5256,4420,6837,4852,1587
5644,1703,4885,2988,6495
5749,493,2711,219,2059
587,2112,2669,3329,936
2418,6396,6017,3822,7368
5456,5113,6124,238,710
5740,5531,3597,2325,2027
4748,4032,236,6490,4100
6933,288,4127,2198,376
3490,5492,6987,1476,4236
5431,939,1564,3323,4913
677,2367,705,1294,4034
6218,5850,5460,884,5738
7452,454,5222,645,1198
4590,6110,6055,5670,5122
2271,3457,5250,2516,7269
12,1996,1916,4280,2892
67,432,3510,1006,6734
5620,4574,2699,2166,4224
6607,6629,5980,3843,5526
3299,2065,3765,5393,1646
3919,5592,5068,4989,3088
3866,3046,194,4553,4912
4449,2607,2382,4751,2559
206,2776,5516,6434,745
3203,4078,4775,6942,4917
4428,6248,5095,6723,5551
2665,2172,5545,4215,5900
5582,1779,3999,6416,3959
3924,6782,6545,2907,6026
4416,1937,6154,819,5395
791,2470,3856,1353,1601
4190,6956,7451,996,46
228,7072,2270,2897,1046
7393,3656,793,6789,2672
4518,1324,3434,5914,7289
5224,3090,5270,7011,6344
3092,5056,6806,5031,2852
277,6808,5744,6147,3680
1341,5318,1803,6729,7428
2372,3714,5647,3739,719
6927,2992,1822,1399,3910
5364,6183,7465,2532,4050
3885,5754,4779,74,6326
4832,5742,959,3775,1169
870,2369,3544,5335,431
6716,7086,4859,3509,3331
5000,2867,5808,1110,6394
7389,5491,3961,5741,3873
1550,353,11,4166,3197
7052,3255,846,1415,1393
2837,6677,2752,4356,4186
1615,160,2175,5149,6597
7415,441,343,3984,2033
3401,2721,3897,617,758
5716,3135,5871,2945,5855
4612,528,5937,6188,6829
7119,7414,4495,2110,4117
4597,1505,7324,2012,391
6492,4602,3528,900,4538
3328,6293,780,1375,2018
1258,1994,7225,1641,2744
5854,6024,2661,4344,6546
2840,6853,4747,199,4893
5359,3279,179,4524,6811
5664,7319,2730,4444,7113
5291,4909,6724,4399,3204
4850,655,2463,7262,4664
6058,555,6023,1413,2117
2836,2850,2215,1919,389
201,6388,7423,4130,6858
933,2769,5722,4840,3001
3466,1104,1011,6389,2227
3867,6583,774,2687,6922
189,3735,4007,6443,1951
6047,2562,5922,4339,45
2510,2991,1808,274,84
6823,5794,5649,920,2149
1423,6203,2093,1190,2877
5575,325,2231,2861,435
3347,7124,5611,4646,6096
2747,7461,817,3419,7416
3521,2773,640,751,4183
4332,5823,73,5651,5017
6963,4354,6015,3603,5214
5558,121,7469,225,453
1589,2412,5878,2279,5034
1354,5253,1507,6001,4843
6711,5347,2127,6219,949
7320,2413,4491,5051,6329
2557,3177,6126,5990,2045
5904,5418,2652,6517,3333
5596,3208,4657,3547,1598
5797,3774,1286,590,211
4706,5826,5648,1077,460
6446,204,6351,3662,1202
5213,3133,3484,3113,1306
5907,1374,5908,1510,3321
5010,4479,4901,3240,2358
5131,1787,3511,4916,1254
2761,6184,3915,5791,620
540,1132,7157,2540,5288
4212,4121,606,2575,6590
7123,935,2865,6669,7091
6884,362,4813,1076,368
2808,3231,6895,5503,1744
7215,239,6820,215,92
1204,6535,2146,4306,6892
1636,5283,4800,4125,4099
3070,4204,5883,767,937
5893,2734,4671,5663,3349
5936,5597,4982,3660,4825
3578,3886,2942,7314,588
6619,1480,4150,4568,2556
1805,6586,3713,3378,1798
6232,6181,6817,6145,6886
7165,4307,1397,6746,3277
6168,6125,7204,4131,4642
3276,6005,7047,815,5536
4031,262,5555,3415,1800
3690,7310,5987,2207,881
5946,2525,5320,5656,6486
6222,3145,2244,2439,5773
3858,7096,5783,5965,3005
7012,4531,4167,1584,2442
4896,5486,1813,3266,7163
1249,2567,4013,5455,5295
5008,7085,7146,3929,6163
770,6042,1547,6267,5018
1858,3,5564,5781,7322
1250,1874,3758,6038,947
6694,3768,6493,7373,4673
2164,693,4945,6311,7171
1218,2141,89,5463,5876
1592,1683,4403,6244,7036
3681,7062,1127,2649,3831
312,5421,2868,7241,3693
3129,6477,3916,2599,6414
2905,2432,281,2503,1160
3704,3665,3958,1655,4994
5264,4139,4667,2925,6822
315,2472,1141,2124,7142
5799,4200,4188,3794,1434
2490,3181,3142,7058,2161
421,5845,216,4790,580
2931,4286,999,605,3359
1719,3169,3594,5279,971
2681,1983,4041,1122,4459
5474,60,3990,1226,2563
188,7010,2313,3936,1626
4895,3573,2904,6756,4588
7351,6994,3310,2690,5543
7212,6640,5763,6410,5552
2226,5945,5521,671,5382
5304,4340,3729,242,709
2775,7462,83,3839,5856
5881,3376,4266,7028,3215
1062,4114,1025,4900,1968
6169,358,4475,6007,6012
6310,4191,370,6074,3555
6754,2630,2697,6839,4469
1121,5903,1836,4394,6809
4721,3209,3619,883,1489
3472,7318,395,3264,4194
2316,5410,5181,2156,1154
4716,7134,9,4884,4373
563,1794,1098,2426,4582
5948,5534,5953,3280,7400
548,5147,4233,6668,4106
4846,6536,1590,2864,3672
5991,6302,4226,3325,7207
4330,4741,3846,7385,4193
3365,797,1086,1873,263
1588,1514,1926,2415,572
6952,1246,1748,3160,4094
3099,6305,3824,2259,1500
3781,243,6898,6538,2582
672,4298,680,5885,7259
2204,3507,4321,1724,2799
5714,5891,610,5338,1867
7150,5705,7273,2878,4429
3808,6610,5847,3629,1613
4897,951,6544,6966,1342
4156,4650,6499,6961,256
3429,1257,3841,814,3121
2486,6170,7126,1007,892
5072,2337,5445,2749,4952
5618,6875,5920,5997,1068
715,7412,3384,2344,652
6385,1327,3570,223,3391
5332,4517,1247,3564,3188
998,5435,1848,7399,3903
566,3397,4923,6945,4061
5165,4999,6651,4274,3559
1103,6272,6937,5084,2819
3742,1172,6923,4928,5458
4393,6529,2154,5815,7476
7032,6637,3137,545,5923
623,643,2496,2480,4960
1591,3230,2977,4691,6594
4519,5475,1094,4560,5101
1361,6520,4570,2101,6029
3464,4477,1454,4616,4965
4221,5671,3635,4677,2434
575,2632,3682,5674,1844
7151,16,5301,3201,3194
5433,6250,3815,3180,4542
7104,3807,1450,1610,193
2549,838,5974,1842,849
6720,6563,3027,2056,1213
7232,3663,4877,2816,6794
557,4523,4185,3607,4014
113,3963,5947,5257,2029
4954,2946,4932,2596,631
3089,944,5755,4381,2980
3952,3820,2952,2522,4153
4197,4433,3567,5268,1133
2664,986,5379,2221,1718
7303,4921,4755,1899,3810
241,2552,350,3033,4605
2678,3427,6255,5562,1975
5807,7094,834,7397,3930
3479,2030,1895,7367,2147
231,3901,3965,4845,271
2297,5012,4009,2054,240
7285,7125,4554,777,7377
3437,1383,2440,5811,3336
6639,3096,3067,3375,166
685,2281,1441,4104,6028
1518,3454,3219,6339,3666
2589,6601,673,5137,7396
5467,1612,1037,1304,483
658,5728,2875,7306,2095
2377,3157,4092,4729,1352
5843,6949,6685,3685,4809
3081,5272,4770,2359,2120
6164,954,3699,2039,6726
1105,4195,4102,885,7002
128,4559,1201,3224,471
5146,2990,304,3488,3899
1486,1372,3934,191,4115
1112,4415,258,1206,6333
7131,2322,1751,1521,6505
6786,6474,2137,896,7138
3687,6143,4064,4470,2680
4906,6289,1439,2003,5097
4628,3262,809,7457,5569
4851,6704,7,5287,1150
2200,3580,2272,2250,7230
6054,192,3623,7479,106
6611,7444,972,4333,4385
3767,2157,300,1065,1840
449,5477,4250,1433,4010
4828,2340,889,6787,393
6531,5810,6964,1451,2733
2232,4241,1048,2241,3306
1978,5436,4145,934,1021
6761,2275,4704,6294,3362
5544,4358,4492,1755,1446
4423,2026,182,93,5730
2533,3149,4252,7249,1661
2967,7409,1445,2224,6261
1379,1490,925,1830,1196
6943,1933,5163,6872,1058
7197,234,4496,6515,1810
853,2548,6870,5375,5070
5846,2739,661,1974,6953
4217,3233,5107,4793,1491
6091,6918,3948,1280,3777
3902,5066,3676,1302,7077
6608,1301,4315,6453,5803
3101,134,3826,5979,6437
3461,2008,4023,5538,4969
3268,6496,3942,4579,4976
7398,5780,3694,653,2298
2290,1074,6686,6097,757
6099,2736,6173,5267,2188
1677,1233,4551,4159,1020
5996,1819,3073,903,2376
4688,1417,3300,612,2388
3285,3330,1835,3591,5509
1171,3512,1495,6401,5771
3493,4685,3447,619,6166
5201,4463,6165,6788,6455
2321,5016,6336,6749,2021
4503,1444,190,6343,320
2265,1296,2249,4818,3003
1270,3486,5659,3789,4526
5461,2071,6621,7048,5177
5658,4202,2550,6178,614
3532,6148,1145,4210,3026
5453,1780,3383,6528,5090
529,3850,5514,222,5327
4585,2636,2856,3751,3604
4696,2239,1052,2701,1981
6816,2784,5556,2064,6263
4052,6280,322,7417,1609
3802,5259,3213,4424,2199
7378,2133,7256,6712,2994
899,3134,726,6391,4971
5059,6739,4396,5160,929
765,7337,3652,4878,4346
247,3795,6233,1165,766
3771,3344,4020,5217,162
4412,5688,3612,3975,2489
332,3117,6867,1785,3234
887,2493,2543,6199,1328
2050,2788,2737,3102,1220
4826,6674,3539,1894,5925
3650,3106,5007,427,1657
4375,3844,5513,6010,1851
2351,5172,1850,6595,6380
3009,3052,2078,7435,2020
6317,1910,5561,6016,1380
4771,630,2283,4985,1166
1264,7352,6960,5967,5993
1102,3944,1492,2482,1536
2191,1767,4331,7264,2437
4789,424,1816,4638,6179
6435,5916,6768,5518,7472
6924,398,760,3537,2921
641,404,2417,6833,1377
3917,5297,7443,6907,1391
3946,7220,1649,2171,6238
5080,5442,5130,1152,3845
1946,2727,3828,5047,4040
561,5389,7128,5912,4573
2292,5062,636,6297,6642
6253,5902,5835,28,2269
5033,1714,2345,3747,5076
3341,6146,2604,4575,197
3587,1650,1002,6050,6075
7375,3522,4939,1838,830
4387,2958,2296,3394,2529
4042,2247,502,921,4128
3981,4689,1963,6331,6286
597,882,1095,5499,7017
4814,2217,4511,1255,2371
6308,4604,62,6187,1010
2335,5586,1927,3633,459
3738,2954,6290,6556,962
2014,5572,6880,2389,3711
2748,1883,3354,2427,4578
5173,1029,4715,5851,7121
5103,5384,3508,1941,7219
14,2327,6871,5598,552
3556,2871,1216,915,5701
1727,4959,1424,2915,3664
4457,4056,3913,718,5246
3518,254,5184,5286,6287
6000,1083,784,3183,6777
6375,129,4603,569,3906
4048,5116,794,1882,6899
2898,808,4267,2291,4661
2707,1562,3514,5185,4468
904,2668,6733,5387,3453
3058,6913,383,2319,1043
993,3760,4402,3125,5571
346,1735,440,912,2089
4649,4634,2912,6288,4329
1215,3083,1199,2331,7195
2349,2236,6353,2932,6393
5988,2036,957,5128,3504
5407,5753,1897,6665,7089
3065,5609,946,3061,4314
409,7233,6914,3303,5322
1041,4992,2684,4257,5451
6216,6981,1533,2895,3078
3282,4653,1720,494,4323
4600,4318,902,4827,5069
3535,2363,2609,4351,1291
50,2654,5613,2375,3536
5634,4327,6740,2383,2845
1442,6030,5932,945,2623
931,255,4208,5483,4279
2099,2896,5218,6926,2449
4189,6539,2135,3247,6059
2097,6743,5391,3430,801
4728,4679,662,2160,1826
6332,4968,7023,6598,3964
3439,940,1348,1731,2366
6234,3653,5180,6354,1831
1570,1479,6554,3887,3779
4669,7035,3835,1406,232
1749,5208,5708,2216,1891
1871,6002,2842,3888,2441
556,7025,4030,6144,5624
419,6791,6313,5380,1000
5276,7190,2329,1877,7153
5133,7079,3192,6345,4443
1614,2381,3382,4924,6350
3813,198,2602,3874,1416
3973,2592,2393,4408,7468
