"SMILES","CYP450 modulation"
"COC1=CC=CC(NC2=NC=C3N=C(C4=CC=CS4)C(=O)N(CC4=CC=CS4)C3=N2)=C1","Inhibitor"
"CO[C@H]1\C=C/O[C@]2(C)OC3=C(C2=O)C2=C(C(O)=C3C)C(=O)C(NC(=O)\C(C)=C/C=C\[C@@H](C)[C@@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@@H](OC(C)=O)[C@H]1C)=C1NC3(CCN(CC(C)C)CC3)N=C21","Noninhibitor"
"C[C@@H]1O[C@@H](C[C@H](O)[C@@H]1O)O[C@@H]1CC[C@@]2(C=O)[C@H]3CC[C@@]4(C)[C@H](CC[C@@]4(O)[C@@H]3CC[C@]2(O)C1)C1=CC(=O)OC1","Noninhibitor"
"CN1CCN(CC1)C1=NC=C2N=C(C(=O)N(C)C2=N1)C1=CC=CC=C1","Inhibitor"
"O=C(N1CCC2(CC1)CCN(CC2)C1=CC=NC=C1)C1=NC=CN=C1","Noninhibitor"
"CC[C@]1(O)C[C@@H]2CN(C1)CCC1=C(NC3=CC=CC=C13)[C@](C2)(C(=O)OC)C1=C(OC)C=C2N(C=O)[C@@H]3[C@]4(CCN5CC=C[C@@](CC)([C@H]45)[C@@H](C(=O)OC)[C@]3(O)C(=O)OC)C2=C1","Noninhibitor"
"CC(C)[C@@H](CC(=O)N[C@@H]1CCCC[C@H]1C(=O)N[C@H](CC(=O)N[C@@H](CCC(O)=O)CC(O)=O)CC1=CNC2=CC=CC=C12)NC(=O)C[C@H](CC1=CC=CC=C1)NC(=O)[C@@H]1CNCC[C@H]1N","Noninhibitor"
"CSC1(SC2=NCCN2)SC2(NCCN2)S1","Inhibitor"
"NC(=N)S[C@H]1C2=CC=CC=C2C2=C1C=CC(=C2)[N+]([O-])=O","Inhibitor"
"FC(F)(F)C1=CC(=CC(CN2CC3(C2)CCN(CC3)C(=O)C2=CSN=N2)=C1)C(F)(F)F","Noninhibitor"
"CN(NO)C1=CC(=O)C=CC1=O","Inhibitor"
"CC1=C(C(=O)N2CCC3(CCCN(C3)C3=CC=CC=N3)CC2)C(C)=NO1","Noninhibitor"
"CC1=C(C=NO1)C(=O)NC1=CC=C(C=C1)C(F)(F)F","Inhibitor"
"COC1=C(O)C=C(CCN)C=C1","Inhibitor"
"CC1=C(C(C)=NO1)C1=CC2=C(C=C1)N=CN=C2NC1=CC=CC=C1","Inhibitor"
"[O-][N+](=O)C1=CC2=C(C=C1)C1=C(C2)C=C(C=C1)\N=C\C1=CC2=C(OCO2)C=C1","Inhibitor"
"CC[C@@H]1C(COC(C)=O)C(COC(C)=O)C2CC[C@H]3C(OCC4=C(C=C(F)C=C4)C(F)(F)F)OC[C@]4(C)[C@H]3C2=C1CN4C(=O)OC(C)(C)C","Noninhibitor"
"CC(C)NC(=O)N1CC[C@]2(C1)CCCN(C2)C(=O)C1=CC(F)=CC=C1","Noninhibitor"
"CC1=NOC(NC(=O)NC2=CC=CC=C2F)=C1C#N","Inhibitor"
"FC1=CC=CC(=C1)C(=O)N1CCC2(CN(C2)C2=CC=CC=N2)CC1","Noninhibitor"
"CC1(C)CC(CC(C)(C)N1)NC1=CC=C(NC2=CC=CC=C2)C=C1","Noninhibitor"
"COC(=O)[C@@]1(CC2=CC=C(F)C=C2)[C@@H]2[C@H](CN1C(=O)C1=CC=CC=C1)CC1=C2C=C(N1CCN1CNCC1=O)C(=O)N1CCCC1","Inhibitor"
"CN1C(=O)C(=NC2=CN=C(N=C12)N1CCNCC1)C1=CC=CS1","Inhibitor"
"C[N+]1=C2C3=CC4=C(OCO4)C=C3C=CC2=C2C=CC3=C(OCO3)C2=C1","Inhibitor"
"CC(C)C[C@@H](CC(=O)N[C@@H](CCC(O)=O)CC(O)=O)NC(=O)[C@@H]1CNCC[C@H]1NC(=O)C[C@@H](NC(=O)C[C@H](CC1=CNC2=CC=CC=C12)NC(=O)[C@@H]1CNCC[C@H]1N)C(C)C","Noninhibitor"
"O=C1N(C[C@H]2CCCO2)C2=NC(NC3=CC=CC=C3)=NC=C2N=C1C1=CC=CS1","Inhibitor"
"C[C@H]1C[C@H]2[C@H]3CCC4=CC(=O)C=C[C@@]4(C)[C@]3(F)[C@H](O)C[C@]2(C)[C@@]1(O)C(=O)COP(O)(O)=O","Noninhibitor"
"OCC1(CO)N2CCC(CC2)C1=O","Noninhibitor"
"CCNC1=NC=C2N=C(C(=O)N(CC3=CC(OC)=CC=C3)C2=N1)C1=CC=CC(=C1)C#N","Noninhibitor"
"CN(C)CCCN1C=C(C2=CC=CC=C12)C1=C(C(=O)NC1=O)C1=CNC2=CC=CC=C12","Inhibitor"
"CC1=NC=C(N=C1)C(=O)NCCC1=CC=C(C=C1)S(=O)(=O)NC(=O)NC1CCCCC1","Noninhibitor"
"CNC1=NC(=NC2=CC=CC=C12)C1=CC2=C(OCO2)C=C1","Inhibitor"
"CO[C@@H](C)[C@@](O)(C(C)C)C(=O)OCC1=CCN2CC[C@@H](O)[C@H]12","Noninhibitor"
"CO[C@H]1C[C@@H](O[C@@H]2[C@H](C)[C@H](O[C@@H]3O[C@@H](C)C[C@H]([C@@H]3O)N(C)C)[C@H](C)C[C@]3(CO3)C(=O)[C@H](C)[C@H](O)[C@H](C)[C@H](C)OC(=O)[C@@H]2C)O[C@@H](C)[C@H]1O","Noninhibitor"
"CN1C=C(C2=CC=CC=C12)C1=NC2=CN=C(OC3=CC=CC=C3)N=C2N(C)C1=O","Inhibitor"
"CCN(CC)CC[N+]1=CC2=C(C)C3=C(NC4=CC=CC=C34)C(C)=C2C=C1","Inhibitor"
"CC(=O)O[C@@H]1[C@@H](C[C@H]2[C@@H]3CC[C@@H]4C[C@H](OC(C)=O)[C@@H](C[C@@]4(C)[C@@H]3CC[C@]12C)[N+]1(C)CCCCC1)[N+]1(C)CCCCC1","Noninhibitor"
"COCC(=O)N1CCC[C@@]2(CCN(CC3=CC=CC=C3)C2)C1","Noninhibitor"
"OC[C@@H]1O[C@H](OC2=C(C=C(C=C2)[N+]([O-])=O)[N+]([O-])=O)[C@@H](F)[C@H](O)[C@@H]1O","Inhibitor"
"COCC(=O)N1CCC2(CN(C2)C2=CC=CC=N2)CC1","Noninhibitor"
"COC(=O)[C@@]1(CC2=CC=C(F)C=C2)[C@@H]2[C@H](CN1C(=O)C1=CC=CC=C1)CC1=C2C=C(N1CCO)C(=O)N(C)C","Inhibitor"
"COC1=CC=CC=C1CNC1=NC=NC2=C1C=C(C=C2)C1=CC=CC(=C1)C#N","Inhibitor"
"CN1CCN(CC1)C1=NC=C2N=C(C)C(=O)N(CC3=CC=C(F)C=C3)C2=N1","Noninhibitor"
"C[C@@H]1O[C@@H](O)[C@@H](O)[C@H](O)[C@H]1O","Noninhibitor"
"CCCC\C=C\C(NC(=O)OCC#C)C1=CC=CC=C1","Inhibitor"
"COC1=C(OC)C=C(C=C1)C(=O)OC1C[C@@H]2CC[C@H](C1)N2C","Noninhibitor"
"NC(N)=NN\C(C1=CC=CC=C1)=C1\C=CC(=O)C=C1O","Inhibitor"
"CN1C=NC2=C1C(=O)N(C)C(=O)N2","Noninhibitor"
"CC1=C(C=C(C#N)C(=O)N1)C1=CC=NC=C1","Noninhibitor"
"OC(=O)C1=CC(=NC2=C1C=C(Cl)C=C2)C1=CC=C(C=C1)C1=CC=C(C=C1)C1=NC2=C(C=C(Cl)C=C2)C(=C1)C(O)=O","Noninhibitor"
"NC[C@H](O)C1=CC(O)=C(O)C=C1F","Noninhibitor"
"C1CN(CCN1)C1=NC(=NC2=CC=CC=C12)C1=CN=CC=C1","Inhibitor"
"CN1C=CC=C1C(=O)N1CCC[C@@]2(CCN(C2)C2=CC=NC=C2)C1","Inhibitor"
"COC(=O)[C@@H](NC(=O)C1=CC(=NC2=CC=CC=C12)C1=CC=CC=C1)C1=CC=CC=C1","Inhibitor"
"COC(=O)CC[C@@H](C)[C@@H]1CC[C@@H]2[C@@H]3CC[C@H]4C[C@@H](O)CC[C@@]4(C)[C@@H]3CC[C@@]12C","Noninhibitor"
"OC(=O)C1=CC=CC=C1NC1=CC=CC=C1","Inhibitor"
"CCC\C=C(/CCC)C(NS(=O)(=O)C1=CC=CC=C1)C1=CC=C(C=C1)C(F)(F)F","Inhibitor"
"COC1=NC=C2N=C(C)C(=O)N(CCC3=CC=CC=C3)C2=N1","Inhibitor"
"O=C(NC1=CC=CC2=CC=CC=C12)C1=CC=CC=C1","Inhibitor"
"C[C@@H]1O[C@H](O[C@H]2C[C@@H]3O[C@@](O)(C[C@@H](O)[C@H]3C(O)=O)C[C@@H](O)C[C@H]3O[C@@H]3\C=C/C(=O)O[C@@H](C)C\C=C\C=C\C=C/C=C2)[C@@H](O)[C@H](N)[C@@H]1O","Noninhibitor"
"OC[C@H]1O[C@@H](OP(O)(O)=O)[C@@H](O)[C@@H](O)[C@@H]1O","Noninhibitor"
"C[C@]12CC[C@@H]3[C@H](CC[C@H]4C[C@@H](O)CC[C@]34C)[C@@H]1CCC2=O","Noninhibitor"
"CC(C)[C@@H](Br)C(=O)NCC(O)=O","Noninhibitor"
"CCNC1=NC=C2N=C(C)C(=O)N(C3CC3)C2=N1","Inhibitor"
"C\C(CC\C(C)=N\O)=N\O","Noninhibitor"
"CCNC1=NC=C2N=C(C(=O)N(C)C2=N1)C1=CC=C(F)C=C1","Inhibitor"
"COC1=CC=CC=C1CN1CC[C@]2(C1)CCCN(C2)C(=O)C1=CC=NC=C1","Noninhibitor"
"C[C@@H](NCC1=C2NC(=O)C(=O)NC2=CC(Br)=C1)P(O)(O)=O","Noninhibitor"
"FC1=CC=C(C=C1)C(OCCCC1=CN=CN1)C1=CC=C(F)C=C1","Inhibitor"
"CC(=O)OCC1=C(N2[C@@H](SC1)[C@H](N)C2=O)C(O)=O","Noninhibitor"
"N#CC1=CC(=CC=C1)C1=NC2=CC=CC=C2C(NCC2=CC=CS2)=N1","Inhibitor"
"CN1C2=C(NC(CCC(O)=O)=N2)C(=O)N(C)C1=O","Noninhibitor"
"CCNC1=NC=C2N=C(C(=O)N(C[C@H]3CCCO3)C2=N1)C1=CC=C(F)C=C1","Inhibitor"
"CCOC(=O)[C@@]12C[C@@H]1\C(=N\O)C1=CC=CC=C1O2","Inhibitor"
"COC(=O)NC1=NC2=C(N1)C=C(C=C2)C(=O)C1=CC=CC=C1","Inhibitor"
"CN1C=CC=C1C(=O)N1CCC2(CC1)CCN(CC2)C1=CC=CC=N1","Inhibitor"
"CCC(=O)O[C@]1([C@@H](C)C[C@@H]2[C@H]3CCC4=CC(=O)C=C[C@@]4(C)[C@]3(F)[C@@H](O)C[C@]12C)C(=O)CCl","Noninhibitor"
"C[C@@]12CC[C@H]3[C@@H](CC[C@@H]4C[C@H](O)CC[C@@]34C)[C@H]1CC[C@H]2O","Inhibitor"
"COC1=CC(OC)=C(CNC2=NC=NC3=C2C=C(C=C3)C2=CN=CC=C2)C=C1","Inhibitor"
"CN1CCN(CC1)C1=NC=NC2=C1C=C(C=C2)C1=CC=CC(=C1)C#N","Inhibitor"
"C[C@@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@@]4(C)[C@]3(F)[C@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO","Noninhibitor"
"CCN(CC)CCC[C@H](C)NC1=C2C=C(OC)C=CC2=NC2=C1C=CC(Cl)=C2","Inhibitor"
"COC1=NC=NC(NS(=O)(=O)C2=CC=C(N)C=C2)=C1OC","Noninhibitor"
"CC(C)C[C@@H](CC(=O)N[C@@H](CCC(O)=O)CC(O)=O)NC(=O)[C@@H]1CCCC[C@H]1NC(=O)C[C@@H](NC(=O)C[C@H](CC1=CNC2=CC=CC=C12)NC(=O)[C@@H]1CCCC[C@H]1N)C(C)C","Noninhibitor"
"O=C(N1CCC[C@@]2(CCN(C2)C2=NC=CC=N2)C1)C1=CSN=N1","Inhibitor"
"COCCN1C(=O)C=NC2=CN=C(N=C12)N1CCN(C)CC1","Inhibitor"
"CC(C)(C)NC(=O)[C@@H]1CC[C@@H]2[C@@H]3CC[C@@H]4NC(=O)C=C[C@@]4(C)[C@H]3CC[C@@]12C","Noninhibitor"
"CC1(C)COCN1COC1CCCCC1","Noninhibitor"
"C1C2=CC=CC=C2C2=NC3=CC=CC=C3C=C12","Inhibitor"
"CC1=CC=C(CNC(=O)[C@H]2C[C@@H]2[C@H](NP(=O)(C2=CC=CC=C2)C2=CC=CC=C2)C2=CC=CC=C2)O1","Inhibitor"
"O=C(NC1=CC=CC=C1)N1CC[C@]2(C1)CCCN(C2)C(=O)OC1=CC=CC=C1","Inhibitor"
"NC(=O)NC1=CC=C(C=C1)[As](O)(O)=O","Noninhibitor"
"COCCNC1=NC=NC(=C1)C1=CC=CC=C1CN(C)C","Noninhibitor"
"CN(C)CCNC1=NC2=C(N1C)C(=O)N(C)C(=O)N2C","Noninhibitor"
"CC[C@H]1[C@@H]2OC(=O)[C@@H](C)[C@@H]2[C@@H]2C[C@@H](C3C[C@H](C)C(=O)O3)N3CCCC[C@H]1[C@@H]23","Inhibitor"
"Cl[Rh]Cl","Noninhibitor"
"COC(=O)[C@@]1(CC2=CC=C(OC)C=C2)[C@@H]2[C@H](CN1C(=O)C1=CC=CC=C1)CC1=C2C=C(N1CC1=CC=CC2=CC=CC=C12)C(=O)N(C)C","Inhibitor"
"CN1CCCC2(CCN(CC2)C(=O)C2=NC=CN=C2)C1","Noninhibitor"
"CN(C)CC1=CC=CC=C1C1=CN=CN=C1NCC1=CC=CC(C)=C1","Inhibitor"
"CC(C)NC(=O)N1CC[C@]2(C1)CCCNC2","Noninhibitor"
"COCC(=O)N1CCC2(CCN(CC3=CC=CC=C3OC)CC2)CC1","Noninhibitor"
"COC(=O)[C@@]1(CC2=CC=C(OC)C=C2)[C@@H]2[C@H](CN1C(=O)C1=CC=CC=C1)CC1=C2C=C(N1CCC1=CC(Br)=C(OC)C=C1)C(=O)N1CCCC1","Inhibitor"
"COC1=NC=C2N=C(CCC3=CC=CC=C3)C(=O)N(C)C2=N1","Inhibitor"
"FC1=C(F)C=C(C=C1)C1=NC2=CN=CN=C2N(C2=CC=CC=C2)C1=O","Inhibitor"
"OP(O)(=O)OP(O)(O)=O","Noninhibitor"
"COC1=CC2=NC3=C(C)NCCC3=C2C=C1","Inhibitor"
"C[C@@H]1C(=O)O[C@@H]2C[C@]34[C@H]5C[C@@H](C(C)(C)C)[C@]33[C@@H](O)C(=O)O[C@H]3O[C@@]4(C(=O)O5)[C@@]12O","Noninhibitor"
"OC1=CC=C(CCNC[C@@H]2CCC3=CC=CC=C3C2=O)C=C1","Inhibitor"
"CCN(CC)[C@@H](C)CN1C2=CC=CC=C2SC2=CC=CC=C12","Inhibitor"
"CN(CC1=CC=CO1)C1=NC=NC2=C1C=C(C=C2)C1=CC=CC=C1C#N","Inhibitor"
"N[C@H](CCl)C(O)=O","Noninhibitor"
"CN(C)C[C@H]1CCC2=C(C(C3=CC(Cl)=C(Cl)C=C3)C3=C(CC[C@H](CN(C)C)C3=O)O2)C1=O","Noninhibitor"
"COC1=CC=CC=C1N1CCN(CCCCNS(=O)(=O)C2=CC=CC3=C2C=CC=C3N(C)C)CC1","Noninhibitor"
"CN(C)C1=NC=C2N=C(CCC3=CC=CC=C3)C(=O)N(CCC3=CC=CC=C3)C2=N1","Inhibitor"
"O=C1NC2=C(NC(=O)NC2=S)N1C1=CC=CC=C1","Noninhibitor"
"CCCCCCC(C)(C)C1=CC(O)=C(C=C1)[C@@H]1C[C@H](O)CC[C@@H]1CCCO","Inhibitor"
"CC(=O)NCC(=O)N[C@H](CCC(O)=O)C(O)=O","Noninhibitor"
"COCCN1C(=O)C(=NC2=CN=C(OC3=CC=CC=C3)N=C12)C1=CC=C(OC)C=C1","Inhibitor"
"O=C(N1CCC2(CC1)CCN(CC2)C1=CC=CC=N1)C1=NC=CN=C1","Noninhibitor"
"COC1=CC=CC(OC)=C1OCCNC[C@@H]1CSC2=CC=CC=C2O1","Inhibitor"
"[O-][N+](=O)C1=CC2=C(C=C1)N=C(C=C2)N1CCNCC1","Inhibitor"
"CC1=CC=C(C=C1)S(=O)(=O)OCC(O)=O","Noninhibitor"
"OC(=O)[C@H]1O[C@H]1C(O)=O","Noninhibitor"
"CC(C)OC1=CC=CC(=C1)N1C(CCC2=CNC3=C2C=C(Br)C=C3)=NC2=CC=CC=C2C1=O","Inhibitor"
"C[C@H]([C@H]1C[C@]1(C)[C@H](NC(=O)OCC1=CC=CC=C1)C1=CC=CC=C1)C(=O)N[C@@H](CO)CC1=CC=CC=C1","Inhibitor"
"COC1=CC=CC(=C1)C1=NC2=CC=CC=C2C(NCC2=CN=CC=C2)=N1","Inhibitor"
"OC(=O)[C@H](CC1=CC=CC=C1)N1C(=O)C2=CC=CC=C2C1=O","Noninhibitor"
"O=C(N1CCC[C@@]2(CCN(C2)C(C2=CC=CC=C2)C2=CC=CC=C2)C1)C1=CSN=N1","Inhibitor"
"CN1CC2=C(C=CC3=C2OCO3)[C@@H]2[C@@H](O)CC3=CC4=C(OCO4)C=C3[C@H]12","Inhibitor"
"O=S(=O)(N1CCC2(CCN(CC3=CC=CC=C3)CC2)CC1)C1=CC=CC=C1","Noninhibitor"
"O=C(N1CCC2(CC1)CCN(CC2)C1=CC=CC(=C1)C1=CC=CC=C1)C1=CC=NC=C1","Inhibitor"
"CCNCCCNCCCCNCCCNCC","Inhibitor"
"OC(=O)C1=CNC2=C(C=CC3=C2C(=O)C(=CN3)C(O)=O)C1=O","Inhibitor"
"C[C@H](CN(C(C)=O)C1=C(I)C=C(I)C(N)=C1I)C(O)=O","Noninhibitor"
"C1CN=C(N1)[C@@H]1CCCC2=CC=CC=C12","Noninhibitor"
"COCCNC1=NC(=NC2=CC=CC=C12)C1=CC=CC=C1C","Inhibitor"
"COC1=CC(CN2CCCCC2)=CC2=C1OC(=O)C(=C2)C(O)=O","Inhibitor"
"CCCN1C[C@H](CSC)C[C@@H]2[C@@H]1CC1=CNC3=CC=CC2=C13","Inhibitor"
"NC1=NC(=O)C2=C(N1)N(C=N2)[C@H]1C[C@H](CO)C=C1","Noninhibitor"
"C[N+]1([O-])[C@@H]2CC(C[C@@H]1[C@@H]1O[C@H]21)OC(=O)[C@@H](CO)C1=CC=CC=C1","Noninhibitor"
"CN1CCC(CC1)=C1C2=CC=CC=C2SC2=CC=CC=C12","Noninhibitor"
"CN(CC1=CC=CO1)C1=NC=NC(=C1)C1=CC=CC=C1Cl","Inhibitor"
"COC1=CC=C(C=C1)C(=O)N1CCC2(CCCN(C2)C2=CC=C(C=C2)C2=CC=CC=C2)CC1","Inhibitor"
"COC1=CC=CC2=C1[C@H](CO)N1[C@@H](C2)[C@@H]2[C@H](C[C@@H]([C@H]1C#N)N2C)C(O)=O","Noninhibitor"
"O=C1N(C2CC2)C2=NC=NC=C2N=C1CCC1=CC=CC=C1","Inhibitor"
"O=C1CCC(=NN1)C1=CC=C(C=C1)N1C=CN=C1","Inhibitor"
"CN1CCC2=CC3=C(OCO3)C=C2[C@@H]1C1C(=O)OC2=C1C=CC1=C2OCO1","Inhibitor"
"CC(=O)N1CCC2(CN(C2)C2=CC=CC(=C2)C2=CC=CC=C2)CC1","Inhibitor"
"CC(=O)NCCNC1=NC=NC2=C1C=C(C=C2)C1=CC2=C(OCO2)C=C1","Inhibitor"
"CCC1=C2CC(C)OC2=NC2=C1C=C(OC)C=C2","Inhibitor"
"CN(C)C(=O)C1=CC=C(C=C1)C1=CN=CN=C1NCCN1CCOCC1","Noninhibitor"
"CC1=CC=C(C=C1)S(=O)(=O)NCC1=CC(=CC=C1)[N+]([O-])=O","Inhibitor"
"O=C1N(C[C@H]2CCCO2)C2=NC(=NC=C2N=C1C1=CC=CC(=C1)C#N)N1CCOCC1","Inhibitor"
"O=C1N(CCC#N)C2=NC(OCC3=CC=CC=C3)=NC=C2N=C1C1=CC=CC=C1","Inhibitor"
"C[C@@H](CC1=CC(=CC=C1)C(F)(F)F)NCCOC(=O)C1=CC=CC=C1","Inhibitor"
"CNCCC=C1C2=CC=CC=C2C=CC2=CC=CC=C12","Inhibitor"
"CNCC[C@@H](OC1=CC=CC=C1C)C1=CC=CC=C1","Inhibitor"
"FC1=CC=C(NC2=NC(=NC3=CC=CC=C23)C2=COC=C2)C=C1","Inhibitor"
"FC1=CNC(=O)NC1=O","Noninhibitor"
"CC1=CC=CC=C1C1=NC=CC(NCC2=CC=CS2)=N1","Inhibitor"
"O=C(N1CCC[C@@]2(CCN(C2)C2=CC=CC(=C2)C2=CC=CC=C2)C1)C1=NC=CN=C1","Inhibitor"
"O[C@@H](CN1C(=O)C2=CC=CC=C2C1=O)C(=O)CN1C(=O)C2=CC=CC=C2C1=O","Noninhibitor"
"CCC1(CC)C(=O)NC=CC1=O","Noninhibitor"
"COC1=CC=C(NC(=O)N2CCCC3(CCN(CC3)C(=O)C3=CC(F)=CC=C3)C2)C=C1","Noninhibitor"
"C(CC1=NC2=CC=CC=C2C=C1)[C@@H]1CCCCN1","Inhibitor"
"CN1CCN(CC1)C1=NC=C2N=CC(=O)N(C[C@H]3CCCO3)C2=N1","Inhibitor"
"CN1N=CC2=C(NC3=CC(Cl)=CC=C3)N=C(NC3=CC(Cl)=CC=C3)N=C12","Inhibitor"
"CC1(C)S[C@@H]2[C@H](NC(=O)CC3=CC=CC=C3)C(=O)N2[C@H]1C(O)=O","Noninhibitor"
"COC(=O)[C@@]1(CC2=CC=C(OC)C=C2)[C@@H]2[C@H](CN1C(=O)C1=CC=CC=C1)CC1=C2C=C(N1CCC1=CC(OC)=C(O)C=C1)C(=O)N1CCCC1","Noninhibitor"
"CC1(C)S[C@@H]2[C@H](NC(=O)C3(N)CCCCC3)C(=O)N2[C@H]1C(O)=O","Noninhibitor"
"OC1[C@H](O[Sb]O[C@H]1C(O)=O)C(O)=O","Noninhibitor"
"NC1=C(SSC2=C(N)C=C(C=C2)S(N)(=O)=O)C=CC(=C1)S(N)(=O)=O","Inhibitor"
"COC1=CC=C(C=C1)C(=O)N1CCC2(CCCN(CC(C)C)C2)CC1","Noninhibitor"
"COC(=O)N1CCC2(CN(C2)C(=O)NC2=CC=CC(=C2)C#N)CC1","Noninhibitor"
"C[N+]1(C)CCC[C@H](C1)OC(=O)C(O)(C1=CC=CC=C1)C1=CC=CC=C1","Noninhibitor"
"OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(O)=O","Noninhibitor"
"ClC1=CC=CC=C1C1=NC=CC(=N1)N1C=CN=C1","Inhibitor"
"CC1=CNC(=O)N(CCCN2CCN(CC2)C2=CC=CC=C2OCC(F)(F)F)C1=O","Noninhibitor"
"C1CN(CC2(C1)CCNCC2)C1=CC=NC=C1","Noninhibitor"
"CC(C)NC(=O)N1CCC2(CC1)CCN(CC2)C(=O)OC1=CC=CC=C1","Noninhibitor"
"COC1=CC=C(NC(=O)N2CCCC3(CCN(CC3)C(=O)C3=NC=CN=C3)C2)C=C1","Noninhibitor"
"COC1=CC=C(C=C1)C1=NC2=CN=C(N=C2N(CC2=CC=C(F)C=C2)C1=O)N(C)C","Inhibitor"
"CC(=O)O[C@H]1CC[C@]2(C)[C@@H]3CC[C@@]4(C)[C@H](CCC4=O)[C@@H]3CC=C2C1","Noninhibitor"
"CC1=CN=C(CNC2=NC(=NC3=CC=CC=C23)C2=CC=CC=C2Cl)C=N1","Inhibitor"
"COC1=CC=C(OC2=NC=C3N=CC(=O)N(CC4=CC(OC)=CC=C4)C3=N2)C=C1","Inhibitor"
"NC1=C(C=C(NC2=CC(=CC=C2)S(N)(=O)=O)C2=C1C(=O)C1=CC=CC=C1C2=O)S(O)(=O)=O","Inhibitor"
"COC1=CC=C(NC(=O)N2CCCC3(CCN(CC3)C(=O)C3=CSN=N3)C2)C=C1","Noninhibitor"
"NCCNC(=O)C1=CC=C(Cl)C=C1","Inhibitor"
"COC1=CC=CC(=C1)C1=CN=CN=C1NCC1=CN=CC=C1","Inhibitor"
"CC1=CC(CNC2=NC=NC=C2C2=CC=CC=C2Cl)=CC=C1","Inhibitor"
"COC1=NC=C2N=C(C(=O)N(CCC3=CC=CC=C3)C2=N1)C1=CC(F)=CC(F)=C1","Inhibitor"
"OC(=O)C1CC2(C1)CC(C2)C(O)=O","Noninhibitor"
"CC(C)NC(=O)N1CCCC2(CCN(CC2)C(=O)C2=CC=NC=C2)C1","Noninhibitor"
"COC1=CC=C(C=C1)C(=O)N1CCC2(CCN(CC3=CC(=CC(=C3)C(F)(F)F)C(F)(F)F)CC2)CC1","Noninhibitor"
"CO[C@H]1[C@@H](OC(N)=O)[C@H](O)[C@@H](OC2=C(C)C3=C(C=C2)C(=O)C(NC(=O)C2=CC(CC=C(C)C)=C(O)C=C2)=C(O)O3)OC1(C)C","Noninhibitor"
"COC1=CC(OC)=C(CNC2=NC=NC=C2C2=CC=CC=C2OC)C=C1","Inhibitor"
"N[C@H](CCC(O)=O)C=C","Noninhibitor"
"COC1=C(C(=O)OCC2CCN(CCNS(C)(=O)=O)CC2)C2=C(N1)C=CC(F)=C2","Noninhibitor"
"C[S@](=N)(=O)CC[C@H](N)P(O)(O)=O","Noninhibitor"
"ClC1=CC=CC(=C1)N1CCN(CCCN2N=C3C=CC=CN3C2=O)CC1","Noninhibitor"
"COC1=C(OC)C=C(C=C1)C1=C(O)C(=O)C2=C(O1)C=CC(C)=C2","Inhibitor"
"FC1=CC=CC(NC(=O)N2CCCC3(CCN(CC3)C(=O)OC3=CC=CC=C3)C2)=C1","Inhibitor"
"O=C(N1CCC2(CN(C2)C(C2=CC=CC=C2)C2=CC=CC=C2)CC1)C1=CC=NC=C1","Inhibitor"
"COC(=O)[C@@]1(CC2=CC=C(F)C=C2)[C@@H]2[C@H](CN1C(=O)C1=CC=CC=C1)CC1=C2C=C(N1CC1=CC=CC2=CC=CC=C12)C(=O)N1CCCC1","Inhibitor"
"N#CSC1=CC2=C(OC(=C2)C2=NCCN2)C=C1","Inhibitor"
"C\C(\C=C/C1=C(C)CCCC1(C)C)=C/C=C\C(\C)=C\C(=O)NC1=CC=C(O)C=C1","Noninhibitor"
"OC(=O)[C@@H](Br)CC1=CC(=CC=C1)C(O)=O","Noninhibitor"
"CNC[C@H](O)C1=CC(O)=C(O)C=C1","Inhibitor"
"COC1=CC=CC(CN2C(=O)C(C)=NC3=CN=C(OCC4=CC=CC=C4)N=C23)=C1","Inhibitor"
"COC1=CC2=C(NC=C2CCNC2=NC=NC=C2C2=CC(OC)=CC=C2)C=C1","Inhibitor"
"CC1=CC=CC=C1C1=NC2=CC=CC=C2C(NC2=CC=NC=C2)=N1","Inhibitor"
"C\C(=N\O)[C@@H]1C[C@H](CC(O)=O)C1(C)C","Noninhibitor"
"O=C1N(CC2=CC=CS2)C2=NC(=NC=C2N=C1CCC1=CC=CC=C1)N1CCNCC1","Inhibitor"
"C[C@H]1CCC[C@@H](C)N1","Noninhibitor"
"NS(=O)(=O)C1=C(Cl)C=C2NC(NS(=O)(=O)C2=C1)[C@@H]1C[C@H]2C[C@H]1C=C2","Noninhibitor"
"N[C@H]([C@H](O)C(O)=O)C(O)=O","Noninhibitor"
"OC1=C(CC2=CC=CC=C2)C(=O)C(=O)C2=CC=CC=C12","Inhibitor"
"O[C@@H]([C@@H](O)[C@@H](O)C1=NC2=CC=CC=C2S1)[C@H](O)C(O)=O","Inhibitor"
"C[C@]12CN(CC[N+](C)(C)C)C[C@]1(C)[C@@H]1CC[C@@H]2O1","Noninhibitor"
"CC(OC1=CC=C(O)C=C1)(P(O)(O)=O)P(O)(O)=O","Noninhibitor"
"ClC1=CC(SCCCN2CCNCC2)=C(Cl)C=C1","Inhibitor"
